source	target	MI
CTNNB1	HVCN1	0.1805
CTNNB1	INPP1	0.1948
CTNNB1	MED12	0.1860
CTNNB1	NUP88	0.1718
CTNNB1	PPP1R16B	0.1817
CTNNB1	PRKAR2A	0.2017
CTNNB1	PTPN18	0.1776
CTNNB1	RCHY1	0.2165
CTNNB1	SNAPC1	0.1942
CTNNB1	SRPK2	0.1888
CTNNB1	WNT10A	0.1692
CTNNB1	ZCCHC17	0.1869
CTNNB1	ZNF226	0.1836
EGR1	ARL4C	0.1756
EGR1	C16orf87	0.1726
EGR1	CCDC59	0.1603
EGR1	CD3D	0.1694
EGR1	DCAF5	0.1864
EGR1	ERO1LB	0.1808
EGR1	FOS	0.1817
EGR1	GPKOW	0.1694
EGR1	IRAK1	0.1650
EGR1	LGALS3	0.1831
EGR1	LIMS1	0.1647
EGR1	MORF4L2	0.1685
EGR1	MSL3	0.1830
EGR1	MYBL1	0.1786
EGR1	PGPEP1	0.1778
EGR1	PSEN1	0.1827
EGR1	RSF1	0.1991
EGR1	TLN1	0.1673
EGR1	WARS2	0.1667
EGR1	ZCCHC9	0.1755
EGR1	ZHX1	0.1785
EGR1	ZNF691	0.1913
ELF4	CNPY4	0.1770
ELF4	DNAJB11	0.1854
ELF4	ID3	0.1608
ELF4	IMPA2	0.1932
ELF4	NCR3	0.2011
ELF4	PHF21A	0.1843
ELF4	PMAIP1	0.1806
ELF4	SEPHS1	0.1897
ELF4	SP3	0.1770
ELF4	TSPYL4	0.1896
ELF4	UBE4B	0.1975
ELF4	ZNF33B	0.1741
EP300	ARSG	0.2171
EP300	ASB1	0.1878
EP300	C12orf75	0.2114
EP300	CD58	0.1763
EP300	FAM193B	0.1820
EP300	GRIPAP1	0.1844
EP300	MRPS28	0.1593
EP300	MYOM2	0.1628
EP300	PINK1	0.1790
EP300	PTCD3	0.1580
EP300	SDPR	0.1845
EP300	SERPINA1	0.1801
EP300	STOM	0.1650
EP300	THAP2	0.1554
EP300	TPST2	0.1944
EP300	VILL	0.1955
ETS2	CD8B	0.1799
ETS2	COTL1	0.1988
ETS2	ELL	0.2093
ETS2	HMBS	0.1797
ETS2	IPPK	0.1903
ETS2	LIMS2	0.1962
ETS2	MPST	0.2128
ETS2	PINK1	0.1819
ETS2	PRKAG1	0.1641
ETS2	PSMB4	0.1889
ETS2	RALGAPA2	0.1741
ETS2	RHBDF2	0.1838
ETS2	SYMPK	0.1755
FLYWCH1	ARHGAP18	0.1753
FLYWCH1	BOD1	0.1657
FLYWCH1	EPB41	0.1955
FLYWCH1	FAM229B	0.1748
FLYWCH1	GEMIN2	0.1580
FLYWCH1	GSK3B	0.1764
FLYWCH1	LRCH3	0.1833
FLYWCH1	NCF1	0.1812
FLYWCH1	NCR3	0.1589
FLYWCH1	NRAS	0.1807
FLYWCH1	PYCARD	0.1816
FLYWCH1	SDPR	0.1722
FLYWCH1	SFSWAP	0.1655
FLYWCH1	SHMT1	0.1811
FLYWCH1	TYK2	0.1980
FLYWCH1	VAC14	0.1512
FLYWCH1	WDR3	0.1843
FLYWCH1	ZRANB1	0.2004
FOS	ALOX5AP	0.1669
FOS	DNAJC21	0.1864
FOS	DUSP1	0.1721
FOS	EGR1	0.1817
FOS	EPHB6	0.1883
FOS	GGA1	0.1866
FOS	GPX1	0.2171
FOS	GRN	0.1866
FOS	IFT43	0.1728
FOS	IPO5	0.2047
FOS	IRF7	0.1643
FOS	JUN	0.1872
FOS	KLHDC10	0.1606
FOS	KLRD1	0.2016
FOS	LDHB	0.2050
FOS	MS4A7	0.1670
FOS	PHF5A	0.1784
FOS	POP4	0.2009
FOS	POP7	0.1670
FOS	PPIF	0.1982
FOS	SMCO4	0.1682
FOS	SPAG16	0.1765
FOS	TNFSF10	0.1695
FOS	USP42	0.1646
FOS	ZNF593	0.2001
FOSB	C9orf37	0.2097
FOSB	CD81	0.1943
FOSB	CD8B	0.1956
FOSB	CISH	0.1959
FOSB	CUL5	0.1845
FOSB	EFCAB14	0.1678
FOSB	FAM101B	0.1820
FOSB	GSTP1	0.1639
FOSB	HCG18	0.2131
FOSB	HIST1H2AC	0.1721
FOSB	INPP1	0.2100
FOSB	JUND	0.1731
FOSB	NBAS	0.2014
FOSB	NFYB	0.1643
FOSB	NSG1	0.1724
FOSB	PRR3	0.1586
FOSB	RANBP6	0.1841
FOSB	SLU7	0.1918
FOSB	SMC6	0.1861
FOSB	SMIM12	0.1995
FOSB	SPON2	0.2063
FOSB	SYNGR1	0.1711
FOSB	TMEM205	0.2038
FOSB	TRPT1	0.1640
FOSB	TSPYL4	0.1707
GFI1	APPL2	0.1841
GFI1	BAG5	0.1747
GFI1	CACNA2D4	0.1608
GFI1	CNPY4	0.1743
GFI1	ELMO2	0.1870
GFI1	KHNYN	0.1759
GFI1	LRIF1	0.1999
GFI1	MEGF9	0.1676
GFI1	MTR	0.1816
GFI1	PAPOLG	0.1962
GFI1	PGPEP1	0.1908
GFI1	SPIDR	0.1796
GTF2I	AHNAK	0.1779
GTF2I	ARID5A	0.1891
GTF2I	CD151	0.1635
GTF2I	IGFBP7	0.1912
GTF2I	IL11RA	0.2031
GTF2I	NIPBL	0.1479
GTF2I	ORC5	0.1691
GTF2I	SERPINB6	0.1805
GTF2I	TRPM7	0.1673
GTF2I	TRRAP	0.2047
GTF2I	ZNF683	0.1808
GTF2I	ZSCAN21	0.1661
HMGB2	CDKN2C	0.1774
HMGB2	CSF3R	0.1951
HMGB2	DUSP2	0.1776
HMGB2	DYNLT1	0.1718
HMGB2	GADD45A	0.1662
HMGB2	INPPL1	0.1691
HMGB2	MACROD1	0.1709
HMGB2	NRM	0.1666
HMGB2	PACS1	0.1951
HMGB2	PRPF4	0.2101
HMGB2	RMND5A	0.1667
HMGB2	SEPHS1	0.1516
HMGB2	SLC16A3	0.1808
HMGB2	TCF20	0.1720
HMGB2	ZHX1	0.1934
HOPX	ABCA7	0.1788
HOPX	AOAH	0.2074
HOPX	AP001816.1	0.1722
HOPX	C1orf35	0.1701
HOPX	CRAT	0.1912
HOPX	CTSF	0.2039
HOPX	DOHH	0.1732
HOPX	FAM221A	0.1864
HOPX	FBXL12	0.1889
HOPX	FHL3	0.1807
HOPX	GNGT2	0.1855
HOPX	LGALS3	0.1798
HOPX	LST1	0.1800
HOPX	MS4A7	0.1875
HOPX	NDUFAF7	0.1722
HOPX	NRL	0.1651
HOPX	TANGO6	0.1704
HOPX	TAZ	0.1948
HOPX	TLE3	0.1689
HOPX	TMEM8A	0.1700
HOPX	WNT10A	0.1802
ID1	APPL2	0.1978
ID1	COTL1	0.1813
ID1	DIP2B	0.2160
ID1	EAF2	0.1656
ID1	NADSYN1	0.1767
ID1	NEIL1	0.1750
ID1	SMIM12	0.1795
ID1	USP9X	0.1885
ID1	ZNF277	0.1826
ID1	ZNF480	0.1947
ID3	ADAR	0.1627
ID3	AGL	0.1724
ID3	ANKRD11	0.1962
ID3	CD14	0.1951
ID3	ELF4	0.1608
ID3	ELL	0.1643
ID3	FAM178A	0.1590
ID3	FCER1G	0.1876
ID3	NCR3	0.1719
ID3	PRF1	0.1977
ID3	R3HDM2	0.2024
ID3	SOX4	0.1731
ID3	STXBP2	0.1711
ID3	TRIM25	0.1791
ID3	TRPT1	0.1982
ID3	TSGA10	0.1738
IFI16	IL15RA	0.1779
IFI16	IRF7	0.1946
IFI16	KIF3A	0.1613
IFI16	MACROD1	0.1775
IFI16	MBD3	0.2222
IFI16	METTL25	0.1756
IFI16	NEAT1	0.1953
IFI16	PARP4	0.1626
IFI16	PEX11B	0.2049
IFI16	PGM1	0.1902
IFI16	PRF1	0.1794
IFI16	QKI	0.2013
IFI16	R3HDM2	0.1802
IFI16	STAT3	0.1617
IFI16	USP22	0.1979
IFI16	ZNF384	0.1736
IRF3	APPL2	0.1663
IRF3	C9orf89	0.1686
IRF3	CARS	0.1743
IRF3	ERGIC1	0.1677
IRF3	GLT8D1	0.1848
IRF3	MLXIP	0.1598
IRF3	MSL3	0.1856
IRF3	NOTCH1	0.1673
IRF3	WDR70	0.1763
IRF3	WSB1	0.1652
IRF7	BTN2A2	0.1827
IRF7	CALHM2	0.2038
IRF7	CITED2	0.1909
IRF7	CXorf56	0.1648
IRF7	FOS	0.1643
IRF7	GIGYF2	0.1834
IRF7	HTT	0.1891
IRF7	IFI16	0.1946
IRF7	LCORL	0.1835
IRF7	NEAT1	0.2001
IRF7	NGFRAP1	0.1741
IRF7	P2RX5	0.1759
IRF7	PTRH1	0.1753
IRF7	SLC31A2	0.1637
IRF7	STAT3	0.1953
IRF7	TBXAS1	0.1917
IRF7	ZNF708	0.2045
JUN	AP001816.1	0.1660
JUN	ATF1	0.1654
JUN	CCR7	0.1973
JUN	CD7	0.2068
JUN	DUSP1	0.1878
JUN	FOS	0.1872
JUN	HIST1H1C	0.1880
JUN	KLHL12	0.2008
JUN	LDHB	0.1823
JUN	MORF4L2	0.1623
JUN	MYO9A	0.1990
JUN	NR4A2	0.1726
JUN	PSMB4	0.1695
JUN	SYNE2	0.1994
JUN	TFB1M	0.1875
JUN	TLN1	0.1673
JUND	C9orf114	0.2011
JUND	CHI3L2	0.1860
JUND	DAXX	0.1709
JUND	FCGRT	0.2000
JUND	FOSB	0.1731
JUND	HERC5	0.1952
JUND	IFI27L1	0.1576
JUND	IFITM2	0.1828
JUND	LARP4	0.1729
JUND	PML	0.1871
JUND	SPAG9	0.1837
JUND	TMEM8A	0.1792
JUND	UBE2E2	0.1896
MAFG	BCS1L	0.1862
MAFG	CD9	0.1686
MAFG	DGCR6	0.1764
MAFG	FHL3	0.2112
MAFG	IFI44L	0.1606
MAFG	KRIT1	0.1865
MAFG	LRIF1	0.1768
MAFG	MECP2	0.1847
MAFG	N6AMT2	0.1629
MAFG	NADSYN1	0.1891
MAFG	PRKAG1	0.1840
MAFG	RAB10	0.1625
MAFG	ROCK1	0.1801
MAFG	SH3BP5	0.1840
MAFG	THAP8	0.1761
MAFG	TUG1	0.1531
MAFG	VPS33B	0.1684
MAFG	YPEL1	0.1826
MAFG	ZNF317	0.1770
MAFG	ZNF691	0.1729
MAX	ANKIB1	0.1749
MAX	ARID5B	0.1720
MAX	CTSF	0.2001
MAX	CXorf38	0.1974
MAX	DIAPH1	0.1908
MAX	EXOC1	0.1997
MAX	FAM26F	0.1653
MAX	GCSAM	0.1870
MAX	HIST1H2AC	0.1754
MAX	LDHB	0.1710
MAX	LDLRAD4	0.2017
MAX	NDRG1	0.1792
MAX	PSMB4	0.1908
MAX	PTPN7	0.1864
MAX	RHOC	0.1680
MAX	SBNO1	0.1956
MAX	SMKR1	0.1841
MAX	UBE2E2	0.1735
MAX	USP28	0.1739
MAX	ZNF92	0.1676
MAX	ZSCAN21	0.1695
MECP2	GRHPR	0.1904
MECP2	HTT	0.2095
MECP2	MAFG	0.1847
MECP2	MTG2	0.1640
MECP2	MTMR9	0.2005
MECP2	MYSM1	0.1808
MECP2	PIK3C3	0.1838
MECP2	TSPO	0.1783
MECP2	USP28	0.1748
MECP2	ZMIZ2	0.2010
MLXIP	ARHGAP18	0.1971
MLXIP	B3GALT4	0.1967
MLXIP	BLVRB	0.1817
MLXIP	CCAR2	0.1661
MLXIP	CD300A	0.1669
MLXIP	CSNK1G2	0.1886
MLXIP	DICER1	0.1816
MLXIP	GRIPAP1	0.1687
MLXIP	IGJ	0.2087
MLXIP	IRF3	0.1598
MLXIP	ITPR1	0.1598
MLXIP	LINC00909	0.1589
MLXIP	NIPBL	0.1949
MLXIP	NRM	0.1728
MLXIP	PATL1	0.1641
MLXIP	PLEK	0.1582
MLXIP	RIC3	0.1715
MLXIP	RNASEK	0.1736
MLXIP	SPON2	0.1847
MLXIP	STARD3	0.1919
MLXIP	WSB1	0.1823
MLXIP	ZSCAN21	0.1902
MSL3	AP5B1	0.2063
MSL3	COG3	0.1768
MSL3	CRTAM	0.1897
MSL3	EGR1	0.1830
MSL3	GIMAP7	0.1590
MSL3	GSTP1	0.1602
MSL3	HVCN1	0.1610
MSL3	IDH1	0.1748
MSL3	IRF3	0.1856
MSL3	NARFL	0.1828
MSL3	NRL	0.1864
MSL3	NT5C3B	0.1693
MSL3	PITPNM1	0.1804
MSL3	PLA2G16	0.2121
MSL3	PMAIP1	0.1938
MSL3	PRKRIP1	0.1548
MSL3	QTRTD1	0.1988
MSL3	RIC3	0.1617
MSL3	USP22	0.1751
MSL3	ZNF181	0.1663
MSL3	ZNF567	0.1994
MXD4	ABHD11	0.1631
MXD4	AHNAK	0.1938
MXD4	ARHGAP18	0.1825
MXD4	CHEK2	0.1746
MXD4	DCAF5	0.1772
MXD4	DIS3L2	0.1944
MXD4	FUT11	0.1863
MXD4	GZMA	0.1942
MXD4	IRF2BPL	0.1848
MXD4	LST1	0.1679
MXD4	NAGA	0.1792
MXD4	PAM	0.1563
MXD4	PISD	0.1730
MXD4	PRKAG1	0.1688
MXD4	RCC2	0.1682
MXD4	RFC1	0.1746
MXD4	RGS2	0.1716
MXD4	SERPINF1	0.1562
MXD4	SHMT1	0.1841
MXD4	SPAG16	0.1903
MXD4	TCF12	0.1924
MXD4	TMEM208	0.1894
MYBL1	C22orf39	0.1630
MYBL1	CDKN2D	0.1831
MYBL1	CST3	0.1791
MYBL1	DNAJC21	0.1717
MYBL1	EGR1	0.1786
MYBL1	FAM134C	0.1943
MYBL1	GZMA	0.1945
MYBL1	HVCN1	0.1798
MYBL1	ITPR3	0.1783
MYBL1	MKRN1	0.1691
MYBL1	MTPN	0.1816
MYBL1	NDUFAF7	0.1679
MYBL1	SLC35G1	0.1610
MYBL1	STARD3	0.1979
MYBL1	TBC1D7	0.1650
MYBL1	TCHP	0.1845
MYBL1	TSGA10	0.1735
MYBL1	ZMIZ2	0.1649
NFYB	AKAP10	0.1739
NFYB	AP5B1	0.1879
NFYB	ATAD1	0.1492
NFYB	ATRIP	0.1872
NFYB	BOD1	0.1895
NFYB	BTN2A2	0.1554
NFYB	C1orf109	0.1832
NFYB	C2orf49	0.1983
NFYB	FBXO2	0.2002
NFYB	FCER1G	0.1893
NFYB	FOSB	0.1643
NFYB	IFITM3	0.1787
NFYB	N6AMT2	0.1727
NFYB	NCOA4	0.1779
NFYB	NGFRAP1	0.1832
NFYB	RPP14	0.1784
NFYB	SYTL3	0.1809
NFYB	USP22	0.1907
NOTCH1	AAMDC	0.2025
NOTCH1	CYHR1	0.1768
NOTCH1	EPB41	0.1972
NOTCH1	EPG5	0.1701
NOTCH1	ESF1	0.1724
NOTCH1	FEM1B	0.1707
NOTCH1	FHOD1	0.1904
NOTCH1	GSK3B	0.1608
NOTCH1	GSTO1	0.1858
NOTCH1	GZMA	0.1887
NOTCH1	IRF3	0.1673
NOTCH1	KPNA4	0.1823
NOTCH1	NSUN4	0.1663
NOTCH1	POP7	0.1736
NOTCH1	PTPN18	0.1745
NOTCH1	PYCARD	0.1848
NOTCH1	RENBP	0.2261
NOTCH1	SAMD4B	0.1934
NOTCH1	SERPINB6	0.1722
NOTCH1	TANGO6	0.1896
NOTCH1	UNK	0.1719
NOTCH1	VAV3	0.2283
NR4A1	ARHGAP18	0.1826
NR4A1	CD7	0.1826
NR4A1	ELL	0.1768
NR4A1	GCSAM	0.1937
NR4A1	GSTT1	0.1600
NR4A1	IPO9	0.1837
NR4A1	ITPR1	0.1718
NR4A1	KIF2A	0.1650
NR4A1	LRRC40	0.1594
NR4A1	MEGF9	0.1566
NR4A1	NT5C3B	0.1836
NR4A1	PAM	0.1822
NR4A1	PHF21A	0.1531
NR4A1	S100A11	0.1708
NR4A1	TESC	0.1907
NR4A1	ZNF550	0.1687
NR4A2	AP3M1	0.1930
NR4A2	ATAD1	0.1695
NR4A2	CDKN2D	0.2034
NR4A2	CEP57	0.1826
NR4A2	CYHR1	0.1876
NR4A2	ITPR1	0.1675
NR4A2	JUN	0.1726
NR4A2	MED28	0.1673
NR4A2	OSBPL9	0.1757
NR4A2	PEMT	0.1736
NR4A2	PPP2R5D	0.1915
NR4A2	PRR3	0.1852
NR4A2	RANBP9	0.1833
NR4A2	SNX2	0.2158
NR4A2	TFDP2	0.1866
NR4A2	TNFSF10	0.1711
NR4A2	UNK	0.1959
NRL	CHST14	0.2315
NRL	COQ7	0.1806
NRL	EAF2	0.1679
NRL	HOPX	0.1651
NRL	KLHL24	0.1864
NRL	LCORL	0.1590
NRL	MRPL27	0.1529
NRL	MSL3	0.1864
NRL	PAM	0.1724
NRL	PDE9A	0.1935
NRL	PHF6	0.1870
NRL	QTRTD1	0.2039
NRL	RBM28	0.1834
NRL	RELL2	0.1947
NRL	SLC20A2	0.1763
NRL	STAG2	0.1788
NRL	TCF12	0.1703
NRL	TESC	0.1652
NRL	THAP2	0.1903
NRL	TNFRSF1A	0.1782
NRL	VAV3	0.1712
PHF5A	DGCR6	0.1887
PHF5A	DICER1	0.1868
PHF5A	FOS	0.1784
PHF5A	KIAA0922	0.1827
PHF5A	LST1	0.1655
PHF5A	PLAC8	0.1952
PHF5A	PTRH1	0.1458
PHF5A	SCO2	0.1718
PHF5A	SFXN3	0.1543
PHF5A	SMIM12	0.2116
PHF5A	TIMM10B	0.1610
PHF5A	WDR92	0.1662
PML	AIF1	0.1589
PML	AL592183.1	0.1846
PML	GALM	0.1725
PML	GGA1	0.1714
PML	GPX1	0.1873
PML	ILK	0.1627
PML	IPO5	0.1791
PML	JUND	0.1871
PML	LEPRE1	0.2083
PML	LIMS2	0.1808
PML	NCALD	0.1666
PML	NUP214	0.1655
PML	PIGP	0.1719
PML	PPFIBP2	0.1918
PML	RIC3	0.1546
PML	SYTL3	0.1793
PML	VILL	0.1795
PML	ZCCHC9	0.1696
PML	ZNF33B	0.1607
PML	ZRANB1	0.1618
RCHY1	ATAD5	0.1687
RCHY1	CTNNB1	0.2165
RCHY1	DDX42	0.1812
RCHY1	GZMA	0.1712
RCHY1	H1FX	0.1710
RCHY1	KBTBD4	0.1865
RCHY1	NGFRAP1	0.1774
RCHY1	PDE9A	0.1882
RCHY1	PLA2G16	0.1731
RCHY1	PLEK	0.1675
RCHY1	TPM4	0.1621
RCHY1	TRIM25	0.1710
RCHY1	ZNF691	0.1892
SNAI3	ATP11B	0.1689
SNAI3	ATXN7L1	0.2013
SNAI3	CCDC86	0.1883
SNAI3	FAM84B	0.1770
SNAI3	GNPDA2	0.2468
SNAI3	GSTP1	0.1781
SNAI3	MED12	0.2018
SNAI3	PRF1	0.1950
SNAI3	PSMD10	0.1570
SNAI3	SLC10A3	0.1608
SNAI3	TCF12	0.1705
SNAI3	TESC	0.1785
SNAI3	TRIM26	0.1580
SOX4	ABCB7	0.1814
SOX4	ARSG	0.1949
SOX4	CD300A	0.2110
SOX4	COL6A2	0.1688
SOX4	CRIP2	0.1751
SOX4	DVL2	0.1629
SOX4	GFPT1	0.1828
SOX4	ID3	0.1731
SOX4	INTS9	0.1683
SOX4	ITPR1	0.1722
SOX4	KIF3A	0.2003
SOX4	KPNA5	0.1773
SOX4	LAS1L	0.2071
SOX4	MBIP	0.1685
SOX4	NEAT1	0.1732
SOX4	PGBD2	0.1755
SOX4	PILRB	0.2037
SOX4	PRPF4	0.1850
SOX4	PRR3	0.1985
SOX4	SAMD4B	0.1747
SOX4	SSSCA1	0.1919
SOX4	TAZ	0.1667
SOX4	TRMT10C	0.1692
SOX4	USP42	0.1918
SP3	APPL2	0.1794
SP3	CHST2	0.1749
SP3	ELF4	0.1770
SP3	GBP1	0.1770
SP3	HIST1H2BK	0.1875
SP3	LYZ	0.1566
SP3	MED19	0.1571
SP3	MOV10	0.1695
SP3	NEMF	0.1867
SP3	PLAC8	0.1882
SP3	PPP1R16A	0.1996
SP3	PTCD3	0.1835
SP3	RAB33A	0.1872
SP3	RTP4	0.2004
SP3	SNX2	0.1724
SP3	ZNF480	0.1792
STAT3	ARSG	0.1987
STAT3	C17orf70	0.1649
STAT3	CHD6	0.1794
STAT3	DIAPH1	0.2013
STAT3	DOHH	0.2066
STAT3	GALNS	0.1689
STAT3	GFPT1	0.1681
STAT3	HDAC6	0.1616
STAT3	IFI16	0.1617
STAT3	IRF7	0.1953
STAT3	KLRD1	0.1958
STAT3	LYZ	0.1911
STAT3	NCR3	0.1921
STAT3	PTPN18	0.1852
STAT3	SLA	0.1636
STAT3	THOP1	0.1634
STAT3	TUG1	0.1741
TCF12	ALDOC	0.1667
TCF12	ATRIP	0.1934
TCF12	GADD45A	0.2006
TCF12	INPP1	0.1765
TCF12	MARCH7	0.1753
TCF12	MTO1	0.2016
TCF12	MXD4	0.1924
TCF12	NRL	0.1703
TCF12	PADI4	0.1722
TCF12	PLEKHF1	0.2064
TCF12	PPP6R2	0.1835
TCF12	PRKAR2A	0.2014
TCF12	S100B	0.1861
TCF12	SNAI3	0.1705
TCF12	ZNF230	0.1750
TCF20	AKAP8	0.1917
TCF20	AKNA	0.1692
TCF20	AMN1	0.1710
