source	target	source.symbol	target.symbol	MI	pearson	spearman	slope	p-value
ADNP	ALG12	ADNP	ALG12	0.0451	-0.0132	-0.0132	-0.0156	0.5583
ADNP	ANKRD13C	ADNP	ANKRD13C	0.0461	-0.0087	-0.0087	-0.0067	0.7013
ADNP	ARHGAP26	ADNP	ARHGAP26	0.0413	-0.0063	-0.0064	-0.0035	0.7789
ADNP	ATM	ADNP	ATM	0.0440	0.0112	0.0138	0.0250	0.6207
ADNP	BAZ2B	ADNP	BAZ2B	0.0422	-0.0115	-0.0116	-0.0117	0.6094
ADNP	C12orf44	ADNP	C12orf44	0.0463	0.0148	0.0159	0.0321	0.5110
ADNP	C14orf119	ADNP	C14orf119	0.0454	0.0396	0.0440	0.0798	0.0788
ADNP	C2orf76	ADNP	C2orf76	0.0492	0.0510	0.0562	0.0357	0.0237
ADNP	C4orf29	ADNP	C4orf29	0.0498	-0.0105	-0.0105	-0.0098	0.6423
ADNP	CBLB	ADNP	CBLB	0.0409	-0.0123	-0.0123	-0.0136	0.5865
ADNP	CC2D1A	ADNP	CC2D1A	0.0407	0.0670	0.0672	0.0763	0.0029
ADNP	CCDC163P	ADNP	CCDC163P	0.0464	-0.0068	-0.0068	-0.0041	0.7637
ADNP	CCDC69	ADNP	CCDC69	0.0526	-0.0002	-0.0004	-0.0005	0.9919
ADNP	CD164	ADNP	CD164	0.0561	-0.0206	-0.0190	-0.0569	0.3606
ADNP	CD2	ADNP	CD2	0.0511	0.0167	0.0121	0.0783	0.4603
ADNP	CDH23	ADNP	CDH23	0.0433	-0.0054	-0.0054	-0.0026	0.8122
ADNP	CDKN2D	ADNP	CDKN2D	0.0412	-0.0042	-0.0033	-0.0138	0.8515
ADNP	CENPC	ADNP	CENPC	0.0559	0.0329	0.0280	0.0375	0.1443
ADNP	CEP44	ADNP	CEP44	0.0396	-0.0076	-0.0076	-0.0050	0.7367
ADNP	CEP57	ADNP	CEP57	0.0516	-0.0240	-0.0241	-0.0487	0.2872
ADNP	CNR2	ADNP	CNR2	0.0398	-0.0024	-0.0024	-0.0005	0.9155
ADNP	CRYL1	ADNP	CRYL1	0.0542	0.0034	0.0048	0.0060	0.8807
ADNP	CTA-292E10.6	ADNP	CTA-292E10.6	0.0400	-0.0149	-0.0149	-0.0196	0.5094
ADNP	CTD-2260A17.2	ADNP	CTD-2260A17.2	0.0447	-0.0080	-0.0080	-0.0056	0.7244
ADNP	CWF19L2	ADNP	CWF19L2	0.0435	-0.0159	-0.0159	-0.0216	0.4822
ADNP	CYFIP2	ADNP	CYFIP2	0.0401	0.0638	0.0627	0.1607	0.0046
ADNP	DIABLO	ADNP	DIABLO	0.0420	-0.0102	-0.0102	-0.0093	0.6514
ADNP	DNAJA1	ADNP	DNAJA1	0.0446	-0.0158	-0.0164	-0.0439	0.4824
ADNP	DNAJC30	ADNP	DNAJC30	0.0536	-0.0175	-0.0175	-0.0265	0.4387
ADNP	EHD4	ADNP	EHD4	0.0525	0.0213	0.0190	0.0291	0.3440
ADNP	ETV3	ADNP	ETV3	0.0590	-0.0072	-0.0072	-0.0047	0.7498
ADNP	FAM104B	ADNP	FAM104B	0.0424	-0.0141	-0.0141	-0.0173	0.5330
ADNP	FAM73B	ADNP	FAM73B	0.0473	-0.0132	-0.0132	-0.0153	0.5584
ADNP	FRMD8	ADNP	FRMD8	0.0376	0.0052	0.0102	0.0082	0.8183
ADNP	GNL1	ADNP	GNL1	0.0447	0.0512	0.0559	0.0908	0.0231
ADNP	HECTD1	ADNP	HECTD1	0.0512	0.0171	0.0164	0.0375	0.4498
ADNP	HIST1H2BN	ADNP	HIST1H2BN	0.0487	-0.0132	-0.0132	-0.0153	0.5585
ADNP	HMCES	ADNP	HMCES	0.0429	-0.0173	-0.0173	-0.0263	0.4432
ADNP	HRSP12	ADNP	HRSP12	0.0461	-0.0136	-0.0137	-0.0163	0.5454
ADNP	IDH3G	ADNP	IDH3G	0.0538	0.0217	0.0217	0.0665	0.3372
ADNP	IFIT5	ADNP	IFIT5	0.0466	-0.0105	-0.0105	-0.0097	0.6425
ADNP	INO80E	ADNP	INO80E	0.0451	-0.0075	-0.0094	-0.0182	0.7409
ADNP	INTS5	ADNP	INTS5	0.0479	-0.0145	-0.0145	-0.0183	0.5209
ADNP	IQCB1	ADNP	IQCB1	0.0417	-0.0108	-0.0108	-0.0100	0.6336
ADNP	ISCA1	ADNP	ISCA1	0.0515	-0.0238	-0.0238	-0.0479	0.2923
ADNP	ISCA2	ADNP	ISCA2	0.0448	-0.0248	-0.0249	-0.0521	0.2718
ADNP	KLHDC3	ADNP	KLHDC3	0.0551	-0.0253	-0.0254	-0.0539	0.2620
ADNP	LRPPRC	ADNP	LRPPRC	0.0392	0.0328	0.0369	0.0322	0.1463
ADNP	LRRFIP2	ADNP	LRRFIP2	0.0475	-0.0175	-0.0175	-0.0264	0.4385
ADNP	MAPK7	ADNP	MAPK7	0.0447	0.0400	0.0500	0.0305	0.0762
ADNP	MCM6	ADNP	MCM6	0.0362	-0.0090	-0.0090	-0.0072	0.6905
ADNP	METTL2B	ADNP	METTL2B	0.0474	0.0624	0.0727	0.0652	0.0056
ADNP	METTL3	ADNP	METTL3	0.0446	0.0168	0.0184	0.0224	0.4553
ADNP	MORC2	ADNP	MORC2	0.0471	0.0623	0.0595	0.0766	0.0057
ADNP	MRI1	ADNP	MRI1	0.0467	-0.0134	-0.0135	-0.0160	0.5520
ADNP	MRPL40	ADNP	MRPL40	0.0405	0.0014	0.0036	0.0037	0.9488
ADNP	MRPS26	ADNP	MRPS26	0.0467	0.0240	0.0262	0.0752	0.2865
ADNP	NAAA	ADNP	NAAA	0.0393	-0.0167	-0.0172	-0.0470	0.4599
ADNP	NEIL1	ADNP	NEIL1	0.0519	-0.0083	-0.0083	-0.0061	0.7126
ADNP	NEK6	ADNP	NEK6	0.0419	-0.0090	-0.0090	-0.0072	0.6907
ADNP	PABPC4	ADNP	PABPC4	0.0603	0.0318	0.0354	0.0699	0.1581
ADNP	PAIP2	ADNP	PAIP2	0.0423	-0.0038	-0.0035	-0.0145	0.8646
ADNP	PARVB	ADNP	PARVB	0.0581	-0.0193	-0.0193	-0.0322	0.3928
ADNP	PCID2	ADNP	PCID2	0.0410	-0.0276	-0.0277	-0.0638	0.2206
ADNP	PFDN6	ADNP	PFDN6	0.0485	-0.0291	-0.0292	-0.0708	0.1966
ADNP	PHF12	ADNP	PHF12	0.0450	-0.0136	-0.0137	-0.0165	0.5456
ADNP	PIDD	ADNP	PIDD	0.0531	-0.0107	-0.0108	-0.0103	0.6339
ADNP	PIGU	ADNP	PIGU	0.0441	-0.0128	-0.0128	-0.0142	0.5718
ADNP	PIK3R1	ADNP	PIK3R1	0.0471	-0.0153	-0.0153	-0.0207	0.4982
ADNP	PINK1	ADNP	PINK1	0.0417	-0.0105	-0.0105	-0.0096	0.6422
ADNP	PROSER1	ADNP	PROSER1	0.0496	0.0431	0.0381	0.0404	0.0561
ADNP	PXN	ADNP	PXN	0.0418	-0.0231	-0.0231	-0.0452	0.3064
ADNP	QSOX2	ADNP	QSOX2	0.0513	-0.0072	-0.0072	-0.0046	0.7498
ADNP	RABGAP1	ADNP	RABGAP1	0.0473	-0.0054	-0.0054	-0.0026	0.8125
ADNP	RDH11	ADNP	RDH11	0.0457	0.0527	0.0550	0.0945	0.0195
ADNP	RHOBTB3	ADNP	RHOBTB3	0.0449	-0.0024	-0.0024	-0.0005	0.9155
ADNP	RIC8B	ADNP	RIC8B	0.0453	-0.0099	-0.0099	-0.0087	0.6605
ADNP	RP11-119F19.2	ADNP	RP11-119F19.2	0.0432	-0.0099	-0.0099	-0.0086	0.6606
ADNP	RP11-353N4.4	ADNP	RP11-353N4.4	0.0449	-0.0099	-0.0099	-0.0084	0.6608
ADNP	RP11-386I14.4	ADNP	RP11-386I14.4	0.0507	-0.0147	-0.0147	-0.0189	0.5151
ADNP	RP11-66N24.4	ADNP	RP11-66N24.4	0.0457	-0.0107	-0.0108	-0.0102	0.6339
ADNP	RP11-796G6.2	ADNP	RP11-796G6.2	0.0477	-0.0090	-0.0090	-0.0072	0.6906
ADNP	RPS6KB1	ADNP	RPS6KB1	0.0492	-0.0093	-0.0093	-0.0079	0.6803
ADNP	SFPQ	ADNP	SFPQ	0.0423	0.0146	0.0167	0.0402	0.5187
ADNP	SGTA	ADNP	SGTA	0.0407	-0.0170	-0.0170	-0.0252	0.4523
ADNP	SLC16A3	ADNP	SLC16A3	0.0509	-0.0143	-0.0143	-0.0179	0.5269
ADNP	SNORD3B-2	ADNP	SNORD3B-2	0.0441	-0.0223	-0.0223	-0.0426	0.3238
ADNP	SPEN	ADNP	SPEN	0.0406	-0.0093	-0.0093	-0.0077	0.6804
ADNP	SUPT7L	ADNP	SUPT7L	0.0475	-0.0118	-0.0118	-0.0121	0.6012
ADNP	TATDN1	ADNP	TATDN1	0.0443	0.0534	0.0550	0.0691	0.0178
ADNP	TIMM9	ADNP	TIMM9	0.0460	0.0372	0.0396	0.0943	0.0988
ADNP	TMEM141	ADNP	TMEM141	0.0524	0.0002	0.0006	0.0007	0.9913
ADNP	TUBGCP6	ADNP	TUBGCP6	0.0475	-0.0099	-0.0099	-0.0085	0.6606
ADNP	ULK1	ADNP	ULK1	0.0494	-0.0072	-0.0072	-0.0045	0.7498
ADNP	VNN2	ADNP	VNN2	0.0445	-0.0076	-0.0076	-0.0051	0.7370
ADNP	WDR20	ADNP	WDR20	0.0461	0.0258	0.0242	0.0310	0.2536
ADNP	ZNF431	ADNP	ZNF431	0.0452	-0.0099	-0.0099	-0.0087	0.6607
ADNP	ZNF480	ADNP	ZNF480	0.0476	0.0016	0.0031	0.0028	0.9449
ADNP	ZNF574	ADNP	ZNF574	0.0451	-0.0115	-0.0116	-0.0115	0.6092
AEBP2	AAK1	AEBP2	AAK1	0.0468	0.0182	0.0173	0.0918	0.4202
AEBP2	AFG3L2	AEBP2	AFG3L2	0.0508	-0.0081	-0.0081	-0.0209	0.7211
AEBP2	AP003774.1	AEBP2	AP003774.1	0.0412	-0.0066	-0.0066	-0.0144	0.7688
AEBP2	ARV1	AEBP2	ARV1	0.0442	-0.0082	-0.0083	-0.0219	0.7148
AEBP2	ATP10D	AEBP2	ATP10D	0.0489	-0.0018	-0.0018	-0.0010	0.9377
AEBP2	BET1	AEBP2	BET1	0.0519	-0.0099	-0.0099	-0.0314	0.6617
AEBP2	C12orf44	AEBP2	C12orf44	0.0470	-0.0133	-0.0133	-0.0556	0.5556
AEBP2	C1orf174	AEBP2	C1orf174	0.0470	-0.0066	-0.0066	-0.0144	0.7689
AEBP2	CACTIN	AEBP2	CACTIN	0.0404	-0.0052	-0.0052	-0.0089	0.8193
AEBP2	CD164	AEBP2	CD164	0.0463	0.0097	0.0117	0.0516	0.6680
AEBP2	CD52	AEBP2	CD52	0.0429	-0.0302	0.0138	-0.1338	0.1808
AEBP2	CDK10	AEBP2	CDK10	0.0469	-0.0099	-0.0099	-0.0309	0.6618
AEBP2	CHCHD6	AEBP2	CHCHD6	0.0418	-0.0069	-0.0069	-0.0152	0.7607
AEBP2	CISH	AEBP2	CISH	0.0449	-0.0154	-0.0154	-0.0734	0.4955
AEBP2	CTSB	AEBP2	CTSB	0.0549	-0.0166	-0.0166	-0.0845	0.4625
AEBP2	CWF19L1	AEBP2	CWF19L1	0.0360	-0.0061	-0.0061	-0.0127	0.7858
AEBP2	DAP	AEBP2	DAP	0.0483	-0.0108	-0.0109	-0.0375	0.6311
AEBP2	DEDD2	AEBP2	DEDD2	0.0414	0.0122	0.0118	0.0692	0.5872
AEBP2	DHRSX	AEBP2	DHRSX	0.0429	0.1543	0.1492	0.3352	0.0000
AEBP2	DHX37	AEBP2	DHX37	0.0442	0.1792	0.1989	0.2929	0.0000
AEBP2	DROSHA	AEBP2	DROSHA	0.0416	-0.0057	-0.0057	-0.0109	0.7996
AEBP2	DTX3L	AEBP2	DTX3L	0.0430	0.1498	0.1475	0.3276	0.0000
AEBP2	ENDOD1	AEBP2	ENDOD1	0.0462	-0.0057	-0.0057	-0.0107	0.7995
AEBP2	FAM175A	AEBP2	FAM175A	0.0463	-0.0094	-0.0094	-0.0284	0.6783
AEBP2	FAM200B	AEBP2	FAM200B	0.0417	0.0167	0.0194	0.0772	0.4594
AEBP2	FXYD1	AEBP2	FXYD1	0.0395	0.0374	0.0438	0.1165	0.0972
AEBP2	GALK2	AEBP2	GALK2	0.0529	-0.0063	-0.0063	-0.0126	0.7814
AEBP2	GINM1	AEBP2	GINM1	0.0572	-0.0091	-0.0091	-0.0266	0.6871
AEBP2	HRH2	AEBP2	HRH2	0.0440	-0.0054	-0.0055	-0.0098	0.8091
AEBP2	ITPR3	AEBP2	ITPR3	0.0438	-0.0069	-0.0069	-0.0155	0.7608
AEBP2	KIAA1586	AEBP2	KIAA1586	0.0434	-0.0041	-0.0041	-0.0057	0.8546
AEBP2	LINC01137	AEBP2	LINC01137	0.0524	-0.0048	-0.0048	-0.0078	0.8303
AEBP2	LIX1L	AEBP2	LIX1L	0.0490	-0.0081	-0.0081	-0.0208	0.7211
AEBP2	LMF1	AEBP2	LMF1	0.0417	-0.0065	-0.0065	-0.0139	0.7730
AEBP2	LRRC42	AEBP2	LRRC42	0.0543	-0.0045	-0.0045	-0.0064	0.8421
AEBP2	MARCH7	AEBP2	MARCH7	0.0479	-0.0086	-0.0087	-0.0238	0.7021
AEBP2	MED26	AEBP2	MED26	0.0421	-0.0035	-0.0035	-0.0041	0.8758
AEBP2	MPST	AEBP2	MPST	0.0442	0.0481	0.0518	0.1326	0.0329
AEBP2	MTIF2	AEBP2	MTIF2	0.0483	-0.0055	-0.0055	-0.0097	0.8091
AEBP2	NDFIP1	AEBP2	NDFIP1	0.0434	-0.0290	-0.0288	-0.2214	0.1982
AEBP2	NONO	AEBP2	NONO	0.0408	-0.0156	-0.0156	-0.0758	0.4888
AEBP2	ODF2	AEBP2	ODF2	0.0469	-0.0076	-0.0077	-0.0192	0.7347
AEBP2	PINX1	AEBP2	PINX1	0.0502	0.0516	0.0563	0.1353	0.0221
AEBP2	PPOX	AEBP2	PPOX	0.0418	0.0625	0.0650	0.1463	0.0056
AEBP2	PPP1CA	AEBP2	PPP1CA	0.0532	-0.0084	-0.0119	-0.0770	0.7104
AEBP2	PPP1R21	AEBP2	PPP1R21	0.0461	-0.0071	-0.0071	-0.0166	0.7531
AEBP2	PRMT10	AEBP2	PRMT10	0.0403	-0.0152	-0.0152	-0.0716	0.5019
AEBP2	RAB11A	AEBP2	RAB11A	0.0489	-0.0179	-0.0179	-0.0964	0.4282
AEBP2	RCHY1	AEBP2	RCHY1	0.0457	-0.0089	-0.0089	-0.0253	0.6928
AEBP2	RCOR1	AEBP2	RCOR1	0.0383	-0.0035	-0.0035	-0.0041	0.8757
AEBP2	REV3L	AEBP2	REV3L	0.0484	-0.0033	-0.0033	-0.0036	0.8840
AEBP2	RFT1	AEBP2	RFT1	0.0473	-0.0056	-0.0056	-0.0102	0.8044
AEBP2	RING1	AEBP2	RING1	0.0520	-0.0113	-0.0113	-0.0406	0.6171
AEBP2	RNF139-AS1	AEBP2	RNF139-AS1	0.0339	-0.0045	-0.0045	-0.0067	0.8420
AEBP2	RP11-1094M14.11	AEBP2	RP11-1094M14.11	0.0424	0.0691	0.0751	0.2580	0.0022
AEBP2	RP11-403I13.8	AEBP2	RP11-403I13.8	0.0409	-0.0094	-0.0095	-0.0288	0.6756
AEBP2	RP5-886K2.3	AEBP2	RP5-886K2.3	0.0501	-0.0051	-0.0052	-0.0086	0.8195
AEBP2	SF3B1	AEBP2	SF3B1	0.0577	0.0132	0.0153	0.0655	0.5577
AEBP2	SKIL	AEBP2	SKIL	0.0392	-0.0028	-0.0028	-0.0025	0.9018
AEBP2	SLIRP	AEBP2	SLIRP	0.0479	-0.0151	-0.0151	-0.0706	0.5036
AEBP2	SMCO4	AEBP2	SMCO4	0.0350	0.0506	0.0572	0.1266	0.0249
AEBP2	SPTY2D1	AEBP2	SPTY2D1	0.0458	0.0695	0.0752	0.1421	0.0020
AEBP2	SREBF2	AEBP2	SREBF2	0.0419	0.0738	0.0791	0.1432	0.0011
AEBP2	SRPK1	AEBP2	SRPK1	0.0439	-0.0086	-0.0087	-0.0242	0.7020
AEBP2	STIM1	AEBP2	STIM1	0.0422	0.1105	0.1193	0.2899	0.0000
AEBP2	TFDP2	AEBP2	TFDP2	0.0522	-0.0053	-0.0053	-0.0092	0.8143
AEBP2	THAP4	AEBP2	THAP4	0.0488	0.0418	0.0397	0.1430	0.0635
AEBP2	THAP9-AS1	AEBP2	THAP9-AS1	0.0472	0.0571	0.0658	0.1303	0.0113
AEBP2	TMED3	AEBP2	TMED3	0.0455	-0.0162	-0.0162	-0.0802	0.4731
AEBP2	TMEM219	AEBP2	TMEM219	0.0556	0.0074	0.0072	0.0623	0.7415
AEBP2	TOM1	AEBP2	TOM1	0.0517	-0.0119	-0.0119	-0.0445	0.5989
AEBP2	TRAF6	AEBP2	TRAF6	0.0457	-0.0031	-0.0031	-0.0031	0.8923
