source	target	source.symbol	target.symbol	MI	pearson	spearman	slope	p-value
AAR2	NCBP2	AAR2	NCBP2	0.0547	0.0098	0.0070	0.0193	0.6638
AAR2	NCOA3	AAR2	NCOA3	0.0507	-0.0092	-0.0092	-0.0058	0.6851
AAR2	NHLRC4	AAR2	NHLRC4	0.0578	0.0564	0.0685	0.0257	0.0123
AAR2	PHF7	AAR2	PHF7	0.0608	-0.0099	-0.0100	-0.0068	0.6593
AAR2	PPM1F	AAR2	PPM1F	0.0603	0.0479	0.0475	0.0307	0.0335
AAR2	PRKAR2A	AAR2	PRKAR2A	0.0558	0.0112	0.0103	0.0141	0.6201
AAR2	PRPF40A	AAR2	PRPF40A	0.0541	-0.0179	-0.0175	-0.0389	0.4265
AAR2	RAD21	AAR2	RAD21	0.0587	0.0182	0.0223	0.0362	0.4186
AAR2	RBM45	AAR2	RBM45	0.0591	-0.0099	-0.0100	-0.0067	0.6594
AAR2	RHNO1	AAR2	RHNO1	0.0618	0.0008	-0.0017	0.0013	0.9727
AAR2	RITA1	AAR2	RITA1	0.0546	0.0159	0.0161	0.0176	0.4819
AAR2	RMDN1	AAR2	RMDN1	0.0555	-0.0120	-0.0121	-0.0099	0.5936
AAR2	RNF157	AAR2	RNF157	0.0539	0.0476	0.0459	0.0547	0.0346
AAR2	RP11-326I11.3	AAR2	RP11-326I11.3	0.0650	-0.0087	-0.0087	-0.0053	0.6994
AAR2	RP11-539L10.3	AAR2	RP11-539L10.3	0.0585	-0.0162	-0.0162	-0.0178	0.4735
AAR2	SCRIB	AAR2	SCRIB	0.0532	-0.0083	-0.0083	-0.0047	0.7140
AAR2	SETD1A	AAR2	SETD1A	0.0477	-0.0117	-0.0118	-0.0094	0.6033
AAR2	SIK1	AAR2	SIK1	0.0530	-0.0117	-0.0118	-0.0096	0.6032
AAR2	SLC7A6OS	AAR2	SLC7A6OS	0.0533	-0.0189	-0.0189	-0.0242	0.4028
AAR2	SLFN13	AAR2	SLFN13	0.0610	0.0472	0.0573	0.0247	0.0362
AAR2	SNX29	AAR2	SNX29	0.0533	-0.0138	-0.0139	-0.0133	0.5398
AAR2	STRA13	AAR2	STRA13	0.0600	0.0036	0.0030	0.0100	0.8738
AAR2	TADA2B	AAR2	TADA2B	0.0582	-0.0138	-0.0139	-0.0131	0.5396
AAR2	TCTN1	AAR2	TCTN1	0.0678	-0.0067	-0.0068	-0.0030	0.7650
AAR2	TMUB2	AAR2	TMUB2	0.0534	0.0071	0.0031	0.0106	0.7542
AAR2	TNKS	AAR2	TNKS	0.0517	0.0439	0.0446	0.0292	0.0515
AAR2	TOP3B	AAR2	TOP3B	0.0589	-0.0078	-0.0078	-0.0042	0.7297
AAR2	TOPORS	AAR2	TOPORS	0.0465	0.0772	0.0735	0.0910	0.0006
AAR2	TRIP11	AAR2	TRIP11	0.0566	0.0552	0.0639	0.0500	0.0143
AAR2	UBE2B	AAR2	UBE2B	0.0589	0.0260	0.0278	0.0663	0.2486
AAR2	UQCRC1	AAR2	UQCRC1	0.0567	0.0208	0.0228	0.0547	0.3569
AAR2	VAC14	AAR2	VAC14	0.0516	-0.0110	-0.0111	-0.0085	0.6245
AAR2	VPS33B	AAR2	VPS33B	0.0575	0.0715	0.0763	0.0572	0.0015
AARSD1	ACBD5	AARSD1	ACBD5	0.0590	-0.0073	-0.0073	-0.0026	0.7477
AARSD1	ADI1	AARSD1	ADI1	0.0640	-0.0534	-0.0534	-0.1259	0.0179
AARSD1	ADRBK1	AARSD1	ADRBK1	0.0575	-0.0230	-0.0232	-0.0408	0.3082
AARSD1	ANKH	AARSD1	ANKH	0.0530	-0.0071	-0.0071	-0.0090	0.7545
AARSD1	ARAF	AARSD1	ARAF	0.0543	-0.0290	-0.0291	-0.0402	0.1985
AARSD1	ARL14EP	AARSD1	ARL14EP	0.0569	0.0404	0.0384	0.0699	0.0735
AARSD1	ARRDC3	AARSD1	ARRDC3	0.0450	0.0448	0.0437	0.0378	0.0469
AARSD1	BACH1	AARSD1	BACH1	0.0597	-0.0046	-0.0046	-0.0010	0.8390
AARSD1	BAG6	AARSD1	BAG6	0.0524	0.0216	0.0240	0.0305	0.3393
AARSD1	BRF2	AARSD1	BRF2	0.0535	-0.0160	-0.0160	-0.0125	0.4789
AARSD1	CAMLG	AARSD1	CAMLG	0.0616	-0.0368	-0.0361	-0.0931	0.1030
AARSD1	CCNL1	AARSD1	CCNL1	0.0533	0.0156	0.0146	0.0400	0.4901
AARSD1	CHAF1A	AARSD1	CHAF1A	0.0604	-0.0103	-0.0103	-0.0052	0.6491
AARSD1	CHCHD5	AARSD1	CHCHD5	0.0722	0.0021	0.0025	0.0048	0.9270
AARSD1	CHD1	AARSD1	CHD1	0.0549	0.0048	0.0047	0.0048	0.8329
AARSD1	CHD3	AARSD1	CHD3	0.0533	0.0055	0.0067	0.0077	0.8059
AARSD1	CLTC	AARSD1	CLTC	0.0528	-0.0160	-0.0160	-0.0124	0.4792
AARSD1	CNN2	AARSD1	CNN2	0.0539	0.0172	0.0138	0.0552	0.4467
AARSD1	CNOT10	AARSD1	CNOT10	0.0519	-0.0134	-0.0135	-0.0087	0.5518
AARSD1	COL18A1	AARSD1	COL18A1	0.0687	-0.0056	-0.0056	-0.0016	0.8032
AARSD1	CSNK2A1	AARSD1	CSNK2A1	0.0599	0.0080	0.0088	0.0073	0.7231
AARSD1	CXCR5	AARSD1	CXCR5	0.0681	-0.0080	-0.0080	-0.0031	0.7244
AARSD1	CXXC1	AARSD1	CXXC1	0.0560	0.0131	0.0123	0.0171	0.5628
AARSD1	DDX54	AARSD1	DDX54	0.0550	0.0013	0.0025	0.0020	0.9529
AARSD1	DENND1A	AARSD1	DENND1A	0.0594	-0.0073	-0.0073	-0.0027	0.7476
AARSD1	DHRS12	AARSD1	DHRS12	0.0574	-0.0131	-0.0133	-0.0194	0.5614
AARSD1	DPP8	AARSD1	DPP8	0.0499	0.0109	0.0113	0.0096	0.6282
AARSD1	EBPL	AARSD1	EBPL	0.0532	-0.0176	-0.0174	-0.0345	0.4357
AARSD1	EIF4G3	AARSD1	EIF4G3	0.0507	0.0837	0.0858	0.0451	0.0002
AARSD1	ELP2	AARSD1	ELP2	0.0516	0.0077	0.0100	0.0068	0.7321
AARSD1	EMC8	AARSD1	EMC8	0.0525	0.0328	0.0378	0.0474	0.1461
AARSD1	EXOSC10	AARSD1	EXOSC10	0.0673	-0.0188	-0.0188	-0.0174	0.4052
AARSD1	FEM1B	AARSD1	FEM1B	0.0609	-0.0166	-0.0167	-0.0137	0.4610
AARSD1	GALNT2	AARSD1	GALNT2	0.0512	0.0217	0.0178	0.0172	0.3358
AARSD1	GTF2A1	AARSD1	GTF2A1	0.0529	0.0355	0.0333	0.0208	0.1154
AARSD1	HIST1H2AE	AARSD1	HIST1H2AE	0.0501	-0.0274	-0.0275	-0.0356	0.2245
AARSD1	HOOK2	AARSD1	HOOK2	0.0548	-0.0067	-0.0058	-0.0082	0.7671
AARSD1	IFNG	AARSD1	IFNG	0.0571	-0.0160	-0.0160	-0.0128	0.4791
AARSD1	IL18R1	AARSD1	IL18R1	0.0562	-0.0113	-0.0113	-0.0060	0.6177
AARSD1	IQCB1	AARSD1	IQCB1	0.0496	-0.0146	-0.0146	-0.0103	0.5184
AARSD1	LASP1	AARSD1	LASP1	0.0551	-0.0073	-0.0051	-0.0089	0.7466
AARSD1	LYPLAL1	AARSD1	LYPLAL1	0.0551	-0.0170	-0.0170	-0.0139	0.4523
AARSD1	LYZ	AARSD1	LYZ	0.0622	-0.0056	-0.0056	-0.0016	0.8032
AARSD1	MAGED1	AARSD1	MAGED1	0.0539	0.0073	0.0106	0.0063	0.7458
AARSD1	MAU2	AARSD1	MAU2	0.0507	0.0167	0.0205	0.0119	0.4602
AARSD1	MRS2	AARSD1	MRS2	0.0604	0.0162	0.0144	0.0134	0.4730
AARSD1	MTSS1	AARSD1	MTSS1	0.0517	-0.0126	-0.0126	-0.0079	0.5769
AARSD1	MVP	AARSD1	MVP	0.0634	-0.0026	-0.0022	-0.0056	0.9077
AARSD1	MYC	AARSD1	MYC	0.0639	-0.0011	0.0004	-0.0025	0.9596
AARSD1	NHLRC3	AARSD1	NHLRC3	0.0561	0.0212	0.0228	0.0236	0.3473
AARSD1	NME7	AARSD1	NME7	0.0578	-0.0113	-0.0113	-0.0061	0.6175
AARSD1	NUP188	AARSD1	NUP188	0.0599	-0.0113	-0.0113	-0.0062	0.6179
AARSD1	OSM	AARSD1	OSM	0.0475	0.0070	0.0076	0.0065	0.7579
AARSD1	PDCD6	AARSD1	PDCD6	0.0653	-0.0034	-0.0045	-0.0088	0.8819
AARSD1	PHC3	AARSD1	PHC3	0.0446	-0.0182	-0.0182	-0.0160	0.4200
AARSD1	PICALM	AARSD1	PICALM	0.0574	-0.0103	-0.0103	-0.0050	0.6488
AARSD1	PITPNB	AARSD1	PITPNB	0.0622	-0.0122	-0.0122	-0.0073	0.5899
AARSD1	PPCDC	AARSD1	PPCDC	0.0566	0.0055	0.0068	0.0052	0.8082
AARSD1	PPP1R3F	AARSD1	PPP1R3F	0.0450	0.0115	0.0127	0.0097	0.6114
AARSD1	PRRC2C	AARSD1	PRRC2C	0.0671	0.0571	0.0558	0.1266	0.0114
AARSD1	PTEN	AARSD1	PTEN	0.0611	0.0085	0.0085	0.0078	0.7069
AARSD1	PTMS	AARSD1	PTMS	0.0507	-0.0172	-0.0173	-0.0147	0.4448
AARSD1	PTPN12	AARSD1	PTPN12	0.0607	-0.0073	-0.0073	-0.0026	0.7477
AARSD1	PTPN22	AARSD1	PTPN22	0.0563	-0.0142	-0.0142	-0.0100	0.5293
AARSD1	RAB9A	AARSD1	RAB9A	0.0469	0.0312	0.0328	0.0396	0.1670
AARSD1	RP5-940J5.9	AARSD1	RP5-940J5.9	0.0558	-0.0113	-0.0113	-0.0060	0.6177
AARSD1	RPL22L1	AARSD1	RPL22L1	0.0631	-0.0354	-0.0357	-0.0857	0.1165
AARSD1	RUNX2	AARSD1	RUNX2	0.0518	0.0251	0.0210	0.0182	0.2665
AARSD1	SDCCAG8	AARSD1	SDCCAG8	0.0589	-0.0036	-0.0016	-0.0040	0.8737
AARSD1	SH3GLB2	AARSD1	SH3GLB2	0.0625	0.0065	0.0080	0.0060	0.7729
AARSD1	SLAMF6	AARSD1	SLAMF6	0.0605	-0.0230	-0.0230	-0.0256	0.3086
AARSD1	SLC25A33	AARSD1	SLC25A33	0.0631	0.0500	0.0471	0.0409	0.0265
AARSD1	SLC25A36	AARSD1	SLC25A36	0.0522	0.0111	0.0108	0.0100	0.6233
AARSD1	SLC38A6	AARSD1	SLC38A6	0.0562	-0.0117	-0.0118	-0.0068	0.6032
AARSD1	SLC7A6OS	AARSD1	SLC7A6OS	0.0573	0.0209	0.0245	0.0225	0.3545
AARSD1	SMIM8	AARSD1	SMIM8	0.0618	-0.0149	-0.0150	-0.0109	0.5080
AARSD1	STX11	AARSD1	STX11	0.0558	0.0242	0.0230	0.0173	0.2839
AARSD1	TAF1B	AARSD1	TAF1B	0.0478	-0.0103	-0.0103	-0.0052	0.6493
AARSD1	TFB2M	AARSD1	TFB2M	0.0619	-0.0176	-0.0176	-0.0153	0.4359
AARSD1	TJAP1	AARSD1	TJAP1	0.0627	-0.0146	-0.0146	-0.0104	0.5186
AARSD1	TMPO-AS1	AARSD1	TMPO-AS1	0.0516	0.0385	0.0400	0.0200	0.0879
AARSD1	TRMT12	AARSD1	TRMT12	0.0502	-0.0108	-0.0108	-0.0057	0.6330
AARSD1	TRNAU1AP	AARSD1	TRNAU1AP	0.0631	0.0123	0.0126	0.0159	0.5860
AARSD1	TSPAN13	AARSD1	TSPAN13	0.0526	-0.0046	-0.0046	-0.0010	0.8393
AARSD1	UBR2	AARSD1	UBR2	0.0521	-0.0210	-0.0210	-0.0211	0.3527
AARSD1	VPS35	AARSD1	VPS35	0.0534	0.0311	0.0299	0.0417	0.1673
AARSD1	WDR13	AARSD1	WDR13	0.0531	0.0173	0.0166	0.0212	0.4440
AARSD1	WDR83	AARSD1	WDR83	0.0544	0.0045	0.0077	0.0041	0.8433
AARSD1	YIF1B	AARSD1	YIF1B	0.0615	0.0052	0.0068	0.0072	0.8181
AARSD1	ZNF148	AARSD1	ZNF148	0.0470	0.0027	0.0057	0.0026	0.9046
AARSD1	ZNF264	AARSD1	ZNF264	0.0526	0.0288	0.0338	0.0276	0.2018
AARSD1	ZNF568	AARSD1	ZNF568	0.0581	-0.0146	-0.0146	-0.0101	0.5186
AARSD1	ZNF76	AARSD1	ZNF76	0.0622	-0.0176	-0.0176	-0.0150	0.4359
AARSD1	ZNF781	AARSD1	ZNF781	0.0670	-0.0126	-0.0126	-0.0079	0.5765
AASDH	ABCB8	AASDH	ABCB8	0.0459	-0.0141	-0.0141	-0.0175	0.5331
