source	target	source.symbol	target.symbol	MI	pearson	spearman	slope	p-value
AATF	FAM219B	AATF	FAM219B	0.0640	-0.0194	-0.0195	-0.0171	0.4068
AATF	FAM21C	AATF	FAM21C	0.0358	-0.0061	-0.0061	-0.0017	0.7941
AATF	FASTKD3	AATF	FASTKD3	0.0404	-0.0050	-0.0050	-0.0012	0.8313
AATF	FBXL17	AATF	FBXL17	0.0507	-0.0141	-0.0142	-0.0091	0.5462
AATF	FPR1	AATF	FPR1	0.0560	0.0143	0.0140	0.0350	0.5406
AATF	GPALPP1	AATF	GPALPP1	0.0544	-0.0099	-0.0100	-0.0042	0.6704
AATF	GZMM	AATF	GZMM	0.0535	0.0645	0.0625	0.0238	0.0057
AATF	HELZ2	AATF	HELZ2	0.0497	-0.0150	-0.0150	-0.0103	0.5218
AATF	HIST1H2BK	AATF	HIST1H2BK	0.0447	0.1240	0.1192	0.0943	0.0000
AATF	IARS	AATF	IARS	0.0492	-0.0050	-0.0050	-0.0011	0.8313
AATF	IFITM3	AATF	IFITM3	0.0500	0.0389	0.0407	0.1071	0.0953
AATF	IMPDH1	AATF	IMPDH1	0.0465	0.1002	0.1114	0.2008	0.0000
AATF	ITPRIP	AATF	ITPRIP	0.0486	0.0536	0.0566	0.0374	0.0217
AATF	IWS1	AATF	IWS1	0.0561	0.0137	0.0244	0.0088	0.5587
AATF	KDM5C	AATF	KDM5C	0.0507	-0.0194	-0.0195	-0.0170	0.4069
AATF	KLHL42	AATF	KLHL42	0.0569	-0.0070	-0.0071	-0.0021	0.7632
AATF	LAIR2	AATF	LAIR2	0.0458	-0.0035	-0.0035	-0.0005	0.8803
AATF	LRIF1	AATF	LRIF1	0.0441	-0.0105	-0.0106	-0.0050	0.6526
AATF	MED12	AATF	MED12	0.0404	0.0383	0.0451	0.0175	0.1004
AATF	MYO9B	AATF	MYO9B	0.0509	-0.0197	-0.0175	-0.0372	0.3985
AATF	NMNAT1	AATF	NMNAT1	0.0578	-0.0079	-0.0079	-0.0029	0.7361
AATF	NOA1	AATF	NOA1	0.0447	0.0648	0.0649	0.0413	0.0054
AATF	NUDT1	AATF	NUDT1	0.0418	0.0083	0.0108	0.0152	0.7232
AATF	OXNAD1	AATF	OXNAD1	0.0459	0.1656	0.1759	0.0471	0.0000
AATF	PES1	AATF	PES1	0.0534	-0.0018	-0.0036	-0.0022	0.9384
AATF	PIM1	AATF	PIM1	0.0500	-0.0002	0.0005	-0.0002	0.9928
AATF	PLEKHA2	AATF	PLEKHA2	0.0465	-0.0111	-0.0112	-0.0056	0.6346
AATF	POLR2E	AATF	POLR2E	0.0544	0.0257	0.0353	0.0557	0.2710
AATF	PPAN	AATF	PPAN	0.0602	0.0843	0.0929	0.0581	0.0003
AATF	PPP1R3F	AATF	PPP1R3F	0.0413	-0.0117	-0.0117	-0.0063	0.6167
AATF	PRMT2	AATF	PRMT2	0.0416	-0.0228	-0.0235	-0.0385	0.3277
AATF	PRPF38B	AATF	PRPF38B	0.0473	-0.0043	0.0018	-0.0062	0.8542
AATF	PSPC1	AATF	PSPC1	0.0512	-0.0136	-0.0137	-0.0085	0.5592
AATF	RABL6	AATF	RABL6	0.0467	0.0030	0.0079	0.0050	0.8966
AATF	RAD51B	AATF	RAD51B	0.0506	-0.0050	-0.0050	-0.0011	0.8313
AATF	RBM33	AATF	RBM33	0.0552	-0.0216	-0.0217	-0.0207	0.3557
AATF	RP11-421L21.3	AATF	RP11-421L21.3	0.0501	-0.0035	-0.0035	-0.0006	0.8803
AATF	RPL22	AATF	RPL22	0.0468	-0.0103	-0.0203	-0.0371	0.6604
AATF	RPS19	AATF	RPS19	0.0433	-0.0171	-0.0309	-0.0221	0.4631
AATF	SETD9	AATF	SETD9	0.0616	-0.0106	-0.0106	-0.0051	0.6510
AATF	SIPA1L3	AATF	SIPA1L3	0.0550	-0.0070	-0.0071	-0.0021	0.7642
AATF	SKA2	AATF	SKA2	0.0498	-0.0122	-0.0123	-0.0067	0.6014
AATF	SLC38A1	AATF	SLC38A1	0.0540	-0.0086	-0.0086	-0.0033	0.7123
AATF	SMC4	AATF	SMC4	0.0510	-0.0070	-0.0071	-0.0023	0.7641
AATF	SMN2	AATF	SMN2	0.0528	-0.0093	-0.0093	-0.0040	0.6902
AATF	SMPD2	AATF	SMPD2	0.0482	-0.0086	-0.0086	-0.0032	0.7126
AATF	SP4	AATF	SP4	0.0463	-0.0061	-0.0061	-0.0018	0.7941
AATF	SRSF10.1	AATF	SRSF10.1	0.0471	-0.0099	-0.0100	-0.0045	0.6700
AATF	THAP6	AATF	THAP6	0.0464	-0.0050	-0.0050	-0.0011	0.8315
AATF	TMEM159	AATF	TMEM159	0.0428	-0.0106	-0.0106	-0.0052	0.6508
AATF	TRIB3	AATF	TRIB3	0.0442	-0.0035	-0.0035	-0.0006	0.8803
AATF	TRIOBP	AATF	TRIOBP	0.0515	-0.0283	-0.0285	-0.0364	0.2246
AATF	TRMT61B	AATF	TRMT61B	0.0391	0.0470	0.0459	0.0213	0.0439
AATF	TRMU	AATF	TRMU	0.0364	0.0249	0.0239	0.0166	0.2858
AATF	UAP1L1	AATF	UAP1L1	0.0524	0.0075	0.0083	0.0068	0.7487
AATF	UBR5	AATF	UBR5	0.0456	-0.0200	-0.0201	-0.0187	0.3908
AATF	UNC45A	AATF	UNC45A	0.0499	0.0126	0.0114	0.0107	0.5894
AATF	USF2	AATF	USF2	0.0426	0.0103	0.0186	0.0146	0.6601
AATF	USP1	AATF	USP1	0.0460	0.0295	0.0288	0.0171	0.2065
AATF	USP20	AATF	USP20	0.0451	-0.0111	-0.0112	-0.0058	0.6338
AATF	WDR43	AATF	WDR43	0.0387	-0.0111	-0.0112	-0.0054	0.6338
AATF	WDR59	AATF	WDR59	0.0413	-0.0150	-0.0150	-0.0103	0.5213
AATF	YPEL5	AATF	YPEL5	0.0442	0.0357	0.0416	0.0558	0.1258
AATF	YWHAH	AATF	YWHAH	0.0514	0.0462	0.0515	0.0562	0.0479
AATF	ZNF586	AATF	ZNF586	0.0521	-0.0050	-0.0050	-0.0010	0.8316
AATF	ZNF75A	AATF	ZNF75A	0.0470	-0.0079	-0.0079	-0.0029	0.7361
ADNP	AC022182.3	ADNP	AC022182.3	0.0448	-0.0018	-0.0018	-0.0005	0.9382
ADNP	ACTL10	ADNP	ACTL10	0.0567	-0.0031	-0.0031	-0.0017	0.8932
ADNP	ARFRP1	ADNP	ARFRP1	0.0631	-0.0152	-0.0152	-0.0369	0.5162
ADNP	ATPAF1	ADNP	ATPAF1	0.0567	-0.0063	-0.0063	-0.0064	0.7880
ADNP	BCAP31	ADNP	BCAP31	0.0433	-0.0065	-0.0069	-0.0275	0.7813
ADNP	BRI3	ADNP	BRI3	0.0485	-0.0060	-0.0067	-0.0327	0.7982
ADNP	BRI3BP	ADNP	BRI3BP	0.0463	-0.0106	-0.0107	-0.0189	0.6490
ADNP	C11orf21	ADNP	C11orf21	0.0493	-0.0136	-0.0136	-0.0305	0.5605
ADNP	C11orf83	ADNP	C11orf83	0.0478	-0.0201	-0.0201	-0.0645	0.3900
ADNP	C1orf63	ADNP	C1orf63	0.0480	-0.0131	-0.0131	-0.0276	0.5756
ADNP	CD86	ADNP	CD86	0.0443	-0.0147	-0.0147	-0.0345	0.5292
ADNP	CDC25B	ADNP	CDC25B	0.0450	-0.0060	-0.0060	-0.0058	0.7973
ADNP	CEP57	ADNP	CEP57	0.0422	-0.0089	-0.0089	-0.0129	0.7037
ADNP	CITED4	ADNP	CITED4	0.0440	-0.0133	-0.0134	-0.0284	0.5681
ADNP	CLCN3	ADNP	CLCN3	0.0452	-0.0048	-0.0048	-0.0037	0.8380
ADNP	CLEC4E	ADNP	CLEC4E	0.0414	0.0351	0.0332	0.1227	0.1323
ADNP	CTBP2	ADNP	CTBP2	0.0530	0.0731	0.0717	0.0888	0.0017
ADNP	CTD-2037K23.2	ADNP	CTD-2037K23.2	0.0439	-0.0065	-0.0066	-0.0072	0.7799
ADNP	CTSH	ADNP	CTSH	0.0432	-0.0260	-0.0262	-0.1456	0.2661
ADNP	CYB561D1	ADNP	CYB561D1	0.0410	-0.0051	-0.0051	-0.0043	0.8263
ADNP	DCTN2	ADNP	DCTN2	0.0529	-0.0162	-0.0162	-0.0413	0.4888
ADNP	DDX23	ADNP	DDX23	0.0480	0.0668	0.0528	0.1006	0.0042
ADNP	DDX28	ADNP	DDX28	0.0435	-0.0070	-0.0070	-0.0079	0.7638
ADNP	DOK3	ADNP	DOK3	0.0479	-0.0147	-0.0147	-0.0350	0.5290
ADNP	DYNC1H1	ADNP	DYNC1H1	0.0443	-0.0133	-0.0134	-0.0290	0.5679
ADNP	EFCAB2	ADNP	EFCAB2	0.0507	0.0498	0.0475	0.1416	0.0327
ADNP	ETNK1	ADNP	ETNK1	0.0527	-0.0065	-0.0066	-0.0068	0.7801
ADNP	EZH1	ADNP	EZH1	0.0543	0.0341	0.0426	0.0583	0.1444
ADNP	FAM3A	ADNP	FAM3A	0.0508	-0.0092	-0.0093	-0.0144	0.6920
ADNP	FAM96A	ADNP	FAM96A	0.0517	0.0067	0.0103	0.0198	0.7752
ADNP	GOT1	ADNP	GOT1	0.0472	-0.0051	-0.0051	-0.0041	0.8266
ADNP	HDAC1	ADNP	HDAC1	0.0430	-0.0098	-0.0098	-0.0155	0.6749
ADNP	HDAC8	ADNP	HDAC8	0.0492	-0.0063	-0.0063	-0.0068	0.7880
ADNP	HIST1H4J	ADNP	HIST1H4J	0.0518	-0.0031	-0.0031	-0.0016	0.8934
ADNP	IER5	ADNP	IER5	0.0453	0.0026	0.0040	0.0087	0.9120
ADNP	IFT43	ADNP	IFT43	0.0451	-0.0085	-0.0085	-0.0120	0.7155
ADNP	ILF3-AS1	ADNP	ILF3-AS1	0.0461	0.0148	0.0140	0.0427	0.5255
ADNP	INO80	ADNP	INO80	0.0481	-0.0072	-0.0073	-0.0088	0.7563
ADNP	ITGB2-AS1	ADNP	ITGB2-AS1	0.0451	0.0237	0.0220	0.0590	0.3103
ADNP	KIAA0586	ADNP	KIAA0586	0.0430	-0.0036	-0.0036	-0.0024	0.8769
ADNP	LINC-PINT	ADNP	LINC-PINT	0.0546	-0.0044	-0.0044	-0.0032	0.8497
ADNP	LYSMD2	ADNP	LYSMD2	0.0531	-0.0138	-0.0139	-0.0305	0.5535
ADNP	LZTR1	ADNP	LZTR1	0.0516	-0.0040	-0.0041	-0.0028	0.8623
ADNP	MAN1B1	ADNP	MAN1B1	0.0499	-0.0112	-0.0113	-0.0207	0.6304
ADNP	MAPRE2	ADNP	MAPRE2	0.0405	-0.0044	-0.0044	-0.0033	0.8494
ADNP	MCM7	ADNP	MCM7	0.0494	-0.0109	-0.0110	-0.0196	0.6398
ADNP	MLYCD	ADNP	MLYCD	0.0470	-0.0065	-0.0066	-0.0071	0.7797
ADNP	MYO1F	ADNP	MYO1F	0.0383	0.0199	0.0191	0.1172	0.3945
ADNP	NCK1	ADNP	NCK1	0.0464	-0.0054	-0.0054	-0.0048	0.8165
ADNP	NDUFB1	ADNP	NDUFB1	0.0450	-0.0365	-0.0364	-0.1857	0.1177
ADNP	NUCB1	ADNP	NUCB1	0.0562	0.0054	0.0076	0.0176	0.8165
ADNP	PCNP	ADNP	PCNP	0.0454	-0.0093	-0.0093	-0.0139	0.6917
ADNP	PEA15	ADNP	PEA15	0.0397	0.0256	0.0324	0.0507	0.2731
ADNP	PHLDB3	ADNP	PHLDB3	0.0511	-0.0044	-0.0044	-0.0032	0.8494
ADNP	PLA2G16	ADNP	PLA2G16	0.0488	0.0308	0.0281	0.1166	0.1869
ADNP	PML	ADNP	PML	0.0452	-0.0072	-0.0073	-0.0084	0.7562
ADNP	PRDM2	ADNP	PRDM2	0.0516	-0.0085	-0.0085	-0.0122	0.7154
ADNP	PRPF31	ADNP	PRPF31	0.0527	-0.0162	-0.0162	-0.0423	0.4886
ADNP	PSMB7	ADNP	PSMB7	0.0503	-0.0123	-0.0127	-0.0579	0.5972
ADNP	QRSL1	ADNP	QRSL1	0.0422	-0.0054	-0.0054	-0.0049	0.8162
ADNP	RAB7A	ADNP	RAB7A	0.0471	-0.0206	-0.0207	-0.0658	0.3775
ADNP	RAD17	ADNP	RAD17	0.0591	-0.0026	-0.0026	-0.0010	0.9128
ADNP	RAP2B	ADNP	RAP2B	0.0525	-0.0070	-0.0070	-0.0083	0.7639
ADNP	RBBP6	ADNP	RBBP6	0.0427	-0.0110	-0.0092	-0.0470	0.6371
ADNP	RBM17	ADNP	RBM17	0.0452	-0.0164	-0.0164	-0.0434	0.4829
ADNP	RP11-102N12.3	ADNP	RP11-102N12.3	0.0385	-0.0100	-0.0100	-0.0165	0.6696
ADNP	RP11-386I14.4	ADNP	RP11-386I14.4	0.0487	0.0117	0.0124	0.0514	0.6157
ADNP	RPL8	ADNP	RPL8	0.0541	-0.0146	-0.0040	-0.0535	0.5316
ADNP	RPS14	ADNP	RPS14	0.0404	0.0246	0.0285	0.0255	0.2916
ADNP	RPS27	ADNP	RPS27	0.0572	-0.0248	-0.0319	-0.0825	0.2875
ADNP	SEC24C	ADNP	SEC24C	0.0526	0.0310	0.0397	0.0563	0.1836
ADNP	SH3BP5	ADNP	SH3BP5	0.0412	-0.0072	-0.0073	-0.0086	0.7563
ADNP	SIAH1	ADNP	SIAH1	0.0497	-0.0031	-0.0031	-0.0014	0.8935
ADNP	SMIM4	ADNP	SMIM4	0.0478	-0.0131	-0.0131	-0.0280	0.5751
ADNP	SMKR1	ADNP	SMKR1	0.0566	-0.0018	-0.0018	-0.0005	0.9382
ADNP	SNRNP70	ADNP	SNRNP70	0.0539	-0.0246	-0.0247	-0.0928	0.2916
ADNP	SNRPB2	ADNP	SNRPB2	0.0449	-0.0157	-0.0158	-0.0397	0.5008
ADNP	SPECC1L	ADNP	SPECC1L	0.0467	-0.0060	-0.0060	-0.0061	0.7968
ADNP	SRFBP1	ADNP	SRFBP1	0.0461	-0.0036	-0.0036	-0.0021	0.8770
ADNP	STIM2	ADNP	STIM2	0.0494	-0.0044	-0.0044	-0.0031	0.8496
ADNP	TAF8	ADNP	TAF8	0.0514	-0.0065	-0.0066	-0.0070	0.7799
ADNP	TMEM184B	ADNP	TMEM184B	0.0632	-0.0075	-0.0075	-0.0092	0.7487
ADNP	TNFRSF13B	ADNP	TNFRSF13B	0.0639	-0.0018	-0.0018	-0.0004	0.9382
ADNP	TNFRSF1B	ADNP	TNFRSF1B	0.0408	0.0047	0.0046	0.0224	0.8392
ADNP	TOE1	ADNP	TOE1	0.0434	-0.0063	-0.0063	-0.0065	0.7880
ADNP	TRIM5	ADNP	TRIM5	0.0505	-0.0054	-0.0054	-0.0050	0.8160
ADNP	TXNL1	ADNP	TXNL1	0.0467	-0.0091	-0.0091	-0.0136	0.6970
ADNP	TXNL4B	ADNP	TXNL4B	0.0518	-0.0054	-0.0054	-0.0051	0.8159
ADNP	UFD1L	ADNP	UFD1L	0.0473	-0.0191	-0.0192	-0.0583	0.4128
ADNP	VCL	ADNP	VCL	0.0532	-0.0048	-0.0048	-0.0036	0.8379
ADNP	VIPAS39	ADNP	VIPAS39	0.0490	-0.0044	-0.0044	-0.0032	0.8500
ADNP	WDR37	ADNP	WDR37	0.0465	-0.0073	-0.0073	-0.0087	0.7560
ADNP	WWP2	ADNP	WWP2	0.0507	-0.0096	-0.0097	-0.0154	0.6804
ADNP	ZCCHC8	ADNP	ZCCHC8	0.0536	-0.0054	-0.0054	-0.0051	0.8161
ADNP	ZNF383	ADNP	ZNF383	0.0446	-0.0018	-0.0018	-0.0005	0.9382
ADNP	ZNF721	ADNP	ZNF721	0.0559	-0.0095	-0.0095	-0.0149	0.6855
AEBP2	AAAS	AEBP2	AAAS	0.0417	-0.0028	-0.0029	-0.0143	0.9030
AEBP2	ABCC10	AEBP2	ABCC10	0.0476	-0.0022	-0.0022	-0.0086	0.9255
AEBP2	ABHD2	AEBP2	ABHD2	0.0473	-0.0027	-0.0027	-0.0129	0.9068
AEBP2	ABR	AEBP2	ABR	0.0482	-0.0033	-0.0033	-0.0189	0.8879
AEBP2	AKR7A2	AEBP2	AKR7A2	0.0488	-0.0051	-0.0051	-0.0441	0.8273
AEBP2	ALDH16A1	AEBP2	ALDH16A1	0.0570	-0.0037	-0.0037	-0.0237	0.8744
AEBP2	ANKRD37	AEBP2	ANKRD37	0.0485	-0.0018	-0.0018	-0.0055	0.9384
AEBP2	AP5B1	AEBP2	AP5B1	0.0555	-0.0040	-0.0041	-0.0286	0.8623
AEBP2	ASB1	AEBP2	ASB1	0.0386	-0.0020	-0.0020	-0.0068	0.9328
AEBP2	C11orf58	AEBP2	C11orf58	0.0525	-0.0054	-0.0054	-0.0487	0.8180
AEBP2	C21orf33	AEBP2	C21orf33	0.0494	-0.0045	-0.0045	-0.0343	0.8487
AEBP2	C3orf38	AEBP2	C3orf38	0.0483	-0.0014	-0.0014	-0.0035	0.9508
AEBP2	CAB39	AEBP2	CAB39	0.0486	-0.0015	-0.0015	-0.0042	0.9474
AEBP2	CDK4	AEBP2	CDK4	0.0400	-0.0040	-0.0040	-0.0282	0.8637
AEBP2	CEP78	AEBP2	CEP78	0.0483	-0.0011	-0.0011	-0.0021	0.9628
AEBP2	CLDND2	AEBP2	CLDND2	0.0610	-0.0026	-0.0026	-0.0119	0.9125
AEBP2	CLK4	AEBP2	CLK4	0.0517	-0.0016	-0.0016	-0.0047	0.9443
AEBP2	COMMD5	AEBP2	COMMD5	0.0397	-0.0052	-0.0052	-0.0462	0.8251
AEBP2	COX10	AEBP2	COX10	0.0434	-0.0013	-0.0013	-0.0030	0.9546
AEBP2	CREBZF	AEBP2	CREBZF	0.0415	-0.0015	-0.0015	-0.0043	0.9475
AEBP2	CRELD1	AEBP2	CRELD1	0.0525	-0.0023	-0.0023	-0.0095	0.9210
AEBP2	CTDSP1	AEBP2	CTDSP1	0.0493	-0.0061	-0.0061	-0.0628	0.7950
AEBP2	CTDSPL2	AEBP2	CTDSPL2	0.0398	-0.0016	-0.0016	-0.0048	0.9442
AEBP2	DDX46	AEBP2	DDX46	0.0478	-0.0084	-0.0084	-0.1153	0.7189
AEBP2	DHX58	AEBP2	DHX58	0.0509	-0.0014	-0.0014	-0.0037	0.9508
AEBP2	EMC6	AEBP2	EMC6	0.0447	-0.0075	-0.0075	-0.0913	0.7496
AEBP2	EMG1	AEBP2	EMG1	0.0423	0.1849	0.1334	1.3533	0.0000
AEBP2	EXOSC3	AEBP2	EXOSC3	0.0523	-0.0022	-0.0022	-0.0086	0.9255
AEBP2	FAM117A	AEBP2	FAM117A	0.0515	-0.0020	-0.0020	-0.0073	0.9305
AEBP2	FH	AEBP2	FH	0.0477	-0.0027	-0.0027	-0.0125	0.9089
AEBP2	G6PD	AEBP2	G6PD	0.0490	-0.0048	-0.0048	-0.0394	0.8371
AEBP2	GADD45G	AEBP2	GADD45G	0.0419	-0.0029	-0.0029	-0.0150	0.9013
AEBP2	GCH1	AEBP2	GCH1	0.0445	-0.0020	-0.0020	-0.0072	0.9303
AEBP2	GEMIN6	AEBP2	GEMIN6	0.0428	0.2363	0.1975	1.1784	0.0000
AEBP2	GLB1	AEBP2	GLB1	0.0570	-0.0040	-0.0040	-0.0278	0.8649
AEBP2	GOLGB1	AEBP2	GOLGB1	0.0484	-0.0031	-0.0032	-0.0175	0.8927
AEBP2	HABP4	AEBP2	HABP4	0.0531	-0.0005	-0.0005	-0.0005	0.9814
AEBP2	HINT3	AEBP2	HINT3	0.0479	-0.0014	-0.0014	-0.0038	0.9508
AEBP2	HOXB2	AEBP2	HOXB2	0.0488	-0.0023	-0.0023	-0.0094	0.9210
AEBP2	IL8	AEBP2	IL8	0.0470	-0.0052	-0.0052	-0.0470	0.8230
AEBP2	IMPACT	AEBP2	IMPACT	0.0493	-0.0016	-0.0016	-0.0045	0.9444
AEBP2	ITGB2-AS1	AEBP2	ITGB2-AS1	0.0514	-0.0046	-0.0046	-0.0372	0.8427
AEBP2	JMJD4	AEBP2	JMJD4	0.0430	-0.0026	-0.0026	-0.0116	0.9126
AEBP2	KDM5A	AEBP2	KDM5A	0.0511	-0.0035	-0.0035	-0.0221	0.8802
AEBP2	KIAA1731	AEBP2	KIAA1731	0.0565	-0.0008	-0.0008	-0.0011	0.9737
AEBP2	KPTN	AEBP2	KPTN	0.0457	-0.0020	-0.0020	-0.0074	0.9304
AEBP2	LAIR2	AEBP2	LAIR2	0.0489	-0.0005	-0.0005	-0.0005	0.9814
AEBP2	LONP2	AEBP2	LONP2	0.0482	-0.0025	-0.0025	-0.0110	0.9145
AEBP2	LPCAT4	AEBP2	LPCAT4	0.0538	-0.0017	-0.0017	-0.0053	0.9412
AEBP2	LRRC41	AEBP2	LRRC41	0.0444	-0.0026	-0.0026	-0.0120	0.9106
AEBP2	LY75	AEBP2	LY75	0.0534	-0.0013	-0.0013	-0.0032	0.9545
AEBP2	METTL6	AEBP2	METTL6	0.0436	-0.0014	-0.0014	-0.0037	0.9509
AEBP2	MKKS	AEBP2	MKKS	0.0529	-0.0055	-0.0055	-0.0521	0.8140
AEBP2	MLKL	AEBP2	MLKL	0.0540	-0.0027	-0.0027	-0.0129	0.9086
AEBP2	MPHOSPH10	AEBP2	MPHOSPH10	0.0490	-0.0020	-0.0020	-0.0068	0.9330
AEBP2	MROH6	AEBP2	MROH6	0.0431	-0.0026	-0.0026	-0.0123	0.9106
AEBP2	MRPL40	AEBP2	MRPL40	0.0572	-0.0052	-0.0052	-0.0452	0.8253
AEBP2	MTMR9	AEBP2	MTMR9	0.0497	-0.0009	-0.0009	-0.0013	0.9678
AEBP2	MYLPF	AEBP2	MYLPF	0.0565	-0.0031	-0.0031	-0.0171	0.8943
AEBP2	NAMPT	AEBP2	NAMPT	0.0498	-0.0042	-0.0042	-0.0305	0.8582
AEBP2	NFAT5	AEBP2	NFAT5	0.0485	-0.0017	-0.0017	-0.0053	0.9411
AEBP2	NFATC3	AEBP2	NFATC3	0.0473	-0.0029	-0.0029	-0.0149	0.9011
AEBP2	NFKBIE	AEBP2	NFKBIE	0.0463	-0.0050	-0.0050	-0.0429	0.8315
AEBP2	NSMF	AEBP2	NSMF	0.0422	-0.0039	-0.0039	-0.0272	0.8662
AEBP2	NUCB2	AEBP2	NUCB2	0.0533	-0.0039	-0.0039	-0.0260	0.8690
AEBP2	NUDCD3	AEBP2	NUDCD3	0.0568	-0.0028	-0.0029	-0.0146	0.9029
AEBP2	OPA3	AEBP2	OPA3	0.0463	-0.0013	-0.0013	-0.0030	0.9544
AEBP2	OTUD4	AEBP2	OTUD4	0.0553	-0.0013	-0.0013	-0.0032	0.9545
AEBP2	PCBD2	AEBP2	PCBD2	0.0474	-0.0023	-0.0023	-0.0091	0.9232
AEBP2	PCK2	AEBP2	PCK2	0.0550	-0.0023	-0.0023	-0.0095	0.9210
AEBP2	PEPD	AEBP2	PEPD	0.0492	-0.0056	-0.0056	-0.0532	0.8100
AEBP2	PIGP	AEBP2	PIGP	0.0481	-0.0019	-0.0019	-0.0064	0.9356
AEBP2	POLK	AEBP2	POLK	0.0425	-0.0020	-0.0020	-0.0069	0.9328
AEBP2	POR	AEBP2	POR	0.0458	-0.0036	-0.0036	-0.0217	0.8789
AEBP2	PRKAR1B	AEBP2	PRKAR1B	0.0527	-0.0008	-0.0008	-0.0010	0.9737
AEBP2	PTPRC	AEBP2	PTPRC	0.0464	-0.0062	-0.0062	-0.0654	0.7894
AEBP2	PYGB	AEBP2	PYGB	0.0533	-0.0026	-0.0026	-0.0117	0.9125
AEBP2	QDPR	AEBP2	QDPR	0.0436	-0.0044	-0.0044	-0.0336	0.8509
AEBP2	RAB30-AS1	AEBP2	RAB30-AS1	0.0453	-0.0017	-0.0017	-0.0051	0.9412
AEBP2	RAE1	AEBP2	RAE1	0.0393	-0.0056	-0.0056	-0.0523	0.8119
AEBP2	RCCD1	AEBP2	RCCD1	0.0487	-0.0016	-0.0016	-0.0048	0.9442
AEBP2	RNF146	AEBP2	RNF146	0.0555	-0.0020	-0.0020	-0.0076	0.9303
AEBP2	RNF2	AEBP2	RNF2	0.0502	-0.0012	-0.0012	-0.0025	0.9585
AEBP2	RP11-353N4.4	AEBP2	RP11-353N4.4	0.0514	-0.0012	-0.0012	-0.0025	0.9585
AEBP2	RP13-188A5.1	AEBP2	RP13-188A5.1	0.0473	-0.0005	-0.0005	-0.0005	0.9814
AEBP2	RP5-940J5.9	AEBP2	RP5-940J5.9	0.0374	-0.0022	-0.0022	-0.0085	0.9255
AEBP2	RPS7	AEBP2	RPS7	0.0523	-0.0812	-0.0375	-1.0555	0.0005
AEBP2	SDHD	AEBP2	SDHD	0.0427	-0.0039	-0.0039	-0.0256	0.8689
AEBP2	SEPW1	AEBP2	SEPW1	0.0495	-0.0096	-0.0095	-0.1421	0.6824
AEBP2	SLC52A2	AEBP2	SLC52A2	0.0462	-0.0038	-0.0038	-0.0248	0.8716
AEBP2	SPOP	AEBP2	SPOP	0.0457	-0.0031	-0.0032	-0.0174	0.8928
