source	target	source.symbol	target.symbol	MI	pearson	spearman	slope	p-value
ENSG00000010818	ENSG00000177606	HIVEP2	JUN	0.2774	0.0577	0.0730	0.0372	0.5975
ENSG00000014164	ENSG00000110777	ZC3H3	POU2AF1	0.3044	-0.0237	-0.0238	-0.0206	0.8287
ENSG00000014164	ENSG00000134851	ZC3H3	TMEM165	0.2842	-0.0645	-0.0648	-0.1469	0.5553
ENSG00000014824	ENSG00000133895	SLC30A9	MEN1	0.2832	-0.0239	-0.0239	-0.0121	0.8269
ENSG00000014824	ENSG00000177946	SLC30A9	CENPBD1	0.3021	-0.0239	-0.0239	-0.0105	0.8269
ENSG00000015171	ENSG00000167523	ZMYND11	SPATA33	0.2945	-0.0167	-0.0167	-0.0111	0.8786
ENSG00000019995	ENSG00000081019	ZRANB1	RSBN1	0.3116	-0.0392	-0.0392	-0.1270	0.7201
ENSG00000019995	ENSG00000112787	ZRANB1	FBRSL1	0.3183	-0.0206	-0.0206	-0.0360	0.8506
ENSG00000019995	ENSG00000115207	ZRANB1	GTF3C2	0.2935	-0.0167	-0.0167	-0.0246	0.8785
ENSG00000019995	ENSG00000121060	ZRANB1	TRIM25	0.3165	-0.0239	-0.0239	-0.0497	0.8270
ENSG00000019995	ENSG00000178971	ZRANB1	CTC1	0.3099	-0.0296	-0.0297	-0.0792	0.7865
ENSG00000019995	ENSG00000196912	ZRANB1	ANKRD36B	0.2841	0.2709	0.2629	0.8837	0.0116
ENSG00000019995	ENSG00000270361	ZRANB1	AL451085.1	0.2591	-0.0118	-0.0118	-0.0139	0.9144
ENSG00000020633	ENSG00000023909	RUNX3	GCLM	0.3010	0.4069	0.4344	0.2464	0.0001
ENSG00000020633	ENSG00000125347	RUNX3	IRF1	0.3417	0.3045	0.4009	0.3637	0.0044
ENSG00000020633	ENSG00000163041	RUNX3	H3F3A	0.3235	0.2390	0.2875	0.2664	0.0267
ENSG00000020633	ENSG00000165732	RUNX3	DDX21	0.3190	-0.0279	-0.0315	-0.0285	0.7989
ENSG00000020633	ENSG00000188895	RUNX3	MSL1	0.2908	-0.0224	-0.0119	-0.0108	0.8379
ENSG00000020633	ENSG00000196557	RUNX3	CACNA1H	0.3218	-0.0869	-0.0866	-0.0286	0.4261
ENSG00000020633	ENSG00000198712	RUNX3	MT-CO2	0.3107	0.3062	0.3408	0.0711	0.0041
ENSG00000020633	ENSG00000198727	RUNX3	MT-CYB	0.3144	0.3181	0.3709	0.0975	0.0028
ENSG00000020633	ENSG00000198763	RUNX3	MT-ND2	0.2961	0.3301	0.3433	0.1009	0.0019
ENSG00000020633	ENSG00000198786	RUNX3	MT-ND5	0.3211	0.3009	0.2735	0.0979	0.0049
ENSG00000020633	ENSG00000198840	RUNX3	MT-ND3	0.2888	0.2870	0.3169	0.0847	0.0074
ENSG00000020633	ENSG00000198860	RUNX3	TSEN15	0.3206	-0.0872	-0.0866	-0.0268	0.4247
ENSG00000020633	ENSG00000198899	RUNX3	MT-ATP6	0.3119	0.2880	0.3010	0.0660	0.0072
ENSG00000020633	ENSG00000198938	RUNX3	MT-CO3	0.2966	0.2939	0.3224	0.0772	0.0060
ENSG00000020633	ENSG00000213654	RUNX3	GPSM3	0.2658	-0.1265	-0.1335	-0.0934	0.2457
ENSG00000020633	ENSG00000215301	RUNX3	DDX3X	0.2803	0.2942	0.3505	0.3577	0.0060
ENSG00000023041	ENSG00000061936	ZDHHC6	SFSWAP	0.3021	-0.0472	-0.0472	-0.0580	0.6663
ENSG00000023041	ENSG00000140350	ZDHHC6	ANP32A	0.3169	0.2197	0.2233	0.2583	0.0421
ENSG00000023041	ENSG00000154124	ZDHHC6	OTULIN	0.2887	0.1987	0.1994	0.2653	0.0666
ENSG00000025293	ENSG00000112137	PHF20	PHACTR1	0.2837	0.2804	0.2979	0.1522	0.0089
ENSG00000025293	ENSG00000180096	PHF20	SEPT1	0.3344	0.4581	0.4532	0.4739	0.0000
ENSG00000025293	ENSG00000198712	PHF20	MT-CO2	0.2913	0.1637	0.2043	0.0507	0.1320
ENSG00000025293	ENSG00000221983	PHF20	UBA52	0.3427	0.4329	0.4620	0.6550	0.0000
ENSG00000028277	ENSG00000130255	POU2F2	RPL36	0.3215	0.3089	0.3359	0.4697	0.0038
ENSG00000028277	ENSG00000187109	POU2F2	NAP1L1	0.3410	0.3247	0.3304	0.4056	0.0023
ENSG00000028277	ENSG00000221963	POU2F2	APOL6	0.2527	0.2000	0.2175	0.1779	0.0649
ENSG00000029363	ENSG00000044574	BCLAF1	HSPA5	0.3219	0.4108	0.4046	0.4523	0.0001
ENSG00000029363	ENSG00000115760	BCLAF1	BIRC6	0.2741	0.3084	0.2963	0.2826	0.0039
ENSG00000029363	ENSG00000144224	BCLAF1	UBXN4	0.2921	0.3150	0.3233	0.2607	0.0031
ENSG00000029363	ENSG00000163660	BCLAF1	CCNL1	0.2908	0.1398	0.2446	0.1587	0.1993
ENSG00000029363	ENSG00000169062	BCLAF1	UPF3A	0.3349	0.3108	0.3496	0.1944	0.0036
ENSG00000029363	ENSG00000172932	BCLAF1	ANKRD13D	0.3321	0.2677	0.2747	0.2669	0.0127
ENSG00000029363	ENSG00000173726	BCLAF1	TOMM20	0.3066	-0.2035	-0.2029	-0.1363	0.0602
ENSG00000029363	ENSG00000263465	BCLAF1	SRSF8	0.3134	0.1161	0.1100	0.0672	0.2869
ENSG00000030419	ENSG00000139990	IKZF2	DCAF5	0.3088	0.2739	0.2674	0.4750	0.0107
ENSG00000030419	ENSG00000145632	IKZF2	PLK2	0.3315	-0.0167	-0.0167	-0.0115	0.8785
ENSG00000030419	ENSG00000155256	IKZF2	ZFYVE27	0.2769	0.3602	0.3862	0.4402	0.0007
ENSG00000032219	ENSG00000130255	ARID4A	RPL36	0.2481	0.2969	0.2980	0.4855	0.0055
ENSG00000032219	ENSG00000188177	ARID4A	ZC3H6	0.3166	-0.0834	-0.0843	-0.0531	0.4451
ENSG00000032219	ENSG00000234171	ARID4A	RNASEH1-AS1	0.2531	-0.0722	-0.0726	-0.0398	0.5090
ENSG00000032219	IgG2a	ARID4A	IgG2a_control_TotalSeqB	0.2755	-0.0047	-0.0670	-0.0034	0.9657
ENSG00000033030	ENSG00000077044	ZCCHC8	DGKD	0.2886	-0.0874	-0.0875	-0.1078	0.4236
ENSG00000033030	ENSG00000118263	ZCCHC8	KLF7	0.2980	-0.0748	-0.0749	-0.0769	0.4935
ENSG00000048405	ENSG00000161654	ZNF800	LSM12	0.3088	0.2732	0.2920	0.0837	0.0109
ENSG00000048405	ENSG00000214113	ZNF800	LYRM4	0.2741	-0.0369	-0.0370	-0.0123	0.7358
ENSG00000048405	ENSG00000263847	ZNF800	AP005899.1	0.2963	-0.0369	-0.0370	-0.0111	0.7358
ENSG00000050344	ENSG00000002822	NFE2L3	MAD1L1	0.3064	-0.0206	-0.0206	-0.0328	0.8508
ENSG00000050344	ENSG00000101474	NFE2L3	APMAP	0.2766	-0.0269	-0.0269	-0.0598	0.8060
ENSG00000050344	ENSG00000143294	NFE2L3	PRCC	0.2660	-0.0118	-0.0118	-0.0111	0.9144
ENSG00000053254	ENSG00000107742	FOXN3	SPOCK2	0.2915	0.3636	0.3942	0.4909	0.0006
ENSG00000053254	ENSG00000108518	FOXN3	PFN1	0.2819	0.3757	0.3640	0.4161	0.0004
ENSG00000053254	ENSG00000121621	FOXN3	KIF18A	0.2937	-0.0475	-0.0476	-0.0123	0.6639
ENSG00000056097	ENSG00000047579	ZFR	DTNBP1	0.2588	-0.0206	-0.0206	-0.0125	0.8506
ENSG00000056097	ENSG00000091947	ZFR	TMEM101	0.2783	-0.0292	-0.0293	-0.0267	0.7896
ENSG00000056097	ENSG00000144043	ZFR	TEX261	0.3370	-0.0293	-0.0293	-0.0257	0.7891
ENSG00000056097	ENSG00000180376	ZFR	CCDC66	0.2550	0.0902	0.0826	0.1829	0.4089
ENSG00000056097	ENSG00000261824	ZFR	LINC00662	0.2847	-0.0293	-0.0293	-0.0247	0.7887
ENSG00000056586	ENSG00000107485	RC3H2	GATA3	0.2844	-0.0787	-0.0794	-0.1022	0.4713
ENSG00000056586	ENSG00000107816	RC3H2	LZTS2	0.3165	-0.0269	-0.0269	-0.0116	0.8059
ENSG00000056586	ENSG00000135297	RC3H2	MTO1	0.3071	-0.1310	-0.1309	-0.2463	0.2293
ENSG00000056586	ENSG00000146963	RC3H2	LUC7L2	0.2691	-0.0545	-0.0548	-0.0491	0.6179
ENSG00000056586	ENSG00000172469	RC3H2	MANEA	0.3065	-0.0269	-0.0269	-0.0108	0.8059
ENSG00000056586	ENSG00000186566	RC3H2	GPATCH8	0.2912	0.5290	0.5197	0.5721	0.0000
ENSG00000059122	ENSG00000116604	FLYWCH1	MEF2D	0.2310	-0.0458	-0.0459	-0.0789	0.6755
ENSG00000059122	ENSG00000164031	FLYWCH1	DNAJB14	0.3358	-0.0557	-0.0558	-0.1146	0.6103
ENSG00000059122	ENSG00000198840	FLYWCH1	MT-ND3	0.2676	0.1329	0.1984	0.1147	0.2224
ENSG00000059728	ENSG00000215421	MXD1	ZNF407	0.2658	-0.0421	-0.0422	-0.0261	0.7005
ENSG00000060138	ENSG00000112110	YBX3	MRPL18	0.3279	-0.0417	-0.0420	-0.0386	0.7031
ENSG00000060138	ENSG00000139597	YBX3	N4BP2L1	0.3074	0.2296	0.2193	0.2260	0.0335
ENSG00000060138	ENSG00000141068	YBX3	KSR1	0.3070	-0.0239	-0.0239	-0.0145	0.8271
ENSG00000060138	ENSG00000275964	YBX3	AL355001.2	0.3289	0.4459	0.4730	0.2071	0.0000
ENSG00000062194	ENSG00000180879	GPBP1	SSR4	0.3132	0.3837	0.3873	0.3902	0.0003
ENSG00000063587	ENSG00000175787	ZNF275	ZNF169	0.3173	-0.0167	-0.0167	-0.0137	0.8784
ENSG00000063587	ENSG00000205937	ZNF275	RNPS1	0.2809	-0.0649	-0.0648	-0.1489	0.5525
ENSG00000063587	ENSG00000239305	ZNF275	RNF103	0.2952	-0.0293	-0.0293	-0.0323	0.7890
ENSG00000063587	ENSG00000270091	ZNF275	AC015726.1	0.3090	-0.0238	-0.0238	-0.0227	0.8278
ENSG00000063978	ENSG00000141480	RNF4	ARRB2	0.2871	-0.0456	-0.0459	-0.0225	0.6765
ENSG00000063978	ENSG00000231925	RNF4	TAPBP	0.2533	0.2363	0.2678	0.3255	0.0285
ENSG00000064313	ENSG00000052126	TAF2	PLEKHA5	0.3279	-0.0292	-0.0293	-0.0464	0.7899
ENSG00000064313	ENSG00000136026	TAF2	CKAP4	0.2994	-0.0167	-0.0167	-0.0146	0.8787
ENSG00000064313	ENSG00000147324	TAF2	MFHAS1	0.2718	-0.0167	-0.0167	-0.0124	0.8787
ENSG00000064490	ENSG00000066336	RFXANK	SPI1	0.2773	-0.0118	-0.0118	-0.0109	0.9144
ENSG00000064490	ENSG00000096401	RFXANK	CDC5L	0.3094	-0.0297	-0.0297	-0.0772	0.7864
ENSG00000064490	ENSG00000100297	RFXANK	MCM5	0.2978	-0.0206	-0.0206	-0.0379	0.8510
ENSG00000064490	ENSG00000118564	RFXANK	FBXL5	0.3008	-0.0118	-0.0118	-0.0122	0.9144
ENSG00000064490	ENSG00000147439	RFXANK	BIN3	0.3038	-0.0240	-0.0239	-0.0506	0.8267
ENSG00000064490	ENSG00000162722	RFXANK	TRIM58	0.2961	-0.0167	-0.0167	-0.0240	0.8785
ENSG00000064961	ENSG00000129103	HMG20B	SUMF2	0.2617	0.0861	0.0836	0.1852	0.4305
ENSG00000064961	ENSG00000141741	HMG20B	MIEN1	0.3083	-0.0361	-0.0361	-0.0352	0.7412
ENSG00000064961	ENSG00000166965	HMG20B	RCCD1	0.3172	-0.0293	-0.0293	-0.0261	0.7887
ENSG00000065029	ENSG00000109118	ZNF76	PHF12	0.3038	-0.0422	-0.0422	-0.0261	0.6998
ENSG00000065029	ENSG00000115085	ZNF76	ZAP70	0.3298	0.0943	0.0733	0.1812	0.3877
ENSG00000065029	ENSG00000116017	ZNF76	ARID3A	0.3287	-0.0296	-0.0297	-0.0109	0.7864
ENSG00000065029	ENSG00000133816	ZNF76	MICAL2	0.2807	0.5748	0.5630	0.3464	0.0000
ENSG00000065029	ENSG00000273015	ZNF76	AC008124.1	0.3044	-0.0516	-0.0520	-0.0384	0.6370
ENSG00000065526	ENSG00000100650	SPEN	SRSF5	0.3023	0.2792	0.2292	0.3902	0.0092
ENSG00000065526	ENSG00000138071	SPEN	ACTR2	0.3230	0.4356	0.4313	0.4439	0.0000
ENSG00000065526	ENSG00000227630	SPEN	LINC01132	0.2804	-0.0476	-0.0476	-0.0125	0.6635
ENSG00000065548	ENSG00000143353	ZC3H15	LYPLAL1	0.2797	0.4881	0.4880	0.4575	0.0000
ENSG00000065970	ENSG00000132199	FOXJ2	ENOSF1	0.3066	0.3971	0.4007	0.9416	0.0002
ENSG00000065978	ENSG00000131051	YBX1	RBM39	0.2890	0.3466	0.4052	0.4717	0.0011
ENSG00000065978	ENSG00000140988	YBX1	RPS2	0.2980	0.1025	0.2099	0.1200	0.3476
ENSG00000065978	ENSG00000145734	YBX1	BDP1	0.3331	0.4097	0.4304	0.4347	0.0001
ENSG00000065978	ENSG00000146278	YBX1	PNRC1	0.2888	0.3494	0.3532	0.4487	0.0010
ENSG00000065978	ENSG00000147065	YBX1	MSN	0.3159	0.4272	0.4239	0.4266	0.0000
ENSG00000065978	ENSG00000161970	YBX1	RPL26	0.3264	0.3187	0.3549	0.4016	0.0028
ENSG00000065978	ENSG00000170889	YBX1	RPS9	0.3105	0.1054	0.2255	0.1464	0.3343
ENSG00000065978	ENSG00000182899	YBX1	RPL35A	0.2920	0.4117	0.4288	0.5607	0.0001
ENSG00000065978	ENSG00000185262	YBX1	UBALD2	0.3211	0.4644	0.4513	0.4000	0.0000
ENSG00000065978	ENSG00000251562	YBX1	MALAT1	0.3260	0.3256	0.3327	0.1435	0.0022
ENSG00000065978	ENSG00000281501	YBX1	SEPSECS-AS1	0.2859	0.4109	0.4053	0.1987	0.0001
ENSG00000066336	ENSG00000064490	SPI1	RFXANK	0.2773	-0.0118	-0.0118	-0.0127	0.9144
ENSG00000066336	ENSG00000196535	SPI1	MYO18A	0.3128	-0.0118	-0.0118	-0.0139	0.9144
ENSG00000066336	ENSG00000267666	SPI1	AC004156.1	0.2791	-0.0118	-0.0118	-0.0148	0.9144
ENSG00000066422	ENSG00000177340	ZBTB11	AC024940.1	0.2855	-0.0269	-0.0269	-0.0130	0.8056
ENSG00000067066	ENSG00000100429	SP100	HDAC10	0.3072	0.3905	0.4014	0.3501	0.0002
ENSG00000067066	ENSG00000149554	SP100	CHEK1	0.2762	-0.0414	-0.0414	-0.0119	0.7052
ENSG00000067082	ENSG00000067048	KLF6	DDX3Y	0.3151	0.1055	0.0825	0.0978	0.3338
ENSG00000067082	ENSG00000075624	KLF6	ACTB	0.2871	0.1955	0.3369	0.1683	0.0712
ENSG00000067082	ENSG00000091592	KLF6	NLRP1	0.3272	0.0873	0.2053	0.0600	0.4240
ENSG00000067082	ENSG00000115085	KLF6	ZAP70	0.3210	0.0817	0.2097	0.0751	0.4546
ENSG00000067082	ENSG00000134884	KLF6	ARGLU1	0.3268	0.1516	0.2070	0.1430	0.1634
ENSG00000067082	ENSG00000146278	KLF6	PNRC1	0.3015	0.3053	0.3151	0.2828	0.0043
ENSG00000067082	ENSG00000147535	KLF6	PLPP5	0.3370	0.1348	0.1471	0.0364	0.2160
ENSG00000067082	ENSG00000152518	KLF6	ZFP36L2	0.2918	0.0386	0.1548	0.0372	0.7244
ENSG00000067082	ENSG00000157514	KLF6	TSC22D3	0.3029	0.1614	0.2383	0.1623	0.1376
ENSG00000067082	ENSG00000160888	KLF6	IER2	0.2880	0.1126	0.1702	0.1177	0.3019
ENSG00000067082	ENSG00000161016	KLF6	RPL8	0.3639	0.0783	0.2079	0.0802	0.4738
ENSG00000067082	ENSG00000162511	KLF6	LAPTM5	0.3189	0.3524	0.3438	0.2894	0.0009
ENSG00000067082	ENSG00000163660	KLF6	CCNL1	0.3112	0.3277	0.3394	0.3125	0.0021
ENSG00000067082	ENSG00000164442	KLF6	CITED2	0.3072	0.3201	0.3727	0.2672	0.0027
ENSG00000067082	ENSG00000167996	KLF6	FTH1	0.3562	0.3263	0.3916	0.3265	0.0022
ENSG00000067082	ENSG00000168028	KLF6	RPSA	0.3050	0.2529	0.3143	0.2434	0.0188
ENSG00000067082	ENSG00000170345	KLF6	FOS	0.3117	0.2599	0.4075	0.2538	0.0157
ENSG00000067082	ENSG00000172809	KLF6	RPL38	0.2781	0.3176	0.2684	0.2966	0.0029
ENSG00000067082	ENSG00000173812	KLF6	EIF1	0.3390	0.0625	0.2141	0.0502	0.5678
ENSG00000067082	ENSG00000177954	KLF6	RPS27	0.3342	0.2994	0.3042	0.2835	0.0051
ENSG00000067082	ENSG00000185650	KLF6	ZFP36L1	0.3130	0.3087	0.3583	0.2738	0.0038
ENSG00000067082	ENSG00000187514	KLF6	PTMA	0.3428	0.2728	0.3946	0.2375	0.0110
ENSG00000067082	ENSG00000198668	KLF6	CALM1	0.3067	0.2802	0.3036	0.2716	0.0090
ENSG00000067082	ENSG00000198712	KLF6	MT-CO2	0.3167	0.0849	0.2697	0.0164	0.4370
ENSG00000067082	ENSG00000198727	KLF6	MT-CYB	0.3261	0.0799	0.2386	0.0204	0.4648
ENSG00000067082	ENSG00000198804	KLF6	MT-CO1	0.2934	0.1440	0.2742	0.0258	0.1858
ENSG00000067082	ENSG00000198840	KLF6	MT-ND3	0.3344	0.0785	0.2540	0.0193	0.4727
ENSG00000067082	ENSG00000198886	KLF6	MT-ND4	0.3277	0.1034	0.2827	0.0245	0.3434
ENSG00000067082	ENSG00000213626	KLF6	LBH	0.3581	0.1937	0.2078	0.1613	0.0740
ENSG00000067082	ENSG00000234545	KLF6	FAM133B	0.3111	0.3005	0.2027	0.2687	0.0049
ENSG00000067082	ENSG00000251562	KLF6	MALAT1	0.3677	0.3473	0.4055	0.1104	0.0011
ENSG00000067646	ENSG00000095059	ZFY	DHPS	0.3067	-0.0485	-0.0487	-0.0512	0.6573
ENSG00000067646	ENSG00000164037	ZFY	SLC9B1	0.2983	-0.0239	-0.0239	-0.0135	0.8271
ENSG00000067646	ENSG00000266412	ZFY	NCOA4	0.3059	-0.0543	-0.0548	-0.0649	0.6198
ENSG00000067955	ENSG00000132359	CBFB	RAP1GAP2	0.3275	-0.0167	-0.0167	-0.0107	0.8786
ENSG00000068305	ENSG00000128791	MEF2A	TWSG1	0.2925	-0.0206	-0.0206	-0.0118	0.8505
ENSG00000068305	ENSG00000130522	MEF2A	JUND	0.3169	0.1438	0.2118	0.3891	0.1866
ENSG00000068305	ENSG00000163975	MEF2A	MELTF	0.3205	-0.0206	-0.0206	-0.0136	0.8505
ENSG00000069667	CD45RO	RORA	CD45RO_TotalSeqB	0.3300	0.2548	0.1995	0.1667	0.0179
ENSG00000069667	ENSG00000010810	RORA	FYN	0.3383	0.2686	0.3034	0.2300	0.0124
ENSG00000069667	ENSG00000048740	RORA	CELF2	0.3259	0.2845	0.3165	0.2798	0.0079
ENSG00000069667	ENSG00000070423	RORA	RNF126	0.3421	0.3958	0.4088	0.3080	0.0002
ENSG00000069667	ENSG00000111716	RORA	LDHB	0.3212	0.4283	0.4314	0.3422	0.0000
ENSG00000069667	ENSG00000115085	RORA	ZAP70	0.2709	0.2859	0.3253	0.2858	0.0076
ENSG00000069667	ENSG00000116560	RORA	SFPQ	0.3303	0.2762	0.3064	0.2801	0.0100
ENSG00000069667	ENSG00000116754	RORA	SRSF11	0.2845	0.2615	0.2833	0.2615	0.0150
ENSG00000069667	ENSG00000127603	RORA	MACF1	0.3353	0.5098	0.5109	0.4928	0.0000
ENSG00000069667	ENSG00000134294	RORA	SLC38A2	0.3443	0.4936	0.5019	0.5185	0.0000
ENSG00000069667	ENSG00000134884	RORA	ARGLU1	0.3281	0.2464	0.2857	0.2528	0.0222
ENSG00000069667	ENSG00000142347	RORA	MYO1F	0.3471	0.3821	0.4062	0.3604	0.0003
ENSG00000069667	ENSG00000169045	RORA	HNRNPH1	0.2998	0.2843	0.3464	0.3101	0.0080
ENSG00000069667	ENSG00000170345	RORA	FOS	0.3004	0.0503	0.1721	0.0534	0.6456
ENSG00000069667	ENSG00000185811	RORA	IKZF1	0.3361	0.2111	0.2731	0.2196	0.0510
ENSG00000069667	ENSG00000196405	RORA	EVL	0.3248	0.1292	0.1741	0.1403	0.2357
ENSG00000069667	ENSG00000234745	RORA	HLA-B	0.3404	-0.1453	-0.0832	-0.1084	0.1820
ENSG00000069667	ENSG00000251562	RORA	MALAT1	0.3166	0.3018	0.3407	0.1043	0.0047
ENSG00000070444	ENSG00000106682	MNT	EIF4H	0.3149	0.2983	0.2694	0.3542	0.0053
ENSG00000070444	ENSG00000138375	MNT	SMARCAL1	0.2892	-0.0206	-0.0206	-0.0111	0.8508
ENSG00000070444	ENSG00000146828	MNT	SLC12A9	0.2717	-0.0562	-0.0565	-0.0878	0.6074
ENSG00000070476	ENSG00000110848	ZXDC	CD69	0.3180	-0.1860	-0.1953	-0.4708	0.0864
ENSG00000071564	ENSG00000107036	TCF3	RIC1	0.2932	-0.0468	-0.0472	-0.0372	0.6690
ENSG00000071564	ENSG00000174446	TCF3	SNAPC5	0.2848	-0.0268	-0.0269	-0.0120	0.8063
ENSG00000071564	ENSG00000213190	TCF3	MLLT11	0.2692	0.1859	0.1477	0.2107	0.0865
ENSG00000071794	ENSG00000108599	HLTF	AKAP10	0.2779	-0.0458	-0.0459	-0.0887	0.6753
ENSG00000072121	ENSG00000164114	ZFYVE26	MAP9	0.3092	-0.0204	-0.0206	-0.0384	0.8524
ENSG00000072121	ENSG00000239636	ZFYVE26	AC004865.2	0.3032	-0.0118	-0.0118	-0.0121	0.9144
ENSG00000072121	ENSG00000260621	ZFYVE26	AC092140.1	0.2867	-0.0118	-0.0118	-0.0134	0.9144
ENSG00000072364	ENSG00000124226	AFF4	RNF114	0.3207	0.3305	0.3369	0.2308	0.0019
ENSG00000072364	ENSG00000160908	AFF4	ZNF394	0.3048	0.2798	0.2730	0.3061	0.0091
ENSG00000072364	ENSG00000179091	AFF4	CYC1	0.2459	-0.0557	-0.0558	-0.0258	0.6108
ENSG00000072736	ENSG00000007541	NFATC3	PIGQ	0.3004	0.1283	0.1328	0.0504	0.2390
ENSG00000072736	ENSG00000072274	NFATC3	TFRC	0.2915	0.3840	0.3810	0.3612	0.0003
ENSG00000072736	ENSG00000117091	NFATC3	CD48	0.2987	0.3347	0.3376	0.3381	0.0016
ENSG00000072736	ENSG00000119900	NFATC3	OGFRL1	0.3020	-0.0735	-0.0733	-0.0285	0.5013
ENSG00000072736	ENSG00000122085	NFATC3	MTERF4	0.2731	0.3427	0.3517	0.2701	0.0012
