source	target	source.symbol	target.symbol	MI	pearson	spearman	rho	p-value
BATF	ANKRD11	BATF	ANKRD11	0.2551	-0.0658	-0.0663	-0.0355	0.5403
BATF	AP001055.6	BATF	AP001055.6	0.2336	-0.0377	-0.0378	-0.0105	0.7257
BATF	C9orf37	BATF	C9orf37	0.2622	-0.0377	-0.0378	-0.0128	0.7257
BATF	GSK3B	BATF	GSK3B	0.2511	-0.0377	-0.0378	-0.0146	0.7257
BATF	HAUS3	BATF	HAUS3	0.2432	-0.0863	-0.0866	-0.0637	0.4215
BATF	HOPX	BATF	HOPX	0.2563	-0.1414	-0.1549	-0.2251	0.1863
BATF	ID3	BATF	ID3	0.2035	-0.0536	-0.0538	-0.0304	0.6181
BATF	ISCA2	BATF	ISCA2	0.2087	-0.0661	-0.0663	-0.0363	0.5385
BATF	KLHL24	BATF	KLHL24	0.2580	-0.0377	-0.0378	-0.0131	0.7257
BATF	KLRB1	BATF	KLRB1	0.2392	0.0854	0.0907	0.1006	0.4264
BATF	MED19	BATF	MED19	0.2436	0.1411	0.1370	0.0751	0.1872
BATF	OSBPL9	BATF	OSBPL9	0.2387	-0.0536	-0.0538	-0.0266	0.6179
BATF	POP7	BATF	POP7	0.2502	-0.0763	-0.0770	-0.0554	0.4772
BATF	PYCARD	BATF	PYCARD	0.2298	0.2489	0.2414	0.2838	0.0186
BATF	RPA1	BATF	RPA1	0.2262	-0.0536	-0.0538	-0.0282	0.6177
BATF	S100B	BATF	S100B	0.2461	-0.0939	-0.0954	-0.0829	0.3812
BATF	SETX	BATF	SETX	0.2587	0.3915	0.3490	0.2408	0.0001
BATF	TMEM91	BATF	TMEM91	0.2307	-0.0535	-0.0538	-0.0263	0.6183
BLZF1	BROX	BLZF1	BROX	0.2411	-0.0162	-0.0162	-0.0158	0.8805
BLZF1	CCAR2	BLZF1	CCAR2	0.2636	-0.0328	-0.0329	-0.0505	0.7605
BLZF1	CRTAM	BLZF1	CRTAM	0.2284	-0.0162	-0.0162	-0.0141	0.8805
BLZF1	GSTP1	BLZF1	GSTP1	0.2329	-0.0940	-0.0931	-0.3107	0.3811
BLZF1	GTF3C5	BLZF1	GTF3C5	0.2305	-0.0162	-0.0162	-0.0121	0.8805
BLZF1	KIF3A	BLZF1	KIF3A	0.2347	-0.0230	-0.0230	-0.0242	0.8307
BLZF1	LYN	BLZF1	LYN	0.2629	-0.0162	-0.0162	-0.0102	0.8805
BLZF1	MED19	BLZF1	MED19	0.2639	-0.0282	-0.0283	-0.0343	0.7928
BLZF1	TCEB3	BLZF1	TCEB3	0.2219	-0.0162	-0.0162	-0.0119	0.8805
BLZF1	TESC	BLZF1	TESC	0.2632	-0.0162	-0.0162	-0.0108	0.8805
BPNT1	ACOT13	BPNT1	ACOT13	0.2275	-0.0162	-0.0162	-0.0211	0.8805
BPNT1	CAPN12	BPNT1	CAPN12	0.2501	-0.0259	-0.0260	-0.0593	0.8095
BPNT1	CCR7	BPNT1	CCR7	0.2390	-0.0285	-0.0286	-0.0603	0.7909
BPNT1	CHD1L	BPNT1	CHD1L	0.2344	-0.0114	-0.0114	-0.0109	0.9158
BPNT1	CRTAM	BPNT1	CRTAM	0.2217	-0.0114	-0.0114	-0.0122	0.9158
BPNT1	FLYWCH2	BPNT1	FLYWCH2	0.2635	-0.0230	-0.0231	-0.0462	0.8304
BPNT1	GRAP2	BPNT1	GRAP2	0.2706	-0.0311	-0.0311	-0.0746	0.7724
BPNT1	IFITM3	BPNT1	IFITM3	0.2940	-0.0231	-0.0231	-0.0423	0.8297
BPNT1	IKZF3	BPNT1	IKZF3	0.2350	-0.0231	-0.0231	-0.0425	0.8298
BPNT1	IQGAP1	BPNT1	IQGAP1	0.2403	-0.0227	-0.0231	-0.0463	0.8326
BPNT1	ITPR3	BPNT1	ITPR3	0.2530	-0.0199	-0.0199	-0.0316	0.8532
BPNT1	KIAA0922	BPNT1	KIAA0922	0.2414	-0.0199	-0.0199	-0.0322	0.8531
BPNT1	KLRC2	BPNT1	KLRC2	0.2410	-0.0114	-0.0114	-0.0103	0.9158
BPNT1	LINC00152	BPNT1	LINC00152	0.2061	-0.0335	-0.0335	-0.0827	0.7555
BPNT1	LYL1	BPNT1	LYL1	0.2310	-0.0114	-0.0114	-0.0094	0.9158
BPNT1	PEMT	BPNT1	PEMT	0.2255	-0.0162	-0.0162	-0.0210	0.8805
BPNT1	PRKAR2A	BPNT1	PRKAR2A	0.2258	-0.0199	-0.0199	-0.0303	0.8533
BPNT1	PTGER2	BPNT1	PTGER2	0.2436	-0.0355	-0.0357	-0.0947	0.7412
BPNT1	PTPN18	BPNT1	PTPN18	0.2724	-0.0286	-0.0286	-0.0624	0.7904
BPNT1	RFC1	BPNT1	RFC1	0.2354	-0.0161	-0.0162	-0.0226	0.8808
BPNT1	S100A9	BPNT1	S100A9	0.2299	-0.0231	-0.0231	-0.0414	0.8298
BPNT1	SPATS2	BPNT1	SPATS2	0.2665	-0.0114	-0.0114	-0.0102	0.9158
BPNT1	TLK1	BPNT1	TLK1	0.2206	-0.0231	-0.0231	-0.0439	0.8302
BPNT1	ZDHHC18	BPNT1	ZDHHC18	0.2299	-0.0114	-0.0114	-0.0105	0.9158
BTAF1	CD3D	BTAF1	CD3D	0.2090	-0.1272	-0.1651	-0.4250	0.2349
BTAF1	CEBPG	BTAF1	CEBPG	0.2474	-0.0283	-0.0283	-0.0365	0.7925
BTAF1	GGA1	BTAF1	GGA1	0.2574	-0.0595	-0.0596	-0.1474	0.5794
BTAF1	GSTO1	BTAF1	GSTO1	0.2723	0.1536	0.1537	0.3774	0.1506
BTAF1	HCG18	BTAF1	HCG18	0.2401	-0.0230	-0.0230	-0.0251	0.8307
BTAF1	PEX11B	BTAF1	PEX11B	0.2596	-0.0230	-0.0230	-0.0240	0.8307
BTAF1	PINK1	BTAF1	PINK1	0.2268	-0.0162	-0.0162	-0.0122	0.8805
BTAF1	RGS3	BTAF1	RGS3	0.2329	-0.0162	-0.0162	-0.0124	0.8805
BTAF1	SIN3A	BTAF1	SIN3A	0.2323	-0.0229	-0.0230	-0.0240	0.8311
BTAF1	SLAMF7	BTAF1	SLAMF7	0.2255	-0.0407	-0.0407	-0.0705	0.7049
BTAF1	SMIM12	BTAF1	SMIM12	0.2794	0.2234	0.2170	0.4383	0.0354
BTAF1	SYNE2	BTAF1	SYNE2	0.2223	-0.0568	-0.0568	-0.1335	0.5972
BTAF1	YWHAH	BTAF1	YWHAH	0.2246	-0.0567	-0.0568	-0.1250	0.5978
BTAF1	ZNF816	BTAF1	ZNF816	0.2271	-0.0162	-0.0162	-0.0119	0.8805
CAMTA1	ANKIB1	CAMTA1	ANKIB1	0.2388	-0.0162	-0.0162	-0.0098	0.8805
CAMTA1	ARHGEF9	CAMTA1	ARHGEF9	0.2537	-0.0162	-0.0162	-0.0095	0.8805
CAMTA1	ATG2A	CAMTA1	ATG2A	0.2607	-0.0229	-0.0230	-0.0205	0.8311
CAMTA1	C1orf35	CAMTA1	C1orf35	0.2327	-0.0328	-0.0329	-0.0480	0.7601
CAMTA1	CSNK1G2	CAMTA1	CSNK1G2	0.2146	-0.0326	-0.0329	-0.0452	0.7613
CAMTA1	DGKA	CAMTA1	DGKA	0.2422	-0.0162	-0.0162	-0.0115	0.8805
CAMTA1	GBP1	CAMTA1	GBP1	0.2483	-0.0328	-0.0329	-0.0460	0.7600
CAMTA1	IL18RAP	CAMTA1	IL18RAP	0.2136	-0.0230	-0.0230	-0.0231	0.8308
CAMTA1	IRF7	CAMTA1	IRF7	0.2400	-0.0474	-0.0476	-0.0965	0.6588
CAMTA1	LAIR1	CAMTA1	LAIR1	0.2241	-0.0283	-0.0283	-0.0342	0.7924
CAMTA1	MFSD1	CAMTA1	MFSD1	0.2272	-0.0368	-0.0370	-0.0582	0.7320
CAMTA1	MSL3	CAMTA1	MSL3	0.3022	-0.0283	-0.0283	-0.0341	0.7925
CAMTA1	NRL	CAMTA1	NRL	0.2581	-0.0162	-0.0162	-0.0120	0.8805
CAMTA1	NRM	CAMTA1	NRM	0.2148	-0.0229	-0.0230	-0.0245	0.8311
CAMTA1	PEPD	CAMTA1	PEPD	0.2513	-0.0597	-0.0596	-0.1389	0.5785
CAMTA1	PI16	CAMTA1	PI16	0.2361	-0.0162	-0.0162	-0.0122	0.8805
CAMTA1	PRKAG1	CAMTA1	PRKAG1	0.2542	-0.0283	-0.0283	-0.0335	0.7924
CAMTA1	RUFY1	CAMTA1	RUFY1	0.2427	-0.0162	-0.0162	-0.0114	0.8805
CAMTA1	SCO2	CAMTA1	SCO2	0.2637	0.3504	0.3412	0.4867	0.0008
CAMTA1	SLC12A9	CAMTA1	SLC12A9	0.2482	-0.0162	-0.0162	-0.0114	0.8805
CAMTA1	TNFSF13B	CAMTA1	TNFSF13B	0.2226	-0.0162	-0.0162	-0.0131	0.8805
CAMTA1	TRMT10C	CAMTA1	TRMT10C	0.2557	-0.0283	-0.0283	-0.0323	0.7926
CAMTA1	TRPT1	CAMTA1	TRPT1	0.2258	-0.0162	-0.0162	-0.0125	0.8805
CAMTA1	USP28	CAMTA1	USP28	0.2158	-0.0162	-0.0162	-0.0128	0.8805
CAMTA1	YPEL2	CAMTA1	YPEL2	0.2480	-0.0162	-0.0162	-0.0118	0.8805
CEBPD	AMD1	CEBPD	AMD1	0.2037	-0.1027	-0.1025	-0.0405	0.3382
CEBPD	APLP2	CEBPD	APLP2	0.2256	-0.1027	-0.1025	-0.0415	0.3383
CEBPD	ARHGEF9	CEBPD	ARHGEF9	0.2412	-0.0586	-0.0585	-0.0118	0.5852
CEBPD	BICD1	CEBPD	BICD1	0.2013	-0.0586	-0.0585	-0.0132	0.5852
CEBPD	BIRC3	CEBPD	BIRC3	0.2493	-0.0586	-0.0585	-0.0149	0.5852
CEBPD	BLK	CEBPD	BLK	0.2350	-0.0586	-0.0585	-0.0130	0.5852
CEBPD	CITED2	CEBPD	CITED2	0.2561	-0.0254	-0.0211	-0.0214	0.8133
CEBPD	CLIC3	CEBPD	CLIC3	0.2479	0.2671	0.2595	0.2083	0.0114
CEBPD	COTL1	CEBPD	COTL1	0.2537	-0.1845	-0.1953	-0.2009	0.0834
CEBPD	CTSA	CEBPD	CTSA	0.2594	0.1238	0.1113	0.0944	0.2476
CEBPD	DIS3L2	CEBPD	DIS3L2	0.2370	0.1507	0.1394	0.0312	0.1585
CEBPD	DUSP1	CEBPD	DUSP1	0.2503	0.2579	0.2963	0.3105	0.0147
CEBPD	EPB41	CEBPD	EPB41	0.2599	0.0829	0.0806	0.0508	0.4398
CEBPD	GFPT1	CEBPD	GFPT1	0.2608	0.1344	0.1312	0.0455	0.2092
CEBPD	GIGYF2	CEBPD	GIGYF2	0.2697	-0.0586	-0.0585	-0.0141	0.5852
CEBPD	GSTP1	CEBPD	GSTP1	0.2371	0.1852	0.1790	0.1941	0.0823
CEBPD	IFT43	CEBPD	IFT43	0.2182	0.0863	0.0951	0.0293	0.4211
CEBPD	INADL	CEBPD	INADL	0.2443	-0.0834	-0.0832	-0.0284	0.4373
CEBPD	MBD3	CEBPD	MBD3	0.2481	-0.0832	-0.0832	-0.0303	0.4383
CEBPD	NKAP	CEBPD	NKAP	0.2687	0.1062	0.1203	0.0482	0.3221
CEBPD	PTGDR	CEBPD	PTGDR	0.2122	-0.0834	-0.0832	-0.0272	0.4373
CEBPD	PTPN12	CEBPD	PTPN12	0.2524	0.1738	0.1561	0.0464	0.1034
CEBPD	SYNGR1	CEBPD	SYNGR1	0.2504	0.4073	0.3914	0.1664	0.0001
CEBPD	TIGIT	CEBPD	TIGIT	0.2466	-0.2051	-0.2056	-0.1600	0.0538
CEBPD	TMEM55A	CEBPD	TMEM55A	0.2116	-0.0586	-0.0585	-0.0134	0.5852
CEBPD	TRIM26	CEBPD	TRIM26	0.2439	-0.0586	-0.0585	-0.0141	0.5852
CEBPD	ZBTB44	CEBPD	ZBTB44	0.2764	0.2277	0.2143	0.0692	0.0319
CEBPD	ZNF3	CEBPD	ZNF3	0.2391	-0.0586	-0.0585	-0.0142	0.5852
CEBPD	ZNF37A	CEBPD	ZNF37A	0.2308	0.3099	0.2783	0.0991	0.0031
CEBPG	AKNA	CEBPG	AKNA	0.2677	-0.0543	-0.0545	-0.0766	0.6132
CEBPG	ATG16L2	CEBPG	ATG16L2	0.2190	-0.0283	-0.0283	-0.0229	0.7925
CEBPG	BTAF1	CEBPG	BTAF1	0.2474	-0.0283	-0.0283	-0.0219	0.7925
CEBPG	CARS	CEBPG	CARS	0.2677	0.5433	0.5574	0.3025	0.0000
CEBPG	CD247	CEBPG	CD247	0.2298	0.0409	0.0495	0.1012	0.7035
CEBPG	DNMT1	CEBPG	DNMT1	0.2066	-0.0500	-0.0502	-0.0635	0.6417
CEBPG	FERMT3	CEBPG	FERMT3	0.2407	-0.0803	-0.0803	-0.1508	0.4545
CEBPG	GBA2	CEBPG	GBA2	0.2595	-0.0283	-0.0283	-0.0219	0.7925
CEBPG	GGH	CEBPG	GGH	0.2232	-0.0199	-0.0199	-0.0121	0.8532
CEBPG	GIMAP7	CEBPG	GIMAP7	0.2586	0.1303	0.0845	0.3702	0.2235
CEBPG	KIF2A	CEBPG	KIF2A	0.2922	0.1285	0.1227	0.2423	0.2302
CEBPG	LRRC42	CEBPG	LRRC42	0.2557	-0.0346	-0.0349	-0.0325	0.7473
CEBPG	MBNL3	CEBPG	MBNL3	0.2651	-0.0199	-0.0199	-0.0121	0.8532
CEBPG	MRPS31	CEBPG	MRPS31	0.2197	0.2067	0.2118	0.2686	0.0519
CEBPG	PASK	CEBPG	PASK	0.2389	-0.0348	-0.0349	-0.0324	0.7459
CEBPG	RHOC	CEBPG	RHOC	0.2277	0.1184	0.1271	0.2099	0.2691
CEBPG	RNF25	CEBPG	RNF25	0.2322	-0.0199	-0.0199	-0.0114	0.8532
CEBPG	RRAGC	CEBPG	RRAGC	0.2555	-0.0199	-0.0199	-0.0116	0.8532
CEBPG	SRPK2	CEBPG	SRPK2	0.2325	-0.0453	-0.0455	-0.0549	0.6736
CEBPG	SRRD	CEBPG	SRRD	0.2355	-0.0199	-0.0199	-0.0144	0.8532
CEBPG	STAU2	CEBPG	STAU2	0.2418	-0.0199	-0.0199	-0.0112	0.8532
CEBPG	THAP2	CEBPG	THAP2	0.2124	0.2876	0.2630	0.3186	0.0063
CEBPG	WASF2	CEBPG	WASF2	0.2286	-0.0544	-0.0545	-0.0758	0.6126
CEBPG	WSB1	CEBPG	WSB1	0.2311	-0.0453	-0.0455	-0.0540	0.6737
CEBPG	ZNF3	CEBPG	ZNF3	0.2523	-0.0199	-0.0199	-0.0112	0.8532
CITED2	ABHD15	CITED2	ABHD15	0.2742	0.1930	0.2030	0.0456	0.0700
CITED2	ADAR	CITED2	ADAR	0.2874	0.1351	0.1447	0.0792	0.2070
CITED2	BDP1	CITED2	BDP1	0.2394	-0.1046	-0.1048	-0.0614	0.3294
CITED2	CCL4	CITED2	CCL4	0.2410	0.3897	0.3776	0.3455	0.0002
CITED2	CEBPD	CITED2	CEBPD	0.2561	-0.0254	-0.0211	-0.0301	0.8133
CITED2	CTSW	CITED2	CTSW	0.2496	0.0314	-0.0214	0.0461	0.7705
CITED2	DUSP6	CITED2	DUSP6	0.2266	0.0988	0.1034	0.0481	0.3570
CITED2	MTR	CITED2	MTR	0.2447	-0.0459	-0.0458	-0.0131	0.6696
CITED2	NPEPPS	CITED2	NPEPPS	0.2870	-0.0459	-0.0458	-0.0130	0.6696
CITED2	P2RX5	CITED2	P2RX5	0.2653	-0.0459	-0.0458	-0.0132	0.6696
CITED2	PHLDA2	CITED2	PHLDA2	0.2582	-0.0459	-0.0458	-0.0127	0.6696
CITED2	PITPNM1	CITED2	PITPNM1	0.2489	0.2249	0.2161	0.0602	0.0341
CITED2	PPP6R2	CITED2	PPP6R2	0.2293	-0.0459	-0.0458	-0.0131	0.6696
CITED2	PRDM4	CITED2	PRDM4	0.2412	-0.0459	-0.0458	-0.0125	0.6696
CITED2	PRRT3	CITED2	PRRT3	0.2640	-0.0651	-0.0652	-0.0284	0.5445
CITED2	PTPN7	CITED2	PTPN7	0.2682	-0.1047	-0.1048	-0.0660	0.3286
CITED2	RCBTB2	CITED2	RCBTB2	0.2243	-0.0799	-0.0803	-0.0352	0.4568
CITED2	SMCO4	CITED2	SMCO4	0.2611	-0.0803	-0.0803	-0.0346	0.4547
CITED2	SMKR1	CITED2	SMKR1	0.2248	-0.0651	-0.0652	-0.0268	0.5445
CITED2	TPST2	CITED2	TPST2	0.2229	0.0490	0.0545	0.0425	0.6484
CREBRF	ATXN7L1	CREBRF	ATXN7L1	0.2425	-0.0346	-0.0349	-0.0376	0.7473
CREBRF	CD79B	CREBRF	CD79B	0.2587	-0.0621	-0.0625	-0.1183	0.5633
CREBRF	GBA2	CREBRF	GBA2	0.2326	-0.0282	-0.0283	-0.0251	0.7934
CREBRF	H1FX	CREBRF	H1FX	0.2306	0.0652	0.0857	0.1408	0.5439
CREBRF	IRF3	CREBRF	IRF3	0.2904	0.0876	0.1065	0.1648	0.4143
CREBRF	KIAA0040	CREBRF	KIAA0040	0.2425	-0.0281	-0.0283	-0.0261	0.7934
CREBRF	KIF21A	CREBRF	KIF21A	0.2653	-0.0347	-0.0349	-0.0372	0.7471
CREBRF	KIR3DL2	CREBRF	KIR3DL2	0.2409	-0.0198	-0.0199	-0.0142	0.8539
CREBRF	MACROD1	CREBRF	MACROD1	0.2608	-0.0198	-0.0199	-0.0140	0.8539
