source	target	source.symbol	target.symbol	MI	pearson	spearman	rho	p-value
ARNTL	PLCB2	ARNTL	PLCB2	0.1371	-0.0092	-0.0092	-0.0162	0.8996
ARNTL	PQLC1	ARNTL	PQLC1	0.1634	-0.0053	-0.0053	-0.0042	0.9422
ARNTL	RBM28	ARNTL	RBM28	0.1618	-0.0053	-0.0053	-0.0051	0.9422
ARNTL	RSF1	ARNTL	RSF1	0.1667	-0.0151	-0.0152	-0.0420	0.8366
ARNTL	SNAPC1	ARNTL	SNAPC1	0.1755	-0.0075	-0.0075	-0.0107	0.9182
ARNTL	SPATS2	ARNTL	SPATS2	0.1724	0.7516	0.7090	0.9954	0.0000
ARNTL	SPRYD7	ARNTL	SPRYD7	0.1470	-0.0075	-0.0075	-0.0106	0.9182
ARNTL	TBC1D7	ARNTL	TBC1D7	0.1604	-0.0119	-0.0120	-0.0263	0.8703
ARNTL	TRPM7	ARNTL	TRPM7	0.1643	-0.0092	-0.0092	-0.0147	0.8997
ARNTL	USP22	ARNTL	USP22	0.1830	0.6902	0.7015	0.9945	0.0000
ARNTL	WSB1	ARNTL	WSB1	0.1530	-0.0152	-0.0152	-0.0402	0.8349
ARNTL	ZNF593	ARNTL	ZNF593	0.1859	-0.0151	-0.0152	-0.0417	0.8360
ARNTL	ZNF599	ARNTL	ZNF599	0.1555	-0.0075	-0.0075	-0.0099	0.9186
ASCL2	AKNA	ASCL2	AKNA	0.1926	-0.0179	-0.0180	-0.0651	0.8061
ASCL2	ARID5A	ASCL2	ARID5A	0.1774	-0.0189	-0.0189	-0.0676	0.7963
ASCL2	BPNT1	ASCL2	BPNT1	0.1595	-0.0119	-0.0120	-0.0307	0.8701
ASCL2	CD68	ASCL2	CD68	0.1626	-0.0075	-0.0075	-0.0115	0.9182
ASCL2	CEP350	ASCL2	CEP350	0.1513	-0.0141	-0.0142	-0.0401	0.8466
ASCL2	CTSZ	ASCL2	CTSZ	0.1541	-0.0075	-0.0075	-0.0104	0.9182
ASCL2	FAM118B	ASCL2	FAM118B	0.1626	-0.0107	-0.0107	-0.0235	0.8839
ASCL2	GMEB2	ASCL2	GMEB2	0.1809	-0.0075	-0.0075	-0.0105	0.9182
ASCL2	HGS	ASCL2	HGS	0.1462	-0.0106	-0.0107	-0.0244	0.8841
ASCL2	IGLL5	ASCL2	IGLL5	0.1425	-0.0075	-0.0075	-0.0106	0.9184
ASCL2	MTR	ASCL2	MTR	0.1897	-0.0053	-0.0053	-0.0059	0.9422
ASCL2	NFYB	ASCL2	NFYB	0.1644	-0.0119	-0.0120	-0.0297	0.8702
ASCL2	PISD	ASCL2	PISD	0.1584	-0.0075	-0.0075	-0.0115	0.9182
ASCL2	PPP1R16A	ASCL2	PPP1R16A	0.1824	-0.0074	-0.0075	-0.0107	0.9189
ASCL2	S100A8	ASCL2	S100A8	0.1499	-0.0091	-0.0092	-0.0195	0.9008
ASCL2	SLC9B2	ASCL2	SLC9B2	0.1414	-0.0053	-0.0053	-0.0056	0.9422
ASCL2	STXBP2	ASCL2	STXBP2	0.1503	-0.0249	-0.0249	-0.1117	0.7335
ASCL2	WARS2	ASCL2	WARS2	0.1669	-0.0075	-0.0075	-0.0113	0.9184
ATF1	AGPAT1	ATF1	AGPAT1	0.1724	-0.0298	-0.0298	-0.0168	0.6831
ATF1	AGPAT3	ATF1	AGPAT3	0.1742	-0.0171	-0.0171	-0.0053	0.8146
ATF1	CXXC5	ATF1	CXXC5	0.1559	0.2720	0.2930	0.0782	0.0001
ATF1	KCTD10	ATF1	KCTD10	0.1666	-0.0171	-0.0171	-0.0055	0.8146
ATF1	MAST3	ATF1	MAST3	0.1828	-0.0242	-0.0243	-0.0108	0.7400
ATF1	NUDT15	ATF1	NUDT15	0.1713	-0.0379	-0.0387	-0.0277	0.6033
ATF1	PDLIM1	ATF1	PDLIM1	0.1620	-0.0241	-0.0243	-0.0124	0.7416
ATF1	RSF1	ATF1	RSF1	0.1529	-0.0488	-0.0494	-0.0438	0.5041
ATF1	STAG2	ATF1	STAG2	0.1484	-0.0342	-0.0345	-0.0225	0.6399
ATF1	THAP2	ATF1	THAP2	0.1686	-0.0460	-0.0461	-0.0367	0.5287
ATF1	TLN1	ATF1	TLN1	0.1895	-0.0662	-0.0664	-0.0735	0.3645
ATF1	TMEM156	ATF1	TMEM156	0.1781	0.1114	0.1061	0.0762	0.1259
ATF1	TRIM26	ATF1	TRIM26	0.1665	0.3119	0.3102	0.1021	0.0000
ATF1	ZNF668	ATF1	ZNF668	0.1545	-0.0171	-0.0171	-0.0062	0.8146
ATF6	ABI3	ATF6	ABI3	0.1773	-0.0378	-0.0380	-0.0582	0.6041
ATF6	CRIP2	ATF6	CRIP2	0.1682	-0.0472	-0.0474	-0.0973	0.5183
ATF6	FHL3	ATF6	FHL3	0.1504	-0.0107	-0.0107	-0.0051	0.8840
ATF6	GGA1	ATF6	GGA1	0.1809	-0.0284	-0.0287	-0.0350	0.6975
ATF6	KIAA0930	ATF6	KIAA0930	0.1418	0.3609	0.3441	0.2383	0.0000
ATF6	KIAA1430	ATF6	KIAA1430	0.1844	-0.0426	-0.0429	-0.0791	0.5593
ATF6	LY86	ATF6	LY86	0.1741	-0.0151	-0.0151	-0.0102	0.8362
ATF6	MRPS31	ATF6	MRPS31	0.1551	-0.0376	-0.0380	-0.0632	0.6070
ATF6	NBAS	ATF6	NBAS	0.1561	-0.0107	-0.0107	-0.0055	0.8840
ATF6	OPA3	ATF6	OPA3	0.1417	-0.0107	-0.0107	-0.0063	0.8840
ATF6	PSMB5	ATF6	PSMB5	0.1813	-0.0427	-0.0429	-0.0741	0.5588
ATF6	TMCO4	ATF6	TMCO4	0.1727	-0.0182	-0.0186	-0.0149	0.8030
ATF6	TP53	ATF6	TP53	0.1669	-0.0107	-0.0107	-0.0050	0.8840
ATF6	ZMPSTE24	ATF6	ZMPSTE24	0.1501	-0.0214	-0.0215	-0.0203	0.7690
BACH1	ANKRD11	BACH1	ANKRD11	0.1631	-0.0119	-0.0120	-0.0316	0.8702
BACH1	BOD1L1	BACH1	BOD1L1	0.1917	-0.0106	-0.0107	-0.0264	0.8843
BACH1	FCHO1	BACH1	FCHO1	0.1651	-0.0092	-0.0092	-0.0197	0.8997
BACH1	GAA	BACH1	GAA	0.1645	-0.0053	-0.0053	-0.0066	0.9422
BACH1	INADL	BACH1	INADL	0.1794	-0.0053	-0.0053	-0.0064	0.9422
BACH1	ITPR1	BACH1	ITPR1	0.1527	-0.0053	-0.0053	-0.0062	0.9422
BACH1	LDLRAD4	BACH1	LDLRAD4	0.1623	-0.0075	-0.0075	-0.0126	0.9183
BACH1	LRCH3	BACH1	LRCH3	0.1698	-0.0075	-0.0075	-0.0130	0.9182
BACH1	MSMO1	BACH1	MSMO1	0.1574	-0.0074	-0.0075	-0.0120	0.9189
BACH1	NUDT15	BACH1	NUDT15	0.1485	-0.0117	-0.0120	-0.0327	0.8725
BACH1	PASK	BACH1	PASK	0.1754	-0.0233	-0.0235	-0.1180	0.7494
BACH1	PPP6R2	BACH1	PPP6R2	0.1603	-0.0107	-0.0107	-0.0237	0.8840
BACH1	PRRT3	BACH1	PRRT3	0.1542	-0.0075	-0.0075	-0.0130	0.9182
BACH1	RDH14	BACH1	RDH14	0.1633	-0.0092	-0.0092	-0.0186	0.9002
BACH1	SFSWAP	BACH1	SFSWAP	0.1497	-0.0119	-0.0120	-0.0314	0.8703
BACH1	STYXL1	BACH1	STYXL1	0.1904	-0.0107	-0.0107	-0.0256	0.8839
BACH1	ZNF226	BACH1	ZNF226	0.1748	-0.0131	-0.0131	-0.0394	0.8575
BATF	CEP135	BATF	CEP135	0.1831	0.0972	0.1031	0.0566	0.1823
BATF	DNAJC1	BATF	DNAJC1	0.1694	0.0725	0.0737	0.0751	0.3204
BATF	ERCC4	BATF	ERCC4	0.1589	-0.0278	-0.0279	-0.0105	0.7036
BATF	HIST1H2BF	BATF	HIST1H2BF	0.1534	-0.0277	-0.0279	-0.0108	0.7040
BATF	IFI30	BATF	IFI30	0.1708	-0.0196	-0.0197	-0.0055	0.7884
BATF	IMPA2	BATF	IMPA2	0.1555	-0.0339	-0.0343	-0.0140	0.6428
BATF	INTS1	BATF	INTS1	0.1388	-0.0277	-0.0279	-0.0108	0.7044
BATF	IPO5	BATF	IPO5	0.1568	0.0764	0.0708	0.0487	0.2947
BATF	LINC00152	BATF	LINC00152	0.1549	0.1701	0.1835	0.1562	0.0190
BATF	MUT	BATF	MUT	0.1365	-0.0278	-0.0279	-0.0106	0.7036
BATF	PASK	BATF	PASK	0.1612	-0.0864	-0.0875	-0.1001	0.2361
BATF	PITPNM1	BATF	PITPNM1	0.1439	-0.0278	-0.0279	-0.0112	0.7036
BATF	SLK	BATF	SLK	0.1603	-0.0341	-0.0343	-0.0166	0.6403
BATF	TNFRSF1A	BATF	TNFRSF1A	0.1617	0.2083	0.2136	0.1812	0.0039
BATF	VAV3	BATF	VAV3	0.1400	-0.0278	-0.0279	-0.0103	0.7037
BATF	VPS33B	BATF	VPS33B	0.1529	-0.0196	-0.0197	-0.0063	0.7884
BATF	ZNF277	BATF	ZNF277	0.1690	-0.0563	-0.0568	-0.0428	0.4402
BLZF1	BICD1	BLZF1	BICD1	0.1670	-0.0092	-0.0092	-0.0061	0.8997
BLZF1	CTNNB1	BLZF1	CTNNB1	0.2015	-0.0185	-0.0186	-0.0230	0.7995
BLZF1	DNAJB11	BLZF1	DNAJB11	0.1427	-0.0247	-0.0248	-0.0384	0.7349
BLZF1	GNL3L	BLZF1	GNL3L	0.1543	-0.0092	-0.0092	-0.0066	0.8997
BLZF1	GSTP1	BLZF1	GSTP1	0.1681	0.1141	0.0972	0.4276	0.1170
BLZF1	IER2	BLZF1	IER2	0.1554	0.0840	0.0868	0.3754	0.2493
BLZF1	JUND	BLZF1	JUND	0.1617	-0.0227	-0.0229	-0.0344	0.7556
BLZF1	NR4A1	BLZF1	NR4A1	0.1517	-0.0092	-0.0092	-0.0054	0.8997
BLZF1	RTP4	BLZF1	RTP4	0.1642	-0.0159	-0.0160	-0.0147	0.8281
BLZF1	SLC26A11	BLZF1	SLC26A11	0.1882	-0.0160	-0.0160	-0.0187	0.8266
BLZF1	ZDHHC5	BLZF1	ZDHHC5	0.1619	-0.0160	-0.0160	-0.0161	0.8264
BLZF1	ZNF681	BLZF1	ZNF681	0.1581	-0.0092	-0.0092	-0.0057	0.8997
BPNT1	AMN1	BPNT1	AMN1	0.1563	-0.0240	-0.0241	-0.0192	0.7422
BPNT1	ASCL2	BPNT1	ASCL2	0.1595	-0.0119	-0.0120	-0.0046	0.8701
BPNT1	ATG16L2	BPNT1	ATG16L2	0.1673	-0.0269	-0.0270	-0.0249	0.7125
BPNT1	DICER1	BPNT1	DICER1	0.1629	-0.0169	-0.0170	-0.0103	0.8166
BPNT1	EPB41	BPNT1	EPB41	0.1521	-0.0443	-0.0445	-0.0649	0.5442
BPNT1	GNL3L	BPNT1	GNL3L	0.1432	-0.0119	-0.0120	-0.0059	0.8701
BPNT1	HIST1H2BK	BPNT1	HIST1H2BK	0.1370	-0.0342	-0.0345	-0.0375	0.6391
BPNT1	IFI16	BPNT1	IFI16	0.1737	-0.0462	-0.0463	-0.0717	0.5268
BPNT1	IFI30	BPNT1	IFI30	0.1656	-0.0119	-0.0120	-0.0051	0.8701
BPNT1	MTO1	BPNT1	MTO1	0.1725	-0.0268	-0.0270	-0.0250	0.7139
BPNT1	TBC1D7	BPNT1	TBC1D7	0.1956	-0.0269	-0.0270	-0.0254	0.7124
BPNT1	THOP1	BPNT1	THOP1	0.1640	-0.0169	-0.0170	-0.0093	0.8169
BTAF1	ARID5B	BTAF1	ARID5B	0.1630	-0.0264	-0.0268	-0.0763	0.7182
BTAF1	ATXN7L1	BTAF1	ATXN7L1	0.1726	-0.0105	-0.0106	-0.0113	0.8859
BTAF1	CCDC59	BTAF1	CCDC59	0.1603	-0.0239	-0.0243	-0.0617	0.7439
BTAF1	FBXO44	BTAF1	FBXO44	0.1713	-0.0149	-0.0151	-0.0240	0.8388
BTAF1	JUN	BTAF1	JUN	0.1600	0.0015	-0.0043	0.0093	0.9841
BTAF1	MSL1	BTAF1	MSL1	0.1606	-0.0129	-0.0131	-0.0175	0.8602
BTAF1	NR4A1	BTAF1	NR4A1	0.1589	-0.0074	-0.0075	-0.0059	0.9192
BTAF1	PHF19	BTAF1	PHF19	0.1673	0.2655	0.3441	0.4045	0.0002
BTAF1	PHTF1	BTAF1	PHTF1	0.1578	-0.0074	-0.0075	-0.0064	0.9192
BTAF1	SAMD9L	BTAF1	SAMD9L	0.1744	-0.0149	-0.0151	-0.0235	0.8379
BTAF1	VILL	BTAF1	VILL	0.1756	-0.0149	-0.0151	-0.0249	0.8380
BTAF1	ZZEF1	BTAF1	ZZEF1	0.1745	-0.0074	-0.0075	-0.0050	0.9192
CAMTA1	ARNTL	CAMTA1	ARNTL	0.1838	-0.0142	-0.0142	-0.0056	0.8461
CAMTA1	C1orf21	CAMTA1	C1orf21	0.1654	-0.0142	-0.0142	-0.0055	0.8461
CAMTA1	C2orf76	CAMTA1	C2orf76	0.1596	-0.0142	-0.0142	-0.0056	0.8461
CAMTA1	C3orf58	CAMTA1	C3orf58	0.1680	-0.0142	-0.0142	-0.0055	0.8461
CAMTA1	COPRS	CAMTA1	COPRS	0.1833	-0.0245	-0.0248	-0.0144	0.7374
CAMTA1	FAM105B	CAMTA1	FAM105B	0.1515	-0.0246	-0.0248	-0.0166	0.7366
CAMTA1	FAM210B	CAMTA1	FAM210B	0.1692	-0.0320	-0.0321	-0.0272	0.6612
CAMTA1	FLNA	CAMTA1	FLNA	0.1487	-0.0754	-0.0759	-0.1392	0.3010
CAMTA1	GABPA	CAMTA1	GABPA	0.1596	-0.0201	-0.0202	-0.0110	0.7834
CAMTA1	LRRC40	CAMTA1	LRRC40	0.1453	-0.0246	-0.0248	-0.0186	0.7362
CAMTA1	RANBP6	CAMTA1	RANBP6	0.1677	0.2718	0.2088	0.2060	0.0001
CAMTA1	RGS3	CAMTA1	RGS3	0.1454	-0.0142	-0.0142	-0.0047	0.8461
CAMTA1	SLC35A5	CAMTA1	SLC35A5	0.1746	-0.0142	-0.0142	-0.0066	0.8461
CAMTA1	SQLE	CAMTA1	SQLE	0.1462	-0.0142	-0.0142	-0.0058	0.8461
CAMTA1	STOM	CAMTA1	STOM	0.1547	-0.0378	-0.0382	-0.0374	0.6042
CAMTA1	STX10	CAMTA1	STX10	0.1921	0.0764	0.0552	0.1128	0.2950
CAMTA1	TMCO4	CAMTA1	TMCO4	0.1745	-0.0242	-0.0248	-0.0161	0.7399
CAMTA1	WDR70	CAMTA1	WDR70	0.1600	-0.0201	-0.0202	-0.0106	0.7832
CAMTA1	ZNF550	CAMTA1	ZNF550	0.1405	-0.0142	-0.0142	-0.0057	0.8461
CEBPG	C5orf63	CEBPG	C5orf63	0.1838	-0.0092	-0.0092	-0.0055	0.8997
CEBPG	CD63	CEBPG	CD63	0.1509	-0.0455	-0.0457	-0.1106	0.5327
CEBPG	CTSA	CEBPG	CTSA	0.1740	0.1228	0.1197	0.2506	0.0913
CEBPG	DIP2B	CEBPG	DIP2B	0.1521	-0.0092	-0.0092	-0.0055	0.8997
CEBPG	FAM199X	CEBPG	FAM199X	0.1674	-0.0092	-0.0092	-0.0062	0.8997
CEBPG	FAM221A	CEBPG	FAM221A	0.1395	-0.0092	-0.0092	-0.0052	0.8997
CEBPG	FERMT3	CEBPG	FERMT3	0.1833	-0.0479	-0.0480	-0.1206	0.5113
CEBPG	GIGYF2	CEBPG	GIGYF2	0.1569	-0.0160	-0.0160	-0.0141	0.8269
CEBPG	HSH2D	CEBPG	HSH2D	0.1704	-0.0160	-0.0160	-0.0152	0.8267
CEBPG	IPO9	CEBPG	IPO9	0.1693	-0.0130	-0.0131	-0.0093	0.8585
CEBPG	IQGAP1	CEBPG	IQGAP1	0.1577	-0.0264	-0.0265	-0.0397	0.7179
CEBPG	JUN	CEBPG	JUN	0.1760	0.0378	0.0600	0.1631	0.6049
CEBPG	KCTD10	CEBPG	KCTD10	0.1614	-0.0092	-0.0092	-0.0051	0.8997
CEBPG	LRRC42	CEBPG	LRRC42	0.1739	-0.0092	-0.0092	-0.0053	0.8997
CEBPG	MS4A1	CEBPG	MS4A1	0.1746	-0.0129	-0.0131	-0.0096	0.8594
CEBPG	SERPINF1	CEBPG	SERPINF1	0.1658	-0.0092	-0.0092	-0.0041	0.8997
CEBPG	ST3GAL3	CEBPG	ST3GAL3	0.1582	-0.0092	-0.0092	-0.0054	0.8997
CEBPG	THOP1	CEBPG	THOP1	0.1735	-0.0130	-0.0131	-0.0093	0.8584
CITED2	ARIH1	CITED2	ARIH1	0.1567	-0.0306	-0.0307	-0.0056	0.6748
CITED2	ARRB1	CITED2	ARRB1	0.1787	-0.0306	-0.0307	-0.0058	0.6748
CITED2	CBLB	CITED2	CBLB	0.1427	-0.0434	-0.0436	-0.0135	0.5524
CITED2	CFP	CITED2	CFP	0.1511	0.0340	0.0463	0.0105	0.6412
CITED2	DEDD2	CITED2	DEDD2	0.1569	0.0455	0.0306	0.0392	0.5332
CITED2	DIP2B	CITED2	DIP2B	0.1698	-0.0306	-0.0307	-0.0064	0.6748
CITED2	GNL3L	CITED2	GNL3L	0.1478	-0.0306	-0.0307	-0.0070	0.6748
CITED2	GRAP2	CITED2	GRAP2	0.1763	0.0985	0.0902	0.0654	0.1764
CITED2	GSTP1	CITED2	GSTP1	0.1449	0.0397	0.0485	0.0475	0.5867
CITED2	HMOX1	CITED2	HMOX1	0.1746	-0.0306	-0.0307	-0.0058	0.6748
CITED2	ITM2C	CITED2	ITM2C	0.1636	0.0177	0.0071	0.0090	0.8083
CITED2	LRIF1	CITED2	LRIF1	0.1773	0.0570	0.0650	0.0267	0.4348
CITED2	MAFG	CITED2	MAFG	0.1446	-0.0306	-0.0307	-0.0054	0.6748
CITED2	NUDT15	CITED2	NUDT15	0.1691	0.0210	0.0244	0.0093	0.7739
CITED2	ODC1	CITED2	ODC1	0.1542	-0.0880	-0.0885	-0.0457	0.2273
CITED2	PGRMC1	CITED2	PGRMC1	0.1594	-0.0758	-0.0763	-0.0345	0.2986
CITED2	PHTF1	CITED2	PHTF1	0.1531	-0.0306	-0.0307	-0.0063	0.6748
CITED2	RAB33A	CITED2	RAB33A	0.1549	-0.0617	-0.0620	-0.0244	0.3976
CITED2	RCOR3	CITED2	RCOR3	0.1482	0.0925	0.0909	0.0248	0.2045
CITED2	RHOC	CITED2	RHOC	0.1678	0.0263	0.0339	0.0181	0.7185
CITED2	RHOT2	CITED2	RHOT2	0.1636	-0.0930	-0.0942	-0.0532	0.2021
CITED2	ROCK1	CITED2	ROCK1	0.1696	-0.0701	-0.0667	-0.0468	0.3363
CREBRF	ADC	CREBRF	ADC	0.1558	-0.0092	-0.0092	-0.0052	0.8996
CREBRF	AIF1	CREBRF	AIF1	0.1744	-0.0368	-0.0370	-0.0774	0.6146
CREBRF	CARS2	CREBRF	CARS2	0.1644	-0.0160	-0.0160	-0.0149	0.8265
CREBRF	CYB561A3	CREBRF	CYB561A3	0.1499	-0.0264	-0.0265	-0.0400	0.7178
CREBRF	FAM178A	CREBRF	FAM178A	0.1534	-0.0228	-0.0229	-0.0309	0.7543
CREBRF	FERMT3	CREBRF	FERMT3	0.1585	-0.0480	-0.0480	-0.1217	0.5110
CREBRF	IL11RA	CREBRF	IL11RA	0.1573	-0.0130	-0.0131	-0.0106	0.8582
CREBRF	KLHL24	CREBRF	KLHL24	0.1436	-0.0207	-0.0208	-0.0262	0.7771
CREBRF	LRRC42	CREBRF	LRRC42	0.1607	-0.0092	-0.0092	-0.0053	0.8996
CREBRF	MAP4K4	CREBRF	MAP4K4	0.1853	-0.0185	-0.0186	-0.0193	0.7998
CREBRF	MEGF9	CREBRF	MEGF9	0.1484	-0.0131	-0.0131	-0.0105	0.8581
CREBRF	ORC5	CREBRF	ORC5	0.1552	-0.0092	-0.0092	-0.0050	0.8996
CREBRF	SLC26A11	CREBRF	SLC26A11	0.1825	-0.0160	-0.0160	-0.0172	0.8265
CREBRF	SQLE	CREBRF	SQLE	0.1761	-0.0092	-0.0092	-0.0054	0.8996
CREBRF	TET2	CREBRF	TET2	0.1496	-0.0159	-0.0160	-0.0174	0.8273
CTNNB1	ATAD5	CTNNB1	ATAD5	0.1353	-0.0107	-0.0107	-0.0054	0.8840
CTNNB1	BLZF1	CTNNB1	BLZF1	0.2015	-0.0185	-0.0186	-0.0150	0.7995
CTNNB1	BOLA1	CTNNB1	BOLA1	0.1647	-0.0377	-0.0380	-0.0626	0.6054
CTNNB1	C1orf21	CTNNB1	C1orf21	0.1565	-0.0107	-0.0107	-0.0052	0.8840
CTNNB1	CST7	CTNNB1	CST7	0.1714	-0.0411	-0.0413	-0.0737	0.5732
CTNNB1	DGAT1	CTNNB1	DGAT1	0.1787	-0.0107	-0.0107	-0.0051	0.8840
CTNNB1	DOLPP1	CTNNB1	DOLPP1	0.1963	-0.0150	-0.0151	-0.0093	0.8368
CTNNB1	GEMIN4	CTNNB1	GEMIN4	0.1776	-0.0151	-0.0151	-0.0108	0.8362
CTNNB1	IFI16	CTNNB1	IFI16	0.1429	0.1044	0.1018	0.1874	0.1518
CTNNB1	INPP1	CTNNB1	INPP1	0.1719	-0.0151	-0.0151	-0.0115	0.8365
CTNNB1	MTPN	CTNNB1	MTPN	0.1555	-0.0395	-0.0397	-0.0677	0.5880
CTNNB1	NDRG1	CTNNB1	NDRG1	0.1584	-0.0286	-0.0287	-0.0353	0.6949
CTNNB1	PDCD1	CTNNB1	PDCD1	0.1748	-0.0107	-0.0107	-0.0048	0.8840
CTNNB1	PDRG1	CTNNB1	PDRG1	0.1512	-0.0325	-0.0327	-0.0483	0.6561
CTNNB1	PLEKHA3	CTNNB1	PLEKHA3	0.1343	0.1317	0.1460	0.1839	0.0701
CTNNB1	TBC1D23	CTNNB1	TBC1D23	0.1468	-0.0107	-0.0107	-0.0053	0.8840
CTNNB1	TMCO4	CTNNB1	TMCO4	0.1463	-0.0182	-0.0186	-0.0153	0.8028
EGR1	AAMDC	EGR1	AAMDC	0.1615	-0.0214	-0.0215	-0.0197	0.7694
EGR1	C6orf211	EGR1	C6orf211	0.1606	-0.0213	-0.0215	-0.0194	0.7703
EGR1	CASC4	EGR1	CASC4	0.1608	-0.0304	-0.0307	-0.0406	0.6769
EGR1	DCAF10	EGR1	DCAF10	0.1629	-0.0240	-0.0241	-0.0250	0.7425
EGR1	ELL	EGR1	ELL	0.1669	-0.0106	-0.0107	-0.0054	0.8844
EGR1	FCHO1	EGR1	FCHO1	0.1493	-0.0185	-0.0186	-0.0155	0.8002
EGR1	FOS	EGR1	FOS	0.1481	-0.0643	-0.0399	-0.2400	0.3782
EGR1	GAPDH	EGR1	GAPDH	0.1725	-0.0485	-0.0462	-0.1364	0.5068
EGR1	MESDC2	EGR1	MESDC2	0.1433	-0.0437	-0.0444	-0.0832	0.5495
EGR1	N4BP1	EGR1	N4BP1	0.1713	-0.0184	-0.0186	-0.0157	0.8006
EGR1	NCLN	EGR1	NCLN	0.1708	-0.0185	-0.0186	-0.0151	0.8003
EGR1	RAB3IP	EGR1	RAB3IP	0.1383	0.2081	0.2311	0.1788	0.0040
EGR1	TNFRSF18	EGR1	TNFRSF18	0.1466	-0.0213	-0.0215	-0.0212	0.7703
EOMES	AKNA	EOMES	AKNA	0.1848	-0.0179	-0.0180	-0.0619	0.8061
EOMES	ANKRD49	EOMES	ANKRD49	0.1783	-0.0092	-0.0092	-0.0162	0.9001
EOMES	ARHGEF9	EOMES	ARHGEF9	0.1918	-0.0075	-0.0075	-0.0118	0.9183
EOMES	DGCR8	EOMES	DGCR8	0.1396	-0.0092	-0.0092	-0.0153	0.9001
EOMES	DOPEY2	EOMES	DOPEY2	0.1760	-0.0053	-0.0053	-0.0057	0.9422
EOMES	FAM26F	EOMES	FAM26F	0.1622	-0.0151	-0.0152	-0.0453	0.8359
EOMES	IRF7	EOMES	IRF7	0.1944	-0.0152	-0.0152	-0.0424	0.8349
