source	target	source.symbol	target.symbol	MI	pearson	spearman	slope	p-value
AAK1	PPAN	AAK1	PPAN	0.0596	-0.0204	-0.0205	-0.0104	0.3821
AAK1	PPIH	AAK1	PPIH	0.0628	0.0137	0.0122	0.0122	0.5577
AAK1	PPP2R4	AAK1	PPP2R4	0.0551	0.0204	0.0243	0.0187	0.3828
AAK1	PTPRC	AAK1	PTPRC	0.0632	-0.0016	0.0006	-0.0020	0.9467
AAK1	PTTG1IP	AAK1	PTTG1IP	0.0568	-0.0030	0.0013	-0.0030	0.8979
AAK1	RABL2B	AAK1	RABL2B	0.0536	-0.0104	-0.0105	-0.0028	0.6562
AAK1	RANBP1	AAK1	RANBP1	0.0529	-0.0174	-0.0156	-0.0273	0.4573
AAK1	RBM6	AAK1	RBM6	0.0572	0.0015	0.0029	0.0012	0.9482
AAK1	RPS3	AAK1	RPS3	0.0608	0.0338	0.0044	0.0383	0.1478
AAK1	RPS6KA4	AAK1	RPS6KA4	0.0580	-0.0254	-0.0189	-0.0315	0.2771
AAK1	RRN3	AAK1	RRN3	0.0637	-0.0140	-0.0141	-0.0049	0.5488
AAK1	SDR39U1	AAK1	SDR39U1	0.0612	-0.0274	-0.0229	-0.0255	0.2398
AAK1	SFXN1	AAK1	SFXN1	0.0623	-0.0066	-0.0066	-0.0011	0.7773
AAK1	SHPRH	AAK1	SHPRH	0.0527	0.0406	0.0491	0.0096	0.0823
AAK1	SLC25A40	AAK1	SLC25A40	0.0525	-0.0169	-0.0169	-0.0073	0.4701
AAK1	SMC3	AAK1	SMC3	0.0577	0.0114	0.0101	0.0055	0.6250
AAK1	SMG1	AAK1	SMG1	0.0485	0.0462	0.0353	0.0151	0.0480
AAK1	SPEN	AAK1	SPEN	0.0496	0.0378	0.0386	0.0188	0.1055
AAK1	TBCE	AAK1	TBCE	0.0563	-0.0114	-0.0115	-0.0034	0.6239
AAK1	TESC	AAK1	TESC	0.0611	-0.0205	-0.0185	-0.0311	0.3805
AAK1	THAP9-AS1	AAK1	THAP9-AS1	0.0626	-0.0175	-0.0176	-0.0075	0.4537
AAK1	TMED9	AAK1	TMED9	0.0725	-0.0186	-0.0155	-0.0327	0.4262
AAK1	TRA2B	AAK1	TRA2B	0.0489	0.0147	0.0178	0.0267	0.5291
AAK1	TRMT10B	AAK1	TRMT10B	0.0609	0.0136	0.0196	0.0053	0.5590
AAK1	TXNL1	AAK1	TXNL1	0.0849	0.0263	0.0250	0.0155	0.2592
AAK1	USP38	AAK1	USP38	0.0575	-0.0081	-0.0081	-0.0017	0.7291
AAK1	WDR45B	AAK1	WDR45B	0.0607	-0.0209	-0.0210	-0.0110	0.3697
AAK1	WDR89	AAK1	WDR89	0.0598	-0.0047	-0.0047	-0.0006	0.8415
AAK1	YAE1D1	AAK1	YAE1D1	0.0604	-0.0104	-0.0105	-0.0028	0.6551
AAK1	ZNF580	AAK1	ZNF580	0.0658	0.0268	0.0270	0.0247	0.2513
AAK1	ZNF747	AAK1	ZNF747	0.0568	-0.0081	-0.0081	-0.0017	0.7291
AAR2	ABCD1	AAR2	ABCD1	0.0548	-0.0120	-0.0121	-0.0162	0.6062
AAR2	ABL2	AAR2	ABL2	0.0617	-0.0053	-0.0054	-0.0030	0.8188
AAR2	ACOT9	AAR2	ACOT9	0.0536	-0.0116	-0.0117	-0.0151	0.6199
AAR2	ANKRD13C	AAR2	ANKRD13C	0.0667	-0.0031	-0.0031	-0.0011	0.8948
AAR2	AP001258.4	AAR2	AP001258.4	0.0550	-0.0049	-0.0049	-0.0025	0.8346
AAR2	APTX	AAR2	APTX	0.0480	-0.0082	-0.0082	-0.0074	0.7258
AAR2	ARPC5	AAR2	ARPC5	0.0589	0.0313	0.0320	0.0961	0.1800
AAR2	ASAH1	AAR2	ASAH1	0.0588	-0.0018	0.0002	-0.0063	0.9390
AAR2	ATG10	AAR2	ATG10	0.0528	0.0509	0.0539	0.0482	0.0290
AAR2	AZIN1	AAR2	AZIN1	0.0506	-0.0079	-0.0079	-0.0070	0.7360
AAR2	BCAS4	AAR2	BCAS4	0.0619	-0.0038	-0.0038	-0.0015	0.8714
AAR2	BLZF1	AAR2	BLZF1	0.0649	-0.0044	-0.0044	-0.0020	0.8517
AAR2	BPHL	AAR2	BPHL	0.0567	0.0837	0.0886	0.0528	0.0003
AAR2	CCDC107	AAR2	CCDC107	0.0612	0.0272	0.0267	0.0684	0.2437
AAR2	CCDC174	AAR2	CCDC174	0.0633	-0.0126	-0.0127	-0.0175	0.5884
AAR2	CD300C	AAR2	CD300C	0.0619	0.0001	0.0059	0.0003	0.9953
AAR2	CD86	AAR2	CD86	0.0574	-0.0177	-0.0178	-0.0335	0.4477
AAR2	CHMP3	AAR2	CHMP3	0.0597	0.0332	0.0298	0.0785	0.1555
AAR2	CISD2	AAR2	CISD2	0.0568	-0.0130	-0.0131	-0.0184	0.5776
AAR2	CNN2	AAR2	CNN2	0.0655	-0.0066	-0.0058	-0.0184	0.7768
AAR2	CRIPT	AAR2	CRIPT	0.0610	-0.0076	-0.0076	-0.0063	0.7459
AAR2	CUTC	AAR2	CUTC	0.0511	-0.0137	-0.0138	-0.0204	0.5565
AAR2	CYSLTR1	AAR2	CYSLTR1	0.0514	-0.0053	-0.0054	-0.0031	0.8191
AAR2	CYTH4	AAR2	CYTH4	0.0608	0.0761	0.0785	0.2248	0.0011
AAR2	EPRS	AAR2	EPRS	0.0581	0.0407	0.0355	0.0533	0.0809
AAR2	FAM211A	AAR2	FAM211A	0.0502	-0.0088	-0.0088	-0.0084	0.7078
AAR2	FPGS	AAR2	FPGS	0.0664	-0.0136	-0.0136	-0.0199	0.5612
AAR2	GIT2	AAR2	GIT2	0.0539	-0.0149	-0.0150	-0.0242	0.5220
AAR2	GMFB	AAR2	GMFB	0.0642	-0.0062	-0.0062	-0.0042	0.7913
AAR2	GPR75-ASB3	AAR2	GPR75-ASB3	0.0526	-0.0038	-0.0038	-0.0015	0.8719
AAR2	GTF2F1	AAR2	GTF2F1	0.0736	0.0620	0.0617	0.1016	0.0079
AAR2	GTPBP1	AAR2	GTPBP1	0.0542	-0.0138	-0.0138	-0.0208	0.5558
AAR2	HAGHL	AAR2	HAGHL	0.0532	-0.0069	-0.0069	-0.0052	0.7674
AAR2	HGSNAT	AAR2	HGSNAT	0.0496	0.0706	0.0693	0.1034	0.0025
AAR2	HSD17B12	AAR2	HSD17B12	0.0597	-0.0053	-0.0054	-0.0030	0.8188
AAR2	IARS2	AAR2	IARS2	0.0535	-0.0085	-0.0085	-0.0080	0.7168
AAR2	INPP5K	AAR2	INPP5K	0.0542	-0.0130	-0.0131	-0.0185	0.5777
AAR2	JRKL	AAR2	JRKL	0.0579	-0.0079	-0.0079	-0.0072	0.7353
AAR2	KANSL1-AS1	AAR2	KANSL1-AS1	0.0499	-0.0053	-0.0054	-0.0032	0.8188
AAR2	KDM5C	AAR2	KDM5C	0.0577	-0.0120	-0.0121	-0.0159	0.6067
AAR2	KNOP1	AAR2	KNOP1	0.0652	-0.0085	-0.0085	-0.0081	0.7173
AAR2	LILRB4	AAR2	LILRB4	0.0497	0.0136	0.0185	0.0360	0.5613
AAR2	LRCH1	AAR2	LRCH1	0.0547	-0.0038	-0.0038	-0.0017	0.8714
AAR2	MAPK13	AAR2	MAPK13	0.0574	-0.0038	-0.0038	-0.0016	0.8714
AAR2	MED22	AAR2	MED22	0.0793	-0.0088	-0.0088	-0.0086	0.7078
AAR2	MLLT11	AAR2	MLLT11	0.0501	-0.0088	-0.0088	-0.0087	0.7076
AAR2	MRPS11	AAR2	MRPS11	0.0497	-0.0184	-0.0185	-0.0361	0.4298
AAR2	MRPS14	AAR2	MRPS14	0.0623	0.0480	0.0455	0.0938	0.0395
AAR2	MZT2A	AAR2	MZT2A	0.0564	-0.0288	-0.0289	-0.0857	0.2172
AAR2	NDUFAF4	AAR2	NDUFAF4	0.0586	-0.0072	-0.0073	-0.0057	0.7566
AAR2	NDUFB7	AAR2	NDUFB7	0.0567	0.0223	0.0229	0.0996	0.3390
AAR2	NME8	AAR2	NME8	0.0625	-0.0049	-0.0049	-0.0027	0.8343
AAR2	NOLC1	AAR2	NOLC1	0.0526	-0.0103	-0.0103	-0.0118	0.6596
AAR2	PARP16	AAR2	PARP16	0.0468	-0.0038	-0.0038	-0.0016	0.8716
AAR2	PCBD1	AAR2	PCBD1	0.0556	-0.0196	-0.0197	-0.0409	0.4001
AAR2	PCYT1A	AAR2	PCYT1A	0.0562	0.0559	0.0475	0.0585	0.0165
AAR2	PITPNB	AAR2	PITPNB	0.0619	0.0995	0.1069	0.0538	0.0000
AAR2	PTAFR	AAR2	PTAFR	0.0639	0.0571	0.0610	0.1277	0.0144
AAR2	PTPRA	AAR2	PTPRA	0.0515	0.0317	0.0290	0.0460	0.1741
AAR2	RBM48	AAR2	RBM48	0.0578	-0.0066	-0.0066	-0.0047	0.7790
AAR2	RCC1	AAR2	RCC1	0.0522	-0.0073	-0.0073	-0.0059	0.7560
AAR2	RNF41	AAR2	RNF41	0.0770	-0.0079	-0.0079	-0.0069	0.7357
AAR2	RNPS1	AAR2	RNPS1	0.0491	-0.0025	-0.0015	-0.0063	0.9155
AAR2	RP11-640M9.1	AAR2	RP11-640M9.1	0.0593	-0.0076	-0.0076	-0.0062	0.7459
AAR2	RP5-886K2.3	AAR2	RP5-886K2.3	0.0606	-0.0038	-0.0038	-0.0015	0.8717
AAR2	SCAF11	AAR2	SCAF11	0.0691	-0.0204	-0.0205	-0.0450	0.3815
AAR2	SEC62	AAR2	SEC62	0.0532	0.0166	0.0188	0.0455	0.4760
AAR2	STARD3NL	AAR2	STARD3NL	0.0491	-0.0098	-0.0098	-0.0104	0.6748
AAR2	STAU1	AAR2	STAU1	0.0687	-0.0122	-0.0123	-0.0166	0.6008
AAR2	STT3A	AAR2	STT3A	0.0546	-0.0044	-0.0044	-0.0020	0.8520
AAR2	STX16	AAR2	STX16	0.0694	-0.0156	-0.0157	-0.0270	0.5036
AAR2	SUDS3	AAR2	SUDS3	0.0586	-0.0136	-0.0136	-0.0203	0.5611
AAR2	TACC1	AAR2	TACC1	0.0552	-0.0184	-0.0185	-0.0369	0.4298
AAR2	TAF1B	AAR2	TAF1B	0.0549	-0.0038	-0.0038	-0.0015	0.8720
AAR2	TMED10	AAR2	TMED10	0.0607	-0.0210	-0.0211	-0.0465	0.3677
AAR2	TMEM209	AAR2	TMEM209	0.0560	-0.0022	-0.0022	-0.0005	0.9255
AAR2	TRAF3	AAR2	TRAF3	0.0630	-0.0072	-0.0073	-0.0058	0.7567
AAR2	ULK1	AAR2	ULK1	0.0675	-0.0141	-0.0142	-0.0223	0.5453
AAR2	UPF3B	AAR2	UPF3B	0.0599	-0.0112	-0.0112	-0.0141	0.6321
AAR2	URM1	AAR2	URM1	0.0710	0.0380	0.0333	0.0861	0.1038
AAR2	USB1	AAR2	USB1	0.0612	-0.0103	-0.0103	-0.0121	0.6598
AAR2	VHL	AAR2	VHL	0.0528	-0.0076	-0.0076	-0.0064	0.7461
AAR2	ZDHHC6	AAR2	ZDHHC6	0.0567	-0.0082	-0.0082	-0.0073	0.7259
AAR2	ZNF689	AAR2	ZNF689	0.0657	-0.0049	-0.0049	-0.0027	0.8350
AARSD1	ABHD8	AARSD1	ABHD8	0.0559	-0.0125	-0.0126	-0.0140	0.5918
AARSD1	AC093673.5	AARSD1	AC093673.5	0.0548	-0.0189	-0.0189	-0.0312	0.4187
AARSD1	ADCK4	AARSD1	ADCK4	0.0596	-0.0081	-0.0081	-0.0061	0.7282
AARSD1	AKIP1	AARSD1	AKIP1	0.0586	-0.0122	-0.0123	-0.0139	0.5999
AARSD1	AP3B1	AARSD1	AP3B1	0.0599	-0.0085	-0.0085	-0.0068	0.7160
AARSD1	ARID3B	AARSD1	ARID3B	0.0507	-0.0069	-0.0069	-0.0043	0.7668
AARSD1	ARL2	AARSD1	ARL2	0.0610	0.0482	0.0483	0.1006	0.0388
AARSD1	ARMC8	AARSD1	ARMC8	0.0522	-0.0077	-0.0078	-0.0052	0.7403
AARSD1	ATG16L1	AARSD1	ATG16L1	0.0540	-0.0035	-0.0035	-0.0011	0.8822
AARSD1	ATXN10	AARSD1	ATXN10	0.0537	-0.0173	-0.0174	-0.0252	0.4588
AARSD1	BEND5	AARSD1	BEND5	0.0546	-0.0035	-0.0035	-0.0009	0.8822
AARSD1	C12orf10	AARSD1	C12orf10	0.0612	0.0014	0.0008	0.0029	0.9516
AARSD1	C2orf49	AARSD1	C2orf49	0.0574	-0.0101	-0.0101	-0.0092	0.6648
AARSD1	C8orf82	AARSD1	C8orf82	0.0556	0.0304	0.0263	0.0377	0.1935
AARSD1	CARS2	AARSD1	CARS2	0.0600	-0.0312	-0.0312	-0.0830	0.1815
AARSD1	CDKN1B	AARSD1	CDKN1B	0.0613	-0.0098	-0.0098	-0.0084	0.6755
AARSD1	CDYL	AARSD1	CDYL	0.0515	-0.0088	-0.0089	-0.0071	0.7055
AARSD1	CEP350	AARSD1	CEP350	0.0667	-0.0120	-0.0121	-0.0128	0.6064
AARSD1	CHAF1A	AARSD1	CHAF1A	0.0511	0.0254	0.0248	0.0326	0.2769
AARSD1	CHST11	AARSD1	CHST11	0.0545	-0.0110	-0.0110	-0.0110	0.6381
AARSD1	CKMT2-AS1	AARSD1	CKMT2-AS1	0.0550	-0.0042	-0.0042	-0.0017	0.8566
AARSD1	CMPK1	AARSD1	CMPK1	0.0590	0.0362	0.0377	0.0353	0.1210
AARSD1	CNOT3	AARSD1	CNOT3	0.0594	-0.0146	-0.0146	-0.0190	0.5320
AARSD1	DDX27	AARSD1	DDX27	0.0586	0.0132	0.0175	0.0191	0.5705
AARSD1	DHTKD1	AARSD1	DHTKD1	0.0507	-0.0085	-0.0085	-0.0064	0.7170
AARSD1	GEMIN4	AARSD1	GEMIN4	0.0499	-0.0060	-0.0060	-0.0033	0.7972
AARSD1	GFOD1	AARSD1	GFOD1	0.0520	0.0681	0.0635	0.0461	0.0035
AARSD1	GLS	AARSD1	GLS	0.0666	-0.0049	-0.0049	-0.0021	0.8346
AARSD1	GPR75-ASB3	AARSD1	GPR75-ASB3	0.0649	-0.0042	-0.0042	-0.0015	0.8567
AARSD1	GS1-124K5.4	AARSD1	GS1-124K5.4	0.0712	-0.0073	-0.0074	-0.0051	0.7533
AARSD1	GTDC1	AARSD1	GTDC1	0.0669	-0.0042	-0.0042	-0.0017	0.8559
AARSD1	HELZ	AARSD1	HELZ	0.0511	-0.0085	-0.0085	-0.0064	0.7164
AARSD1	HERC4	AARSD1	HERC4	0.0560	-0.0065	-0.0065	-0.0037	0.7814
AARSD1	HIBCH	AARSD1	HIBCH	0.0612	0.0686	0.0676	0.0450	0.0033
AARSD1	HSBP1L1	AARSD1	HSBP1L1	0.0697	-0.0113	-0.0113	-0.0114	0.6298
AARSD1	IFFO1	AARSD1	IFFO1	0.0661	0.0266	0.0267	0.0540	0.2553
AARSD1	ITSN2	AARSD1	ITSN2	0.0597	-0.0112	-0.0113	-0.0114	0.6306
AARSD1	KHNYN	AARSD1	KHNYN	0.0568	0.0339	0.0314	0.0396	0.1465
AARSD1	KLHL36	AARSD1	KLHL36	0.0576	-0.0107	-0.0107	-0.0104	0.6472
AARSD1	LRWD1	AARSD1	LRWD1	0.0518	-0.0049	-0.0049	-0.0021	0.8344
AARSD1	LSM5	AARSD1	LSM5	0.0675	0.0250	0.0224	0.0338	0.2845
AARSD1	LYSMD2	AARSD1	LYSMD2	0.0638	0.0134	0.0121	0.0217	0.5664
AARSD1	MDP1	AARSD1	MDP1	0.0517	0.0250	0.0213	0.0340	0.2837
AARSD1	MEF2D	AARSD1	MEF2D	0.0606	0.0053	0.0045	0.0102	0.8200
AARSD1	METTL5	AARSD1	METTL5	0.0627	0.0673	0.0594	0.0899	0.0039
AARSD1	MRGBP	AARSD1	MRGBP	0.0511	-0.0107	-0.0107	-0.0102	0.6471
AARSD1	MRPS26	AARSD1	MRPS26	0.0533	-0.0233	-0.0234	-0.0470	0.3181
AARSD1	NIF3L1	AARSD1	NIF3L1	0.0574	-0.0049	-0.0049	-0.0021	0.8340
AARSD1	NME2	AARSD1	NME2	0.0570	-0.0146	-0.0146	-0.0189	0.5325
AARSD1	PATZ1	AARSD1	PATZ1	0.0532	-0.0073	-0.0074	-0.0049	0.7531
AARSD1	PET117	AARSD1	PET117	0.0652	-0.0101	-0.0101	-0.0093	0.6651
AARSD1	PGRMC2	AARSD1	PGRMC2	0.0580	0.1412	0.1288	0.1009	0.0000
AARSD1	PPARD	AARSD1	PPARD	0.0560	0.0559	0.0591	0.0413	0.0165
AARSD1	PPIH	AARSD1	PPIH	0.0562	-0.0191	-0.0191	-0.0317	0.4144
AARSD1	PRPF19	AARSD1	PRPF19	0.0567	-0.0166	-0.0166	-0.0242	0.4780
AARSD1	R3HCC1	AARSD1	R3HCC1	0.0588	0.0156	0.0136	0.0251	0.5052
AARSD1	RAB33A	AARSD1	RAB33A	0.0622	-0.0024	-0.0024	-0.0005	0.9165
AARSD1	RAB34	AARSD1	RAB34	0.0668	0.0054	-0.0037	0.0124	0.8187
AARSD1	RARA	AARSD1	RARA	0.0580	-0.0199	-0.0199	-0.0347	0.3951
AARSD1	RCCD1	AARSD1	RCCD1	0.0545	-0.0073	-0.0074	-0.0049	0.7534
AARSD1	REV1	AARSD1	REV1	0.0533	-0.0085	-0.0085	-0.0064	0.7163
AARSD1	RFXANK	AARSD1	RFXANK	0.0552	0.0354	0.0362	0.0836	0.1297
AARSD1	RIPK3	AARSD1	RIPK3	0.0548	-0.0081	-0.0081	-0.0058	0.7286
AARSD1	RNF4	AARSD1	RNF4	0.0617	-0.0115	-0.0116	-0.0117	0.6220
AARSD1	RP11-47L3.1	AARSD1	RP11-47L3.1	0.0611	-0.0055	-0.0055	-0.0028	0.8148
AARSD1	RPIA	AARSD1	RPIA	0.0617	-0.0137	-0.0137	-0.0164	0.5572
AARSD1	SEC61G	AARSD1	SEC61G	0.0651	-0.0115	-0.0104	-0.0287	0.6218
AARSD1	SHQ1	AARSD1	SHQ1	0.0517	-0.0042	-0.0042	-0.0015	0.8566
AARSD1	SLC27A5	AARSD1	SLC27A5	0.0509	-0.0115	-0.0116	-0.0116	0.6219
AARSD1	STK4	AARSD1	STK4	0.0575	0.0315	0.0272	0.0386	0.1771
AARSD1	STMN1	AARSD1	STMN1	0.0639	-0.0081	-0.0081	-0.0055	0.7284
AARSD1	SULT1A1	AARSD1	SULT1A1	0.0579	-0.0126	-0.0129	-0.0342	0.5880
AARSD1	SYTL1	AARSD1	SYTL1	0.0591	-0.0185	-0.0186	-0.0303	0.4274
AARSD1	TAB2	AARSD1	TAB2	0.0558	-0.0024	-0.0024	-0.0005	0.9165
AARSD1	TADA2B	AARSD1	TADA2B	0.0605	-0.0069	-0.0069	-0.0044	0.7668
AARSD1	TADA3	AARSD1	TADA3	0.0520	0.0121	0.0110	0.0202	0.6045
AARSD1	TBC1D17	AARSD1	TBC1D17	0.0607	-0.0110	-0.0110	-0.0105	0.6387
AARSD1	TBCE	AARSD1	TBCE	0.0716	-0.0060	-0.0060	-0.0033	0.7973
AARSD1	TBL1X	AARSD1	TBL1X	0.0560	-0.0113	-0.0113	-0.0115	0.6295
AARSD1	TMEM223	AARSD1	TMEM223	0.0657	-0.0160	-0.0160	-0.0228	0.4929
AARSD1	TUFM	AARSD1	TUFM	0.0519	-0.0094	-0.0088	-0.0296	0.6873
AARSD1	USP19	AARSD1	USP19	0.0525	-0.0101	-0.0101	-0.0095	0.6646
AARSD1	VNN2	AARSD1	VNN2	0.0788	-0.0104	-0.0104	-0.0100	0.6560
AARSD1	ZDHHC1	AARSD1	ZDHHC1	0.0573	0.0058	0.0078	0.0151	0.8050
AARSD1	ZMYND8	AARSD1	ZMYND8	0.0575	-0.0085	-0.0085	-0.0067	0.7164
AARSD1	ZNF681	AARSD1	ZNF681	0.0710	-0.0024	-0.0024	-0.0006	0.9165
AASDH	AC002117.1	AASDH	AC002117.1	0.0603	-0.0032	-0.0032	-0.0029	0.8904
AASDH	AC002310.12	AASDH	AC002310.12	0.0617	-0.0020	-0.0020	-0.0011	0.9306
AASDH	ACP1	AASDH	ACP1	0.0576	-0.0154	-0.0155	-0.0607	0.5087
AASDH	AIDA	AASDH	AIDA	0.0499	-0.0029	-0.0029	-0.0021	0.9019
AASDH	APOBEC3G	AASDH	APOBEC3G	0.0616	-0.0052	-0.0052	-0.0069	0.8246
AASDH	ARSD	AASDH	ARSD	0.0513	-0.0087	-0.0087	-0.0201	0.7094
AASDH	ARV1	AASDH	ARV1	0.0734	-0.0029	-0.0029	-0.0020	0.9028
AASDH	ASF1A	AASDH	ASF1A	0.0601	-0.0029	-0.0029	-0.0022	0.9020
AASDH	ATF3	AASDH	ATF3	0.0561	-0.0137	-0.0138	-0.0487	0.5570
AASDH	ATP2A2	AASDH	ATP2A2	0.0559	-0.0087	-0.0087	-0.0197	0.7097
AASDH	ATP6V0A2	AASDH	ATP6V0A2	0.0638	-0.0029	-0.0029	-0.0023	0.9021
AASDH	BAP1	AASDH	BAP1	0.0553	-0.0087	-0.0087	-0.0201	0.7097
AASDH	BBIP1	AASDH	BBIP1	0.0632	-0.0054	-0.0054	-0.0077	0.8176
AASDH	C19orf55	AASDH	C19orf55	0.0667	-0.0038	-0.0038	-0.0040	0.8706
AASDH	C1QBP	AASDH	C1QBP	0.0610	0.0022	0.0085	0.0104	0.9252
AASDH	CCL5	AASDH	CCL5	0.0635	-0.0029	-0.0029	-0.0024	0.9024
AASDH	CD19	AASDH	CD19	0.0588	-0.0014	-0.0014	-0.0005	0.9509
AASDH	CD40	AASDH	CD40	0.0665	-0.0061	-0.0062	-0.0096	0.7937
AASDH	CELA1	AASDH	CELA1	0.0631	-0.0029	-0.0029	-0.0021	0.9023
AASDH	CHURC1	AASDH	CHURC1	0.0503	0.0118	0.0181	0.0486	0.6128
AASDH	CLEC7A	AASDH	CLEC7A	0.0495	-0.0123	-0.0124	-0.0396	0.5974
AASDH	CLIP4	AASDH	CLIP4	0.0640	-0.0038	-0.0038	-0.0041	0.8705
AASDH	COX11	AASDH	COX11	0.0659	-0.0048	-0.0048	-0.0058	0.8381
AASDH	CSTB	AASDH	CSTB	0.0680	-0.0064	-0.0060	-0.0481	0.7835
AASDH	CTD-3184A7.4	AASDH	CTD-3184A7.4	0.0589	-0.0102	-0.0102	-0.0274	0.6628
AASDH	EIF2AK2	AASDH	EIF2AK2	0.0588	-0.0043	-0.0043	-0.0049	0.8534
AASDH	ELK3	AASDH	ELK3	0.0488	-0.0048	-0.0048	-0.0060	0.8381
AASDH	ENTPD3-AS1	AASDH	ENTPD3-AS1	0.0492	-0.0035	-0.0035	-0.0032	0.8800
AASDH	FBXO8	AASDH	FBXO8	0.0542	-0.0035	-0.0035	-0.0033	0.8804
AASDH	FCER1A	AASDH	FCER1A	0.0741	0.0665	0.0702	0.2444	0.0044
