source	target	source.symbol	target.symbol	MI	pearson	spearman	slope	p-value
AAK1	TIMP1	AAK1	TIMP1	0.1381	0.0519	0.0524	0.0610	0.0223
AAK1	TMEM258	AAK1	TMEM258	0.1595	0.0178	-0.0001	0.0248	0.4332
AAK1	TMEM50A	AAK1	TMEM50A	0.1489	0.0626	0.0604	0.0780	0.0058
AAK1	U2AF2	AAK1	U2AF2	0.0619	-0.0151	-0.0157	-0.0089	0.5077
AAK1	U2SURP	AAK1	U2SURP	0.0667	0.0489	0.0461	0.0483	0.0314
AAK1	UAP1	AAK1	UAP1	0.0536	-0.0326	-0.0321	-0.0176	0.1517
AAK1	UBE2L6	AAK1	UBE2L6	0.1371	0.0832	0.0852	0.0995	0.0002
AAK1	WDR37	AAK1	WDR37	0.0651	0.0734	0.0701	0.0497	0.0012
AAK1	WDR74	AAK1	WDR74	0.0750	0.0054	0.0001	0.0052	0.8122
AAK1	YWHAQ	AAK1	YWHAQ	0.1516	0.0359	0.0314	0.0444	0.1148
AAR2	ACAD9	AAR2	ACAD9	0.0465	-0.0154	-0.0154	-0.0122	0.4988
AAR2	AGPAT5	AAR2	AGPAT5	0.0690	-0.0108	-0.0109	-0.0065	0.6334
AAR2	ATP2A3	AAR2	ATP2A3	0.0628	-0.0052	-0.0049	-0.0069	0.8177
AAR2	BCR	AAR2	BCR	0.0533	-0.0140	-0.0141	-0.0103	0.5372
AAR2	C12orf45	AAR2	C12orf45	0.0603	-0.0061	-0.0063	-0.0085	0.7878
AAR2	C21orf119	AAR2	C21orf119	0.0705	0.0270	0.0277	0.0303	0.2344
AAR2	CASP7	AAR2	CASP7	0.0616	0.0064	0.0071	0.0066	0.7769
AAR2	CCBL1	AAR2	CCBL1	0.0568	-0.0113	-0.0113	-0.0069	0.6195
AAR2	CD8A	AAR2	CD8A	0.0484	0.0002	0.0004	0.0004	0.9922
AAR2	CEBPZ-AS1	AAR2	CEBPZ-AS1	0.0509	0.0015	0.0002	0.0026	0.9464
AAR2	CEP120	AAR2	CEP120	0.0423	0.0172	0.0180	0.0142	0.4482
AAR2	CHTOP	AAR2	CHTOP	0.0506	0.0098	0.0098	0.0207	0.6657
AAR2	CLN8	AAR2	CLN8	0.0619	-0.0157	-0.0157	-0.0130	0.4896
AAR2	CSNK1G3	AAR2	CSNK1G3	0.0511	0.0271	0.0272	0.0401	0.2336
AAR2	CTC-503J8.6	AAR2	CTC-503J8.6	0.0531	-0.0144	-0.0144	-0.0107	0.5269
AAR2	DCAF15	AAR2	DCAF15	0.0649	-0.0048	-0.0037	-0.0061	0.8320
AAR2	DDAH2	AAR2	DDAH2	0.0574	0.0232	0.0239	0.0493	0.3086
AAR2	DPH7	AAR2	DPH7	0.0575	0.0073	0.0087	0.0072	0.7477
AAR2	EEA1	AAR2	EEA1	0.0628	-0.0049	-0.0038	-0.0062	0.8302
AAR2	EEF1E1	AAR2	EEF1E1	0.0720	-0.0033	-0.0028	-0.0057	0.8840
AAR2	EIF3I	AAR2	EIF3I	0.0564	-0.0242	-0.0234	-0.0765	0.2876
AAR2	EPSTI1	AAR2	EPSTI1	0.0460	-0.0090	-0.0094	-0.0132	0.6939
AAR2	FAM78A	AAR2	FAM78A	0.0662	-0.0041	-0.0039	-0.0053	0.8557
AAR2	GBP3	AAR2	GBP3	0.0519	0.0073	0.0064	0.0077	0.7491
AAR2	GPI	AAR2	GPI	0.0539	-0.0220	-0.0219	-0.0399	0.3341
AAR2	GTF2H3	AAR2	GTF2H3	0.0581	-0.0117	-0.0117	-0.0073	0.6062
AAR2	HGSNAT	AAR2	HGSNAT	0.0479	-0.0064	-0.0068	-0.0089	0.7779
AAR2	HNRNPH2	AAR2	HNRNPH2	0.0587	0.0043	0.0048	0.0081	0.8509
AAR2	IKBKB	AAR2	IKBKB	0.0535	0.0295	0.0303	0.0322	0.1952
AAR2	ILVBL	AAR2	ILVBL	0.0608	-0.0194	-0.0195	-0.0199	0.3930
AAR2	ITCH	AAR2	ITCH	0.0653	0.0146	0.0155	0.0196	0.5199
AAR2	JADE1	AAR2	JADE1	0.0484	-0.0045	-0.0041	-0.0058	0.8439
AAR2	KDELR1	AAR2	KDELR1	0.0489	0.0269	0.0267	0.0556	0.2368
AAR2	KIAA0430	AAR2	KIAA0430	0.0575	-0.0147	-0.0148	-0.0113	0.5173
AAR2	KIF21B	AAR2	KIF21B	0.0650	0.0192	0.0198	0.0151	0.3975
AAR2	LTBP4	AAR2	LTBP4	0.0575	-0.0175	-0.0176	-0.0162	0.4411
AAR2	LY86	AAR2	LY86	0.0641	-0.0062	-0.0063	-0.0022	0.7838
AAR2	MAP4K4	AAR2	MAP4K4	0.0646	0.0253	0.0243	0.0186	0.2660
AAR2	MEX3C	AAR2	MEX3C	0.0528	-0.0209	-0.0210	-0.0227	0.3570
AAR2	MGST1	AAR2	MGST1	0.0609	-0.0031	-0.0031	-0.0006	0.8907
AAR2	MLLT6	AAR2	MLLT6	0.0696	0.0453	0.0465	0.0772	0.0462
AAR2	NAGK	AAR2	NAGK	0.0626	0.0107	0.0110	0.0154	0.6375
AAR2	NGFRAP1	AAR2	NGFRAP1	0.0642	-0.0160	-0.0161	-0.0132	0.4812
AAR2	NQO1	AAR2	NQO1	0.0558	-0.0166	-0.0167	-0.0143	0.4642
AAR2	NUDT9	AAR2	NUDT9	0.0515	-0.0256	-0.0256	-0.0333	0.2602
AAR2	NUP93	AAR2	NUP93	0.0568	0.0039	0.0033	0.0044	0.8621
AAR2	OCEL1	AAR2	OCEL1	0.0588	-0.0351	-0.0352	-0.0613	0.1221
AAR2	PCGF5	AAR2	PCGF5	0.0556	0.0172	0.0173	0.0285	0.4496
AAR2	PNPLA6	AAR2	PNPLA6	0.0599	-0.0147	-0.0148	-0.0113	0.5175
AAR2	PNRC2.1	AAR2	PNRC2.1	0.0586	-0.0021	-0.0025	-0.0026	0.9270
AAR2	PPP1R35	AAR2	PPP1R35	0.0495	0.0180	0.0187	0.0345	0.4291
AAR2	PPP1R37	AAR2	PPP1R37	0.0500	-0.0140	-0.0141	-0.0104	0.5371
AAR2	PREB	AAR2	PREB	0.0549	-0.0000	-0.0006	-0.0000	0.9995
AAR2	PTER	AAR2	PTER	0.0486	-0.0199	-0.0200	-0.0208	0.3807
AAR2	RCE1	AAR2	RCE1	0.0611	0.0006	0.0001	0.0007	0.9804
AAR2	RECK	AAR2	RECK	0.0576	0.0177	0.0204	0.0137	0.4361
AAR2	RNF139-AS1	AAR2	RNF139-AS1	0.0592	-0.0099	-0.0099	-0.0051	0.6634
AAR2	RPL34	AAR2	RPL34	0.0719	-0.0207	-0.0140	-0.0239	0.3620
AAR2	RREB1	AAR2	RREB1	0.0549	-0.0113	-0.0113	-0.0067	0.6195
AAR2	S1PR1	AAR2	S1PR1	0.0467	0.0284	0.0287	0.0317	0.2112
AAR2	SKI	AAR2	SKI	0.0509	0.0397	0.0384	0.0228	0.0807
AAR2	SLMAP	AAR2	SLMAP	0.0590	-0.0014	-0.0006	-0.0017	0.9500
AAR2	STX6	AAR2	STX6	0.0662	-0.0163	-0.0164	-0.0140	0.4724
AAR2	SUN1	AAR2	SUN1	0.0517	0.0141	0.0149	0.0123	0.5357
AAR2	SZT2	AAR2	SZT2	0.0585	0.0253	0.0253	0.0182	0.2654
AAR2	TAZ	AAR2	TAZ	0.0465	-0.0040	-0.0059	-0.0056	0.8609
AAR2	TIPARP-AS1	AAR2	TIPARP-AS1	0.0500	0.0080	0.0099	0.0076	0.7258
AAR2	TNFSF8	AAR2	TNFSF8	0.0530	-0.0070	-0.0070	-0.0026	0.7588
AAR2	TNIP2	AAR2	TNIP2	0.0607	0.0062	0.0036	0.0101	0.7853
AAR2	TRAF3IP2	AAR2	TRAF3IP2	0.0490	-0.0121	-0.0122	-0.0077	0.5936
AAR2	TRIM52	AAR2	TRIM52	0.0613	-0.0212	-0.0212	-0.0235	0.3514
AAR2	TSR1	AAR2	TSR1	0.0634	0.0566	0.0585	0.0430	0.0128
AAR2	UBE2E2	AAR2	UBE2E2	0.0595	-0.0062	-0.0063	-0.0021	0.7835
AAR2	UBE3D	AAR2	UBE3D	0.0655	0.0381	0.0398	0.0208	0.0935
AAR2	UQCRC1	AAR2	UQCRC1	0.0534	0.0235	0.0233	0.0595	0.3015
AAR2	VWA9	AAR2	VWA9	0.0575	0.0178	0.0168	0.0151	0.4349
AAR2	XPNPEP3	AAR2	XPNPEP3	0.0521	0.0113	0.0068	0.0120	0.6180
AAR2	XPO1	AAR2	XPO1	0.0687	0.0123	0.0126	0.0172	0.5895
AAR2	YEATS4	AAR2	YEATS4	0.0605	-0.0274	-0.0274	-0.0383	0.2287
AAR2	ZCCHC10	AAR2	ZCCHC10	0.0546	0.0247	0.0248	0.0380	0.2782
AAR2	ZGLP1	AAR2	ZGLP1	0.0572	-0.0054	-0.0054	-0.0015	0.8119
AAR2	ZNF335	AAR2	ZNF335	0.0523	0.0963	0.0913	0.0978	0.0000
AAR2	ZNF33B	AAR2	ZNF33B	0.0508	0.0343	0.0338	0.0210	0.1319
AAR2	ZNF655	AAR2	ZNF655	0.0619	0.0116	0.0123	0.0265	0.6094
AAR2	ZNF714	AAR2	ZNF714	0.0538	0.0198	0.0216	0.0148	0.3846
AARSD1	ABCB7	AARSD1	ABCB7	0.0558	0.0405	0.0438	0.0373	0.0752
AARSD1	ABHD13	AARSD1	ABHD13	0.0776	0.0259	0.0283	0.0296	0.2542
AARSD1	AC074138.3	AARSD1	AC074138.3	0.0550	-0.0142	-0.0142	-0.0108	0.5330
AARSD1	ACACA	AARSD1	ACACA	0.0588	-0.0124	-0.0124	-0.0084	0.5870
AARSD1	ADRBK2	AARSD1	ADRBK2	0.0525	-0.0031	-0.0031	-0.0005	0.8923
AARSD1	AGPS	AARSD1	AGPS	0.0528	-0.0152	-0.0152	-0.0123	0.5050
AARSD1	AIM1	AARSD1	AIM1	0.0502	-0.0131	-0.0131	-0.0093	0.5642
AARSD1	AIMP1	AARSD1	AIMP1	0.0698	0.0049	0.0053	0.0112	0.8279
AARSD1	AMICA1	AARSD1	AMICA1	0.0606	-0.0135	-0.0135	-0.0099	0.5537
AARSD1	ANKRD42	AARSD1	ANKRD42	0.0464	-0.0142	-0.0142	-0.0110	0.5336
AARSD1	ARIH2	AARSD1	ARIH2	0.0580	0.0341	0.0324	0.0696	0.1339
AARSD1	ARL6IP6	AARSD1	ARL6IP6	0.0498	-0.0155	-0.0156	-0.0262	0.4961
AARSD1	AZIN1	AARSD1	AZIN1	0.0658	0.0014	0.0024	0.0016	0.9506
AARSD1	B3GNT2	AARSD1	B3GNT2	0.0604	0.0012	-0.0023	0.0016	0.9563
AARSD1	BLOC1S2	AARSD1	BLOC1S2	0.0553	-0.0076	-0.0069	-0.0168	0.7386
AARSD1	C18orf25	AARSD1	C18orf25	0.0507	0.0765	0.0715	0.0525	0.0008
AARSD1	C4orf48	AARSD1	C4orf48	0.0552	-0.0260	-0.0261	-0.0357	0.2526
AARSD1	C6orf89	AARSD1	C6orf89	0.0571	-0.0006	-0.0004	-0.0008	0.9785
AARSD1	C7orf49	AARSD1	C7orf49	0.0529	-0.0100	-0.0103	-0.0155	0.6607
AARSD1	CAAP1	AARSD1	CAAP1	0.0629	-0.0170	-0.0170	-0.0154	0.4554
AARSD1	CATSPER1	AARSD1	CATSPER1	0.0743	-0.0191	-0.0190	-0.0345	0.4022
AARSD1	CCDC101	AARSD1	CCDC101	0.0515	-0.0065	-0.0046	-0.0117	0.7756
AARSD1	CCDC57	AARSD1	CCDC57	0.0433	-0.0385	-0.0386	-0.0750	0.0904
AARSD1	CHD1L	AARSD1	CHD1L	0.0602	-0.0184	-0.0184	-0.0179	0.4195
AARSD1	CHPT1	AARSD1	CHPT1	0.0555	-0.0218	-0.0219	-0.0252	0.3376
AARSD1	CTBP1	AARSD1	CTBP1	0.0469	0.0184	0.0184	0.0367	0.4186
AARSD1	CTD-2020K17.4	AARSD1	CTD-2020K17.4	0.0525	0.0585	0.0566	0.0257	0.0100
AARSD1	DHODH	AARSD1	DHODH	0.0622	-0.0124	-0.0124	-0.0081	0.5870
AARSD1	DTX3L	AARSD1	DTX3L	0.0601	0.0074	0.0084	0.0075	0.7454
AARSD1	EPS8L2	AARSD1	EPS8L2	0.0577	0.0010	0.0022	0.0012	0.9652
AARSD1	ERLIN1	AARSD1	ERLIN1	0.0547	0.0304	0.0335	0.0185	0.1807
AARSD1	ESF1	AARSD1	ESF1	0.0537	-0.0229	-0.0230	-0.0278	0.3135
AARSD1	FAM103A1	AARSD1	FAM103A1	0.0534	-0.0039	-0.0031	-0.0050	0.8651
AARSD1	FAM195B	AARSD1	FAM195B	0.0551	-0.0138	-0.0139	-0.0103	0.5433
AARSD1	FAM98B	AARSD1	FAM98B	0.0556	-0.0184	-0.0184	-0.0180	0.4196
AARSD1	FUNDC2	AARSD1	FUNDC2	0.0593	0.0076	0.0102	0.0199	0.7389
AARSD1	FZR1	AARSD1	FZR1	0.0562	-0.0161	-0.0161	-0.0140	0.4790
AARSD1	GFOD2	AARSD1	GFOD2	0.0509	-0.0119	-0.0120	-0.0077	0.5995
AARSD1	GLYR1	AARSD1	GLYR1	0.0490	-0.0240	-0.0241	-0.0303	0.2915
AARSD1	ISYNA1	AARSD1	ISYNA1	0.0545	-0.0234	-0.0234	-0.0288	0.3043
AARSD1	LIMK2	AARSD1	LIMK2	0.0579	-0.0061	-0.0062	-0.0021	0.7872
AARSD1	LIN37	AARSD1	LIN37	0.0616	-0.0119	-0.0120	-0.0076	0.5993
AARSD1	LINC00115	AARSD1	LINC00115	0.0627	-0.0131	-0.0131	-0.0094	0.5644
AARSD1	LMO4	AARSD1	LMO4	0.0651	0.0015	0.0005	0.0031	0.9486
AARSD1	LPIN2	AARSD1	LPIN2	0.0504	-0.0020	-0.0018	-0.0026	0.9292
AARSD1	MGRN1	AARSD1	MGRN1	0.0558	-0.0197	-0.0197	-0.0206	0.3873
AARSD1	MLH3	AARSD1	MLH3	0.0441	0.0444	0.0488	0.0385	0.0508
AARSD1	MNAT1	AARSD1	MNAT1	0.0501	0.0118	0.0118	0.0217	0.6033
AARSD1	NAIF1	AARSD1	NAIF1	0.0428	0.0162	0.0201	0.0131	0.4761
AARSD1	NAPRT1	AARSD1	NAPRT1	0.0565	-0.0286	-0.0287	-0.0427	0.2080
AARSD1	NBAS	AARSD1	NBAS	0.0624	0.0560	0.0561	0.0245	0.0138
AARSD1	NR1H3	AARSD1	NR1H3	0.0562	0.0251	0.0217	0.0201	0.2700
AARSD1	NUDT9	AARSD1	NUDT9	0.0540	-0.0025	-0.0031	-0.0033	0.9115
AARSD1	ORAOV1	AARSD1	ORAOV1	0.0549	-0.0191	-0.0192	-0.0196	0.3999
AARSD1	PDE6D	AARSD1	PDE6D	0.0592	0.0318	0.0324	0.0457	0.1613
AARSD1	PDXDC1	AARSD1	PDXDC1	0.0580	-0.0184	-0.0184	-0.0181	0.4195
AARSD1	PNRC2.1	AARSD1	PNRC2.1	0.0657	-0.0244	-0.0245	-0.0315	0.2830
AARSD1	POLR3C	AARSD1	POLR3C	0.0495	-0.0220	-0.0221	-0.0260	0.3329
AARSD1	PRKCQ	AARSD1	PRKCQ	0.0498	0.0031	0.0030	0.0036	0.8908
AARSD1	RBM34	AARSD1	RBM34	0.0659	0.0828	0.0809	0.0929	0.0003
AARSD1	RP11-18H21.1	AARSD1	RP11-18H21.1	0.0678	-0.0131	-0.0131	-0.0091	0.5641
AARSD1	RPP14	AARSD1	RPP14	0.0533	-0.0181	-0.0181	-0.0175	0.4262
AARSD1	SDCCAG3	AARSD1	SDCCAG3	0.0494	-0.0097	-0.0098	-0.0050	0.6682
AARSD1	SESN3	AARSD1	SESN3	0.0649	-0.0062	-0.0062	-0.0021	0.7866
AARSD1	SFXN1	AARSD1	SFXN1	0.0462	0.0008	0.0009	0.0010	0.9702
AARSD1	SGTB	AARSD1	SGTB	0.0540	-0.0082	-0.0082	-0.0036	0.7198
AARSD1	SLC35C1	AARSD1	SLC35C1	0.0579	0.0264	0.0259	0.0191	0.2463
AARSD1	SMG5	AARSD1	SMG5	0.0485	0.0252	0.0207	0.0206	0.2668
AARSD1	SMUG1	AARSD1	SMUG1	0.0609	0.0023	0.0025	0.0027	0.9188
AARSD1	SNRNP27	AARSD1	SNRNP27	0.0510	-0.0244	-0.0242	-0.0486	0.2839
AARSD1	TBC1D1	AARSD1	TBC1D1	0.0549	-0.0254	-0.0255	-0.0343	0.2634
AARSD1	TFIP11	AARSD1	TFIP11	0.0443	-0.0209	-0.0209	-0.0232	0.3586
AARSD1	TGDS	AARSD1	TGDS	0.0565	-0.0155	-0.0155	-0.0128	0.4961
AARSD1	TMEM128	AARSD1	TMEM128	0.0509	0.0199	0.0222	0.0248	0.3808
AARSD1	TRAPPC5	AARSD1	TRAPPC5	0.0498	-0.0184	-0.0184	-0.0181	0.4192
AARSD1	TRIM52	AARSD1	TRIM52	0.0495	0.0060	0.0054	0.0067	0.7935
AARSD1	TSPAN3	AARSD1	TSPAN3	0.0502	0.0065	0.0055	0.0073	0.7743
AARSD1	TSR1	AARSD1	TSR1	0.0540	0.0301	0.0240	0.0232	0.1852
AARSD1	TTC39C	AARSD1	TTC39C	0.0558	-0.0051	-0.0052	-0.0096	0.8220
AARSD1	TYW3	AARSD1	TYW3	0.0539	-0.0206	-0.0207	-0.0228	0.3646
AARSD1	UQCC2	AARSD1	UQCC2	0.0530	-0.0141	-0.0129	-0.0288	0.5345
AARSD1	YIPF1	AARSD1	YIPF1	0.0512	-0.0213	-0.0214	-0.0243	0.3485
AARSD1	ZC3H8	AARSD1	ZC3H8	0.0564	0.0390	0.0401	0.0628	0.0861
AARSD1	ZFAND3	AARSD1	ZFAND3	0.0534	0.0168	0.0198	0.0214	0.4590
AARSD1	ZNF576	AARSD1	ZNF576	0.0597	0.0220	0.0220	0.0174	0.3332
AARSD1	ZXDA	AARSD1	ZXDA	0.0582	-0.0115	-0.0116	-0.0073	0.6117
AASDH	AC022182.3	AASDH	AC022182.3	0.0610	-0.0187	-0.0187	-0.0123	0.4109
AASDH	AC079305.10	AASDH	AC079305.10	0.0535	-0.0266	-0.0267	-0.0243	0.2418
AASDH	ACADVL	AASDH	ACADVL	0.0519	0.0046	0.0048	0.0089	0.8396
AASDH	AK3	AASDH	AK3	0.0714	0.0339	0.0356	0.0424	0.1359
AASDH	APEX1	AASDH	APEX1	0.0662	0.0071	0.0059	0.0150	0.7553
AASDH	ARFGAP3	AASDH	ARFGAP3	0.0617	-0.0083	-0.0082	-0.0140	0.7156
AASDH	C2orf68	AASDH	C2orf68	0.0594	-0.0199	-0.0199	-0.0140	0.3813
AASDH	C4orf33	AASDH	C4orf33	0.0534	0.0466	0.0477	0.0373	0.0405
AASDH	CD59	AASDH	CD59	0.0505	-0.0001	0.0045	-0.0001	0.9969
AASDH	CEP135	AASDH	CEP135	0.0514	-0.0049	-0.0053	-0.0044	0.8302
AASDH	CFD	AASDH	CFD	0.0644	-0.0039	-0.0039	-0.0005	0.8644
AASDH	CLPX	AASDH	CLPX	0.0612	-0.0125	-0.0127	-0.0134	0.5826
AASDH	CSNK1G3	AASDH	CSNK1G3	0.0477	0.0058	0.0078	0.0071	0.7992
AASDH	CSNK2A2	AASDH	CSNK2A2	0.0511	0.0084	0.0112	0.0053	0.7133
AASDH	CTD-2228K2.5	AASDH	CTD-2228K2.5	0.0500	0.0058	0.0060	0.0041	0.7992
AASDH	CUL1	AASDH	CUL1	0.0508	0.0206	0.0232	0.0253	0.3656
AASDH	EMB	AASDH	EMB	0.0516	-0.0318	-0.0320	-0.0614	0.1623
AASDH	EMC7	AASDH	EMC7	0.0662	0.0570	0.0571	0.1171	0.0121
AASDH	ENG	AASDH	ENG	0.0622	0.0417	0.0429	0.0264	0.0666
AASDH	EPN1	AASDH	EPN1	0.0516	0.0198	0.0218	0.0208	0.3844
AASDH	ERI3	AASDH	ERI3	0.0510	0.0226	0.0240	0.0346	0.3204
AASDH	FAM122B	AASDH	FAM122B	0.0600	-0.0269	-0.0270	-0.0250	0.2364
AASDH	FBXO44	AASDH	FBXO44	0.0488	0.0039	0.0047	0.0040	0.8653
AASDH	GPX7	AASDH	GPX7	0.0591	-0.0066	-0.0061	-0.0081	0.7701
AASDH	HARS	AASDH	HARS	0.0479	0.0293	0.0295	0.0479	0.1982
AASDH	IQCB1	AASDH	IQCB1	0.0610	-0.0203	-0.0203	-0.0142	0.3719
AASDH	ITM2A	AASDH	ITM2A	0.0548	-0.0165	-0.0167	-0.0272	0.4676
AASDH	JAKMIP1	AASDH	JAKMIP1	0.0620	-0.0123	-0.0123	-0.0054	0.5887
AASDH	KIAA2026	AASDH	KIAA2026	0.0541	-0.0233	-0.0235	-0.0303	0.3053
AASDH	LCMT1	AASDH	LCMT1	0.0572	-0.0392	-0.0392	-0.0520	0.0848
AASDH	LENG1	AASDH	LENG1	0.0623	-0.0256	-0.0258	-0.0511	0.2611
AASDH	LINC00649	AASDH	LINC00649	0.0578	-0.0003	0.0035	-0.0002	0.9895
AASDH	LTBP4	AASDH	LTBP4	0.0532	0.0027	0.0029	0.0021	0.9051
AASDH	MAP9	AASDH	MAP9	0.0491	0.0213	0.0241	0.0168	0.3490
AASDH	MAZ	AASDH	MAZ	0.0542	0.0062	0.0067	0.0110	0.7860
AASDH	MBD4	AASDH	MBD4	0.0750	0.0067	0.0071	0.0099	0.7688
AASDH	MCCC2	AASDH	MCCC2	0.0629	-0.0195	-0.0196	-0.0134	0.3905
AASDH	MGAT2	AASDH	MGAT2	0.0567	-0.0109	-0.0124	-0.0153	0.6302
AASDH	MOSPD1	AASDH	MOSPD1	0.0601	-0.0014	-0.0010	-0.0011	0.9511
AASDH	MRPL13	AASDH	MRPL13	0.0737	-0.0294	-0.0296	-0.0418	0.1956
AASDH	MRPS2	AASDH	MRPS2	0.0468	0.0952	0.0987	0.1167	0.0000
AASDH	MRPS34	AASDH	MRPS34	0.0611	-0.0039	-0.0061	-0.0093	0.8643
AASDH	MSH3	AASDH	MSH3	0.0491	0.0375	0.0370	0.0252	0.0993
AASDH	NFATC3	AASDH	NFATC3	0.0512	0.0516	0.0524	0.0790	0.0232
AASDH	NOP2	AASDH	NOP2	0.0476	0.0047	0.0055	0.0034	0.8355
AASDH	NR1D2	AASDH	NR1D2	0.0540	0.0451	0.0470	0.0441	0.0474
AASDH	NSMCE2	AASDH	NSMCE2	0.0594	-0.0097	-0.0091	-0.0124	0.6701
AASDH	NUTM2A-AS1	AASDH	NUTM2A-AS1	0.0698	-0.0147	-0.0146	-0.0158	0.5185
