source	target	source.symbol	target.symbol	MI	pearson	spearman	rho	p-value
ENSG00000005889	ENSG00000101246	ZFX	ARFRP1	0.2842	-0.0297	-0.0297	-0.0349	0.7875
ENSG00000005889	ENSG00000102125	ZFX	TAZ	0.2613	-0.0463	-0.0464	-0.0837	0.6737
ENSG00000005889	ENSG00000111237	ZFX	VPS29	0.2905	-0.0388	-0.0388	-0.0596	0.7247
ENSG00000005889	ENSG00000131473	ZFX	ACLY	0.3198	-0.0344	-0.0345	-0.0478	0.7548
ENSG00000005889	ENSG00000135506	ZFX	OS9	0.3497	0.2906	0.2816	0.4635	0.0070
ENSG00000005889	ENSG00000140280	ZFX	LYSMD2	0.3287	-0.0296	-0.0297	-0.0349	0.7880
ENSG00000005889	ENSG00000156471	ZFX	PTDSS1	0.3360	-0.0387	-0.0388	-0.0618	0.7252
ENSG00000005889	ENSG00000163508	ZFX	EOMES	0.3359	-0.0241	-0.0241	-0.0260	0.8268
ENSG00000005889	ENSG00000164187	ZFX	LMBRD2	0.3073	-0.0169	-0.0169	-0.0109	0.8778
ENSG00000005889	ENSG00000164828	ZFX	SUN1	0.2613	-0.0345	-0.0345	-0.0472	0.7542
ENSG00000005889	ENSG00000185917	ZFX	SETD4	0.3278	-0.0296	-0.0297	-0.0382	0.7879
ENSG00000005889	ENSG00000188895	ZFX	MSL1	0.3680	-0.0388	-0.0388	-0.0568	0.7246
ENSG00000006194	CD14	ZNF263	CD14_TotalSeqB	0.3270	0.0228	-0.0044	0.0268	0.8357
ENSG00000006194	ENSG00000013583	ZNF263	HEBP1	0.3081	-0.0119	-0.0119	-0.0127	0.9139
ENSG00000006194	ENSG00000101343	ZNF263	CRNKL1	0.3112	-0.0209	-0.0209	-0.0376	0.8496
ENSG00000006194	ENSG00000102119	ZNF263	EMD	0.3201	-0.0168	-0.0169	-0.0227	0.8785
ENSG00000006194	ENSG00000109667	ZNF263	SLC2A9	0.3145	-0.0119	-0.0119	-0.0126	0.9139
ENSG00000006194	ENSG00000120055	ZNF263	C10orf95	0.3016	-0.0169	-0.0169	-0.0248	0.8777
ENSG00000006194	ENSG00000136122	ZNF263	BORA	0.3088	-0.0119	-0.0119	-0.0134	0.9139
ENSG00000006194	ENSG00000140829	ZNF263	DHX38	0.3554	-0.0208	-0.0209	-0.0369	0.8502
ENSG00000006194	ENSG00000144591	ZNF263	GMPPA	0.3785	-0.0119	-0.0119	-0.0122	0.9139
ENSG00000006194	ENSG00000148840	ZNF263	PPRC1	0.3185	-0.0119	-0.0119	-0.0138	0.9139
ENSG00000006194	ENSG00000157350	ZNF263	ST3GAL2	0.2910	-0.0208	-0.0209	-0.0380	0.8502
ENSG00000006194	ENSG00000158480	ZNF263	SPATA2	0.3081	-0.0119	-0.0119	-0.0123	0.9139
ENSG00000006194	ENSG00000164307	ZNF263	ERAP1	0.3069	-0.0169	-0.0169	-0.0263	0.8778
ENSG00000006194	ENSG00000184162	ZNF263	NR2C2AP	0.3316	-0.0209	-0.0209	-0.0363	0.8497
ENSG00000006194	ENSG00000185800	ZNF263	DMWD	0.3205	-0.0242	-0.0242	-0.0505	0.8261
ENSG00000006194	ENSG00000198551	ZNF263	ZNF627	0.3510	-0.0119	-0.0119	-0.0119	0.9139
ENSG00000006194	ENSG00000253438	ZNF263	PCAT1	0.3113	-0.0326	-0.0326	-0.0860	0.7667
ENSG00000006194	ENSG00000255733	ZNF263	IFNG-AS1	0.2993	-0.0241	-0.0242	-0.0485	0.8269
ENSG00000006194	ENSG00000261740	ZNF263	BOLA2-SMG1P6	0.3028	-0.0119	-0.0119	-0.0114	0.9139
ENSG00000006576	ENSG00000033030	PHTF2	ZCCHC8	0.3490	-0.0426	-0.0427	-0.0688	0.6989
ENSG00000006576	ENSG00000099290	PHTF2	WASHC2A	0.3020	-0.0240	-0.0241	-0.0242	0.8276
ENSG00000006576	ENSG00000103145	PHTF2	HCFC1R1	0.2828	-0.0240	-0.0241	-0.0232	0.8277
ENSG00000006576	ENSG00000103226	PHTF2	NOMO3	0.2604	-0.0240	-0.0241	-0.0267	0.8275
ENSG00000006576	ENSG00000110851	PHTF2	PRDM4	0.2762	-0.0169	-0.0169	-0.0117	0.8782
ENSG00000006576	ENSG00000112081	PHTF2	SRSF3	0.2846	0.0087	0.0194	0.0300	0.9369
ENSG00000006576	ENSG00000125870	PHTF2	SNRPB2	0.2987	0.2389	0.2793	0.3620	0.0277
ENSG00000006576	ENSG00000131171	PHTF2	SH3BGRL	0.3310	-0.0426	-0.0427	-0.0675	0.6989
ENSG00000006576	ENSG00000131788	PHTF2	PIAS3	0.2965	-0.0240	-0.0241	-0.0228	0.8276
ENSG00000006576	ENSG00000136059	PHTF2	VILL	0.3336	-0.0296	-0.0297	-0.0342	0.7883
ENSG00000006576	ENSG00000141552	PHTF2	ANAPC11	0.3273	-0.0239	-0.0241	-0.0259	0.8278
ENSG00000006576	ENSG00000157077	PHTF2	ZFYVE9	0.3222	-0.0169	-0.0169	-0.0125	0.8782
ENSG00000006576	ENSG00000159348	PHTF2	CYB5R1	0.2884	-0.0293	-0.0297	-0.0357	0.7904
ENSG00000006576	ENSG00000165629	PHTF2	ATP5F1C	0.3157	-0.0240	-0.0241	-0.0204	0.8275
ENSG00000006576	ENSG00000186532	PHTF2	SMYD4	0.3215	-0.0386	-0.0388	-0.0540	0.7261
ENSG00000006576	ENSG00000261740	PHTF2	BOLA2-SMG1P6	0.2684	-0.0169	-0.0169	-0.0108	0.8782
ENSG00000006576	ENSG00000263787	PHTF2	SKAP1-AS1	0.3538	-0.0240	-0.0241	-0.0240	0.8275
ENSG00000007866	ENSG00000132581	TEAD3	SDF2	0.3218	0.5505	0.5311	1.0142	0.0000
ENSG00000007866	ENSG00000135972	TEAD3	MRPS9	0.3111	-0.0169	-0.0169	-0.0123	0.8778
ENSG00000007866	ENSG00000136824	TEAD3	SMC2	0.3697	0.5260	0.5000	0.5085	0.0000
ENSG00000007866	ENSG00000140563	TEAD3	MCTP2	0.3403	-0.0344	-0.0345	-0.0489	0.7548
ENSG00000007866	ENSG00000149582	TEAD3	TMEM25	0.2659	0.2852	0.2869	0.4681	0.0082
ENSG00000007866	ENSG00000163755	TEAD3	HPS3	0.2793	-0.0241	-0.0241	-0.0242	0.8269
ENSG00000007866	ENSG00000166595	TEAD3	FAM96B	0.3260	-0.0296	-0.0297	-0.0360	0.7882
ENSG00000007866	ENSG00000166780	TEAD3	C16orf45	0.3246	-0.0169	-0.0169	-0.0134	0.8778
ENSG00000007866	ENSG00000168591	TEAD3	TMUB2	0.3146	-0.0342	-0.0345	-0.0486	0.7560
ENSG00000007866	ENSG00000174891	TEAD3	RSRC1	0.2911	-0.0427	-0.0427	-0.0729	0.6982
ENSG00000007866	ENSG00000176261	TEAD3	ZBTB8OS	0.2750	-0.0387	-0.0388	-0.0603	0.7250
ENSG00000007866	ENSG00000264247	TEAD3	LINC00909	0.2876	-0.0241	-0.0241	-0.0238	0.8269
ENSG00000008083	ENSG00000074842	JARID2	MYDGF	0.2882	-0.0943	-0.0946	-0.1130	0.3908
ENSG00000008083	ENSG00000100453	JARID2	GZMB	0.3058	0.2261	0.2455	0.1335	0.0375
ENSG00000008083	ENSG00000104812	JARID2	GYS1	0.2934	-0.0300	-0.0300	-0.0119	0.7854
ENSG00000008083	ENSG00000108771	JARID2	DHX58	0.3361	-0.0300	-0.0300	-0.0119	0.7854
ENSG00000008083	ENSG00000115464	JARID2	USP34	0.3365	-0.1056	-0.1058	-0.1367	0.3361
ENSG00000008083	ENSG00000132205	JARID2	EMILIN2	0.3304	-0.0300	-0.0300	-0.0115	0.7854
ENSG00000008083	ENSG00000132522	JARID2	GPS2	0.2877	0.1434	0.1284	0.1384	0.1904
ENSG00000008083	ENSG00000136240	JARID2	KDELR2	0.3034	0.4133	0.3929	0.3514	0.0001
ENSG00000008083	ENSG00000168958	JARID2	MFF	0.3176	-0.0426	-0.0427	-0.0246	0.6985
ENSG00000008083	ENSG00000169410	JARID2	PTPN9	0.2357	0.1631	0.1816	0.1141	0.1360
ENSG00000008083	ENSG00000172466	JARID2	ZNF24	0.3346	-0.0525	-0.0527	-0.0367	0.6332
ENSG00000008083	ENSG00000180957	JARID2	PITPNB	0.3218	-0.0426	-0.0427	-0.0267	0.6984
ENSG00000008083	ENSG00000187257	JARID2	RSBN1L	0.3106	0.5539	0.5656	0.8625	0.0000
ENSG00000008083	ENSG00000198522	JARID2	GPN1	0.2452	0.3423	0.3705	0.1259	0.0013
ENSG00000008083	ENSG00000225938	JARID2	AL109741.1	0.3146	-0.0426	-0.0427	-0.0246	0.6984
ENSG00000008083	ENSG00000261669	JARID2	AC008731.1	0.2949	-0.0300	-0.0300	-0.0118	0.7854
ENSG00000008083	ENSG00000273137	JARID2	AL022328.2	0.2847	-0.0524	-0.0527	-0.0374	0.6336
ENSG00000008405	ENSG00000057657	CRY1	PRDM1	0.3373	-0.0298	-0.0300	-0.0736	0.7866
ENSG00000008405	ENSG00000058056	CRY1	USP13	0.2213	-0.0119	-0.0119	-0.0117	0.9139
ENSG00000008405	ENSG00000100483	CRY1	VCPKMT	0.2800	-0.0119	-0.0119	-0.0121	0.9139
ENSG00000008405	ENSG00000103653	CRY1	CSK	0.3550	-0.0350	-0.0351	-0.0953	0.7507
ENSG00000008405	ENSG00000116288	CRY1	PARK7	0.3293	-0.0300	-0.0300	-0.0668	0.7851
ENSG00000008405	ENSG00000125457	CRY1	MIF4GD	0.3615	-0.0119	-0.0119	-0.0125	0.9139
ENSG00000008405	ENSG00000130826	CRY1	DKC1	0.3101	-0.0241	-0.0242	-0.0477	0.8265
ENSG00000008405	ENSG00000133639	CRY1	BTG1	0.2959	0.0662	0.1334	0.2096	0.5473
ENSG00000008405	ENSG00000137824	CRY1	RMDN3	0.2790	0.7735	0.7113	0.9903	0.0000
ENSG00000008405	ENSG00000149474	CRY1	KAT14	0.2950	-0.0169	-0.0169	-0.0214	0.8777
ENSG00000008405	ENSG00000151779	CRY1	NBAS	0.3477	-0.0119	-0.0119	-0.0114	0.9139
ENSG00000008405	ENSG00000154001	CRY1	PPP2R5E	0.2669	-0.0326	-0.0326	-0.0810	0.7672
ENSG00000008405	ENSG00000160075	CRY1	SSU72	0.3061	-0.0272	-0.0273	-0.0592	0.8048
ENSG00000008405	ENSG00000160613	CRY1	PCSK7	0.3125	0.1677	0.1965	0.7937	0.1250
ENSG00000008405	ENSG00000162601	CRY1	MYSM1	0.3092	-0.0299	-0.0300	-0.0680	0.7856
ENSG00000008405	ENSG00000183111	CRY1	ARHGEF37	0.2547	-0.0169	-0.0169	-0.0234	0.8779
ENSG00000008405	ENSG00000204257	CRY1	HLA-DMA	0.2878	-0.0169	-0.0169	-0.0246	0.8779
ENSG00000009954	ENSG00000028310	BAZ1B	BRD9	0.2711	-0.1150	-0.1150	-0.1376	0.2947
ENSG00000009954	ENSG00000087338	BAZ1B	GMCL1	0.2997	-0.0664	-0.0665	-0.0492	0.5459
ENSG00000009954	ENSG00000099985	BAZ1B	OSM	0.3184	-0.0464	-0.0464	-0.0244	0.6730
ENSG00000009954	ENSG00000108469	BAZ1B	RECQL5	0.2893	-0.0464	-0.0464	-0.0260	0.6735
ENSG00000009954	ENSG00000113716	BAZ1B	HMGXB3	0.2941	-0.0326	-0.0326	-0.0126	0.7668
ENSG00000009954	ENSG00000118971	BAZ1B	CCND2	0.3275	-0.1211	-0.1208	-0.1434	0.2697
ENSG00000009954	ENSG00000130479	BAZ1B	MAP1S	0.3444	-0.0660	-0.0665	-0.0525	0.5486
ENSG00000009954	ENSG00000132406	BAZ1B	TMEM128	0.3321	-0.0572	-0.0572	-0.0363	0.6031
ENSG00000009954	ENSG00000143595	BAZ1B	AQP10	0.3144	0.3383	0.3358	0.1240	0.0015
ENSG00000009954	ENSG00000151247	BAZ1B	EIF4E	0.3138	0.1196	0.1236	0.0903	0.2757
ENSG00000009954	ENSG00000152620	BAZ1B	NADK2	0.3105	-0.0326	-0.0326	-0.0108	0.7668
ENSG00000009954	ENSG00000160285	BAZ1B	LSS	0.2932	0.1580	0.1689	0.1065	0.1487
ENSG00000009954	ENSG00000162402	BAZ1B	USP24	0.2913	0.3315	0.3223	0.2302	0.0019
ENSG00000009954	ENSG00000165097	BAZ1B	KDM1B	0.2646	-0.0326	-0.0326	-0.0121	0.7668
ENSG00000009954	ENSG00000166681	BAZ1B	BEX3	0.3582	-0.0326	-0.0326	-0.0131	0.7668
ENSG00000009954	ENSG00000172175	BAZ1B	MALT1	0.3498	-0.0746	-0.0748	-0.0596	0.4975
ENSG00000009954	ENSG00000173230	BAZ1B	GOLGB1	0.3201	-0.1141	-0.1150	-0.1457	0.2985
ENSG00000009954	ENSG00000173588	BAZ1B	CEP83	0.3319	-0.0572	-0.0572	-0.0351	0.6031
ENSG00000009954	ENSG00000174903	BAZ1B	RAB1B	0.3140	0.3724	0.3731	0.1491	0.0004
ENSG00000009954	ENSG00000189409	BAZ1B	MMP23B	0.3174	-0.0326	-0.0326	-0.0124	0.7668
ENSG00000009954	ENSG00000205339	BAZ1B	IPO7	0.3154	0.1080	0.0940	0.0922	0.3251
ENSG00000010244	ENSG00000011295	ZNF207	TTC19	0.2962	-0.0394	-0.0637	-0.0329	0.7204
ENSG00000010244	ENSG00000047365	ZNF207	ARAP2	0.3112	-0.2676	-0.2646	-0.2389	0.0133
ENSG00000010244	ENSG00000051108	ZNF207	HERPUD1	0.3352	0.2904	0.3415	0.3299	0.0070
ENSG00000010244	ENSG00000067082	ZNF207	KLF6	0.3811	0.2158	0.1940	0.2618	0.0473
ENSG00000010244	ENSG00000070814	ZNF207	TCOF1	0.3858	0.3561	0.3793	0.2724	0.0008
ENSG00000010244	ENSG00000075624	ZNF207	ACTB	0.3390	0.1821	0.0726	0.1905	0.0953
ENSG00000010244	ENSG00000092847	ZNF207	AGO1	0.2891	0.2676	0.2557	0.0815	0.0133
ENSG00000010244	ENSG00000100485	ZNF207	SOS2	0.2749	0.2278	0.2388	0.0586	0.0360
ENSG00000010244	ENSG00000100575	ZNF207	TIMM9	0.2831	0.0634	0.0529	0.0212	0.5641
ENSG00000010244	ENSG00000111300	ZNF207	NAA25	0.3431	-0.0661	-0.0654	-0.0149	0.5478
ENSG00000010244	ENSG00000116001	ZNF207	TIA1	0.2858	-0.0191	-0.0202	-0.0092	0.8623
ENSG00000010244	ENSG00000123136	ZNF207	DDX39A	0.3345	0.0052	0.0090	0.0038	0.9627
ENSG00000010244	ENSG00000130706	ZNF207	ADRM1	0.3420	0.0645	0.0608	0.0225	0.5576
ENSG00000010244	ENSG00000132475	ZNF207	H3F3B	0.3353	0.2111	0.2581	0.1954	0.0524
ENSG00000010244	ENSG00000136731	ZNF207	UGGT1	0.3324	-0.0539	-0.0569	-0.0292	0.6242
ENSG00000010244	ENSG00000141293	ZNF207	SKAP1	0.2782	-0.1085	-0.1048	-0.0701	0.3231
ENSG00000010244	ENSG00000163660	ZNF207	CCNL1	0.3014	0.0552	0.0401	0.0638	0.6160
ENSG00000010244	ENSG00000172809	ZNF207	RPL38	0.3509	0.1170	0.1275	0.1322	0.2864
ENSG00000010244	ENSG00000175893	ZNF207	ZDHHC21	0.3108	0.0771	0.0808	0.0264	0.4831
ENSG00000010244	ENSG00000185946	ZNF207	RNPC3	0.3466	0.3187	0.3153	0.1956	0.0029
ENSG00000010244	ENSG00000204152	ZNF207	TIMM23B	0.2748	-0.0940	-0.0930	-0.0291	0.3920
ENSG00000010244	ENSG00000205413	ZNF207	SAMD9	0.3251	0.1243	0.1132	0.0680	0.2570
ENSG00000010244	ENSG00000225470	ZNF207	JPX	0.3426	0.4543	0.4409	0.2581	0.0000
ENSG00000010244	ENSG00000228548	ZNF207	ITPKB-AS1	0.3791	-0.0925	-0.0930	-0.0324	0.3999
ENSG00000010244	ENSG00000239704	ZNF207	CDRT4	0.2972	0.0917	0.1048	0.0335	0.4039
ENSG00000010244	ENSG00000283635	ZNF207	AC012485.3	0.3268	-0.0661	-0.0654	-0.0146	0.5478
ENSG00000010539	ENSG00000090686	ZNF200	USP48	0.3468	-0.0425	-0.0427	-0.0725	0.6994
ENSG00000010539	ENSG00000100802	ZNF200	C14orf93	0.3797	-0.0240	-0.0241	-0.0242	0.8272
ENSG00000010539	ENSG00000104671	ZNF200	DCTN6	0.3394	-0.0240	-0.0241	-0.0200	0.8273
ENSG00000010539	ENSG00000117758	ZNF200	STX12	0.3655	-0.0344	-0.0345	-0.0471	0.7547
ENSG00000010539	ENSG00000130429	ZNF200	ARPC1B	0.2824	0.1035	0.0998	0.2634	0.3460
ENSG00000010539	ENSG00000130725	ZNF200	UBE2M	0.3359	-0.0296	-0.0297	-0.0342	0.7878
ENSG00000010539	ENSG00000141424	ZNF200	SLC39A6	0.3313	-0.0240	-0.0241	-0.0225	0.8271
ENSG00000010539	ENSG00000147854	ZNF200	UHRF2	0.2723	-0.0387	-0.0388	-0.0604	0.7253
ENSG00000010539	ENSG00000160796	ZNF200	NBEAL2	0.3058	-0.0462	-0.0464	-0.0835	0.6747
ENSG00000010539	ENSG00000161551	ZNF200	ZNF577	0.3323	-0.0169	-0.0169	-0.0114	0.8779
ENSG00000010539	ENSG00000161960	ZNF200	EIF4A1	0.3438	-0.0255	0.0270	-0.0867	0.8170
ENSG00000010539	ENSG00000170234	ZNF200	PWWP2A	0.2919	-0.0296	-0.0297	-0.0346	0.7878
ENSG00000010539	ENSG00000173276	ZNF200	ZBTB21	0.3304	-0.0343	-0.0345	-0.0471	0.7552
ENSG00000010539	ENSG00000183309	ZNF200	ZNF623	0.2814	-0.0241	-0.0241	-0.0216	0.8270
ENSG00000010539	ENSG00000197043	ZNF200	ANXA6	0.2786	0.2884	0.2816	0.4911	0.0074
ENSG00000010539	ENSG00000204525	ZNF200	HLA-C	0.3444	0.0358	-0.0173	0.1025	0.7449
ENSG00000010539	ENSG00000279529	ZNF200	AC008764.8	0.3054	-0.0240	-0.0241	-0.0229	0.8271
ENSG00000010818	ENSG00000002834	HIVEP2	LASP1	0.3019	-0.0087	-0.0036	-0.0061	0.9367
ENSG00000010818	ENSG00000065491	HIVEP2	TBC1D22B	0.3425	-0.0439	-0.0441	-0.0123	0.6897
ENSG00000010818	ENSG00000067048	HIVEP2	DDX3Y	0.2818	0.1471	0.0954	0.2104	0.1791
ENSG00000010818	ENSG00000100528	HIVEP2	CNIH1	0.2849	0.0927	0.0987	0.0483	0.3986
ENSG00000010818	ENSG00000103404	HIVEP2	USP31	0.3679	0.0865	0.1029	0.0473	0.4313
ENSG00000010818	ENSG00000115839	HIVEP2	RAB3GAP1	0.3668	-0.0768	-0.0772	-0.0404	0.4846
ENSG00000010818	ENSG00000124228	HIVEP2	DDX27	0.3121	0.0251	0.0263	0.0175	0.8197
ENSG00000010818	ENSG00000129084	HIVEP2	PSMA1	0.2969	-0.1464	-0.1471	-0.1385	0.1813
ENSG00000010818	ENSG00000135540	HIVEP2	NHSL1	0.2713	-0.0439	-0.0441	-0.0131	0.6897
ENSG00000010818	ENSG00000155368	HIVEP2	DBI	0.3476	-0.0893	-0.0897	-0.0530	0.4164
ENSG00000010818	ENSG00000163659	HIVEP2	TIPARP	0.2765	-0.0894	-0.0897	-0.0511	0.4160
ENSG00000010818	ENSG00000166557	HIVEP2	TMED3	0.3262	0.0451	0.0506	0.0294	0.6819
ENSG00000010818	ENSG00000172115	HIVEP2	CYCS	0.3311	0.1166	0.1178	0.1308	0.2877
ENSG00000010818	ENSG00000183726	HIVEP2	TMEM50A	0.3062	-0.1205	-0.1208	-0.0919	0.2722
