source	target	source.symbol	target.symbol	MI	pearson	spearman	slope	p-value
ADNP	CCDC6	ADNP	CCDC6	0.0527	-0.0095	-0.0096	-0.0083	0.6747
ADNP	CHD1	ADNP	CHD1	0.0482	0.0136	0.0173	0.0298	0.5508
ADNP	CHST11	ADNP	CHST11	0.0370	0.0237	0.0258	0.0475	0.2967
ADNP	CNOT6L	ADNP	CNOT6L	0.0429	0.0262	0.0244	0.0545	0.2483
ADNP	COMT	ADNP	COMT	0.0425	0.0019	0.0018	0.0052	0.9340
ADNP	COPG1	ADNP	COPG1	0.0414	-0.0144	-0.0144	-0.0188	0.5271
ADNP	CYLD	ADNP	CYLD	0.0503	0.0381	0.0427	0.0809	0.0941
ADNP	DESI2	ADNP	DESI2	0.0424	0.0169	0.0168	0.0245	0.4565
ADNP	ECHS1	ADNP	ECHS1	0.0461	-0.0018	-0.0010	-0.0055	0.9353
ADNP	EEFSEC	ADNP	EEFSEC	0.0457	0.0169	0.0149	0.0261	0.4582
ADNP	ELP4	ADNP	ELP4	0.0522	0.0481	0.0476	0.0410	0.0342
ADNP	ERN1	ADNP	ERN1	0.0388	0.0085	0.0106	0.0208	0.7080
ADNP	EZH1	ADNP	EZH1	0.0526	0.0222	0.0225	0.0290	0.3299
ADNP	FAM160B2	ADNP	FAM160B2	0.0518	-0.0098	-0.0099	-0.0089	0.6653
ADNP	FAM199X	ADNP	FAM199X	0.0425	-0.0158	-0.0158	-0.0226	0.4885
ADNP	FKBP3	ADNP	FKBP3	0.0467	0.0198	0.0203	0.0550	0.3839
ADNP	FYN	ADNP	FYN	0.0389	0.0031	0.0057	0.0117	0.8911
ADNP	IL17RA	ADNP	IL17RA	0.0511	-0.0109	-0.0110	-0.0111	0.6303
ADNP	ING1	ADNP	ING1	0.0392	-0.0192	-0.0192	-0.0333	0.3994
ADNP	INIP	ADNP	INIP	0.0406	-0.0122	-0.0122	-0.0135	0.5918
ADNP	IRF3	ADNP	IRF3	0.0417	0.0249	0.0260	0.0771	0.2729
ADNP	KATNB1	ADNP	KATNB1	0.0472	0.0695	0.0643	0.0865	0.0022
ADNP	KLF11	ADNP	KLF11	0.0469	-0.0098	-0.0099	-0.0088	0.6656
ADNP	KMT2A	ADNP	KMT2A	0.0496	0.0130	0.0127	0.0208	0.5671
ADNP	LHPP	ADNP	LHPP	0.0441	0.0188	0.0247	0.0231	0.4075
ADNP	LRRC57	ADNP	LRRC57	0.0488	-0.0104	-0.0104	-0.0100	0.6473
ADNP	MIER1	ADNP	MIER1	0.0475	0.0139	0.0135	0.0330	0.5419
ADNP	MMS19	ADNP	MMS19	0.0411	0.0367	0.0368	0.0364	0.1061
ADNP	MRPS18A	ADNP	MRPS18A	0.0467	0.0096	0.0119	0.0227	0.6729
ADNP	MYBBP1A	ADNP	MYBBP1A	0.0480	-0.0079	-0.0079	-0.0057	0.7284
ADNP	MYCBP2	ADNP	MYCBP2	0.0364	0.0453	0.0488	0.1264	0.0462
ADNP	N4BP1	ADNP	N4BP1	0.0451	-0.0120	-0.0120	-0.0130	0.5992
ADNP	NADSYN1	ADNP	NADSYN1	0.0475	-0.0185	-0.0186	-0.0312	0.4152
ADNP	NDUFB4	ADNP	NDUFB4	0.0479	0.0052	0.0071	0.0248	0.8176
ADNP	NIP7	ADNP	NIP7	0.0503	0.0322	0.0358	0.0549	0.1568
ADNP	NME4	ADNP	NME4	0.0529	-0.0144	-0.0144	-0.0189	0.5270
ADNP	OBFC1	ADNP	OBFC1	0.0559	-0.0110	-0.0111	-0.0281	0.6296
ADNP	OXLD1	ADNP	OXLD1	0.0408	-0.0177	-0.0179	-0.0518	0.4351
ADNP	PAM16	ADNP	PAM16	0.0481	0.0356	0.0356	0.0366	0.1173
ADNP	PFDN4	ADNP	PFDN4	0.0386	-0.0258	-0.0258	-0.0585	0.2573
ADNP	PHTF1	ADNP	PHTF1	0.0419	-0.0020	0.0018	-0.0039	0.9303
ADNP	PLP2	ADNP	PLP2	0.0486	-0.0117	-0.0118	-0.0309	0.6060
ADNP	POMZP3	ADNP	POMZP3	0.0443	-0.0079	-0.0079	-0.0057	0.7285
ADNP	PORCN	ADNP	PORCN	0.0401	-0.0133	-0.0134	-0.0163	0.5578
ADNP	PURA	ADNP	PURA	0.0414	-0.0193	-0.0194	-0.0336	0.3956
ADNP	RBM34	ADNP	RBM34	0.0485	0.0743	0.0801	0.1095	0.0011
ADNP	RNMT	ADNP	RNMT	0.0431	-0.0261	-0.0262	-0.0600	0.2504
ADNP	ROGDI	ADNP	ROGDI	0.0498	-0.0112	-0.0112	-0.0115	0.6224
ADNP	RP11-222K16.2	ADNP	RP11-222K16.2	0.0411	0.0813	0.0815	0.2391	0.0003
ADNP	RP11-22N19.2	ADNP	RP11-22N19.2	0.0420	-0.0041	-0.0041	-0.0017	0.8563
ADNP	RP11-452F19.3	ADNP	RP11-452F19.3	0.0416	0.0290	0.0306	0.0321	0.2023
ADNP	RP11-63P12.6	ADNP	RP11-63P12.6	0.0461	0.0091	0.0080	0.0161	0.6903
ADNP	RP11-792A8.4	ADNP	RP11-792A8.4	0.0438	0.0611	0.0591	0.1401	0.0072
ADNP	SLC37A1	ADNP	SLC37A1	0.0488	-0.0117	-0.0117	-0.0127	0.6070
ADNP	SLC9A8	ADNP	SLC9A8	0.0429	0.0347	0.0379	0.0342	0.1268
ADNP	SP3	ADNP	SP3	0.0426	0.0114	0.0127	0.0181	0.6154
ADNP	SPOCK2	ADNP	SPOCK2	0.0455	0.0034	0.0053	0.0089	0.8824
ADNP	STK4	ADNP	STK4	0.0573	-0.0063	-0.0061	-0.0226	0.7831
ADNP	SVIL	ADNP	SVIL	0.0415	-0.0144	-0.0144	-0.0192	0.5276
ADNP	TM9SF4	ADNP	TM9SF4	0.0458	0.0216	0.0291	0.0246	0.3420
ADNP	TMEM68	ADNP	TMEM68	0.0395	0.0214	0.0216	0.0284	0.3467
ADNP	TMEM87B	ADNP	TMEM87B	0.0516	0.0299	0.0377	0.0291	0.1892
ADNP	TP53BP2	ADNP	TP53BP2	0.0449	-0.0117	-0.0117	-0.0126	0.6067
ADNP	TRMT12	ADNP	TRMT12	0.0402	-0.0101	-0.0101	-0.0095	0.6563
ADNP	TXN2	ADNP	TXN2	0.0475	-0.0113	-0.0110	-0.0382	0.6192
ADNP	UBE3B	ADNP	UBE3B	0.0423	-0.0190	-0.0190	-0.0325	0.4037
ADNP	UBL4A	ADNP	UBL4A	0.0546	0.0027	0.0025	0.0054	0.9045
ADNP	UCK2	ADNP	UCK2	0.0372	0.0324	0.0297	0.0378	0.1542
ADNP	UTP23	ADNP	UTP23	0.0459	0.0390	0.0382	0.0670	0.0865
ADNP	WDR83	ADNP	WDR83	0.0470	0.0282	0.0239	0.0605	0.2142
ADNP	WWC3	ADNP	WWC3	0.0497	-0.0101	-0.0101	-0.0095	0.6563
ADNP	ZBTB7A	ADNP	ZBTB7A	0.0414	0.0296	0.0294	0.0563	0.1926
ADNP	ZNF236	ADNP	ZNF236	0.0473	-0.0124	-0.0125	-0.0140	0.5850
ADNP	ZNF880	ADNP	ZNF880	0.0474	-0.0222	-0.0223	-0.0438	0.3280
AEBP2	AC002467.7	AEBP2	AC002467.7	0.0496	-0.0109	-0.0110	-0.0133	0.6303
AEBP2	AC016757.3	AEBP2	AC016757.3	0.0431	0.0350	0.0367	0.0425	0.1233
AEBP2	ACADM	AEBP2	ACADM	0.0485	0.0342	0.0376	0.0921	0.1320
AEBP2	ALAD	AEBP2	ALAD	0.0383	-0.0141	-0.0142	-0.0219	0.5341
AEBP2	AMN1	AEBP2	AMN1	0.0415	-0.0101	-0.0101	-0.0113	0.6582
AEBP2	ANAPC10	AEBP2	ANAPC10	0.0404	-0.0207	-0.0208	-0.0460	0.3623
AEBP2	ASB8	AEBP2	ASB8	0.0465	-0.0022	-0.0012	-0.0054	0.9244
AEBP2	ATF1	AEBP2	ATF1	0.0428	0.0184	0.0211	0.0465	0.4180
AEBP2	ATP6V1B2	AEBP2	ATP6V1B2	0.0458	-0.0161	-0.0161	-0.0280	0.4803
AEBP2	BAG6	AEBP2	BAG6	0.0420	0.0019	0.0006	0.0045	0.9347
AEBP2	BAZ2B	AEBP2	BAZ2B	0.0475	-0.0202	-0.0203	-0.0439	0.3737
AEBP2	BET1L	AEBP2	BET1L	0.0467	-0.0112	-0.0112	-0.0138	0.6237
AEBP2	BST1	AEBP2	BST1	0.0438	-0.0021	-0.0021	-0.0005	0.9252
AEBP2	C1GALT1	AEBP2	C1GALT1	0.0498	-0.0225	-0.0225	-0.0543	0.3232
AEBP2	CBX1	AEBP2	CBX1	0.0413	0.0300	0.0268	0.0728	0.1874
AEBP2	CCDC88A	AEBP2	CCDC88A	0.0445	-0.0074	-0.0074	-0.0061	0.7445
AEBP2	CD2AP	AEBP2	CD2AP	0.0426	-0.0122	-0.0122	-0.0162	0.5925
AEBP2	CDV3	AEBP2	CDV3	0.0514	0.0413	0.0412	0.1101	0.0694
AEBP2	CEP350	AEBP2	CEP350	0.0504	0.0051	0.0058	0.0112	0.8224
AEBP2	CHPF	AEBP2	CHPF	0.0533	-0.0116	-0.0116	-0.0147	0.6108
AEBP2	CLSTN3	AEBP2	CLSTN3	0.0451	-0.0141	-0.0142	-0.0219	0.5343
AEBP2	CLUAP1	AEBP2	CLUAP1	0.0440	-0.0086	-0.0086	-0.0084	0.7064
AEBP2	COA5	AEBP2	COA5	0.0377	-0.0271	-0.0271	-0.0759	0.2336
AEBP2	COG4	AEBP2	COG4	0.0388	-0.0153	-0.0153	-0.0255	0.5015
AEBP2	COPA	AEBP2	COPA	0.0419	0.0457	0.0512	0.0786	0.0442
AEBP2	COPS2	AEBP2	COPS2	0.0433	0.0074	0.0104	0.0145	0.7442
AEBP2	DIABLO	AEBP2	DIABLO	0.0437	0.0272	0.0280	0.0391	0.2313
AEBP2	DNAJC11	AEBP2	DNAJC11	0.0464	-0.0096	-0.0096	-0.0103	0.6734
AEBP2	EFTUD2	AEBP2	EFTUD2	0.0464	0.0516	0.0535	0.0849	0.0232
AEBP2	EIF3F	AEBP2	EIF3F	0.0572	-0.0052	-0.0151	-0.0287	0.8188
AEBP2	ERAL1	AEBP2	ERAL1	0.0429	0.0191	0.0168	0.0343	0.4005
AEBP2	ETFDH	AEBP2	ETFDH	0.0512	-0.0103	-0.0103	-0.0117	0.6512
AEBP2	EXOC7	AEBP2	EXOC7	0.0561	0.0086	0.0093	0.0174	0.7058
AEBP2	EXOSC8	AEBP2	EXOSC8	0.0379	0.0107	0.0094	0.0333	0.6373
AEBP2	FAU	AEBP2	FAU	0.0527	-0.0001	-0.0119	-0.0001	0.9980
AEBP2	GAMT	AEBP2	GAMT	0.0633	-0.0160	-0.0161	-0.0282	0.4805
AEBP2	GEMIN6	AEBP2	GEMIN6	0.0460	-0.0131	-0.0131	-0.0187	0.5646
AEBP2	GFER	AEBP2	GFER	0.0541	0.0014	0.0016	0.0035	0.9492
AEBP2	GIMAP5	AEBP2	GIMAP5	0.0409	-0.0182	-0.0161	-0.0616	0.4237
AEBP2	GIN1	AEBP2	GIN1	0.0427	-0.0101	-0.0101	-0.0112	0.6583
AEBP2	GOLGB1	AEBP2	GOLGB1	0.0609	0.0046	0.0074	0.0098	0.8397
AEBP2	GRPEL1	AEBP2	GRPEL1	0.0396	0.0288	0.0255	0.0719	0.2056
AEBP2	HERC4	AEBP2	HERC4	0.0451	-0.0156	-0.0156	-0.0265	0.4931
AEBP2	HMBOX1	AEBP2	HMBOX1	0.0484	-0.0165	-0.0165	-0.0295	0.4684
AEBP2	HNRNPH2	AEBP2	HNRNPH2	0.0344	0.0350	0.0368	0.0962	0.1239
AEBP2	ITGAL	AEBP2	ITGAL	0.0448	-0.0003	-0.0011	-0.0012	0.9882
AEBP2	KRT2	AEBP2	KRT2	0.0481	-0.0088	-0.0089	-0.0086	0.6977
AEBP2	LIPE-AS1	AEBP2	LIPE-AS1	0.0445	0.0606	0.0667	0.0876	0.0077
AEBP2	LRRC8C	AEBP2	LRRC8C	0.0614	0.0508	0.0593	0.0435	0.0254
AEBP2	LSM14A	AEBP2	LSM14A	0.0488	-0.0341	-0.0341	-0.1166	0.1339
AEBP2	MICU2	AEBP2	MICU2	0.0496	-0.0260	-0.0261	-0.0709	0.2530
AEBP2	MIR4458HG	AEBP2	MIR4458HG	0.0490	0.0324	0.0328	0.0412	0.1539
AEBP2	MRFAP1	AEBP2	MRFAP1	0.0521	0.0160	0.0147	0.0620	0.4819
AEBP2	MRPS10	AEBP2	MRPS10	0.0405	-0.0063	-0.0038	-0.0169	0.7824
AEBP2	MTMR4	AEBP2	MTMR4	0.0458	-0.0105	-0.0105	-0.0120	0.6439
AEBP2	MTRF1	AEBP2	MTRF1	0.0535	-0.0068	-0.0068	-0.0050	0.7661
AEBP2	MYLPF	AEBP2	MYLPF	0.0519	-0.0150	-0.0150	-0.0242	0.5107
AEBP2	NOC4L	AEBP2	NOC4L	0.0528	-0.0180	-0.0181	-0.0355	0.4278
AEBP2	NUBPL	AEBP2	NUBPL	0.0466	-0.0060	-0.0061	-0.0040	0.7903
AEBP2	POLE3	AEBP2	POLE3	0.0460	-0.0125	-0.0125	-0.0406	0.5814
AEBP2	POLR2B	AEBP2	POLR2B	0.0465	0.0304	0.0334	0.0852	0.1807
AEBP2	PTPN23	AEBP2	PTPN23	0.0374	-0.0077	-0.0077	-0.0066	0.7345
AEBP2	RAB27A	AEBP2	RAB27A	0.0506	0.0190	0.0213	0.0601	0.4042
AEBP2	RAP1GDS1	AEBP2	RAP1GDS1	0.0612	0.0098	0.0100	0.0198	0.6676
AEBP2	RBBP6	AEBP2	RBBP6	0.0454	-0.0225	-0.0219	-0.0809	0.3214
AEBP2	REL	AEBP2	REL	0.0434	-0.0194	-0.0193	-0.0674	0.3940
AEBP2	RHBDD2	AEBP2	RHBDD2	0.0530	-0.0222	-0.0223	-0.0531	0.3281
AEBP2	RN7SL1	AEBP2	RN7SL1	0.0423	0.0217	0.0235	0.0337	0.3388
AEBP2	RNPEPL1	AEBP2	RNPEPL1	0.0499	-0.0059	-0.0057	-0.0213	0.7969
AEBP2	RP11-262H14.3	AEBP2	RP11-262H14.3	0.0507	0.0249	0.0253	0.0372	0.2744
AEBP2	RP11-66N24.4	AEBP2	RP11-66N24.4	0.0453	-0.0083	-0.0083	-0.0077	0.7155
AEBP2	RPL4	AEBP2	RPL4	0.0494	0.0002	0.0014	0.0007	0.9941
AEBP2	RRBP1	AEBP2	RRBP1	0.0403	-0.0041	-0.0009	-0.0101	0.8562
AEBP2	RRS1	AEBP2	RRS1	0.0441	-0.0131	-0.0131	-0.0188	0.5645
AEBP2	RSRC2	AEBP2	RSRC2	0.0473	0.0412	0.0372	0.1733	0.0697
AEBP2	RUFY1	AEBP2	RUFY1	0.0406	-0.0176	-0.0177	-0.0341	0.4385
AEBP2	SFT2D2	AEBP2	SFT2D2	0.0470	0.0246	0.0225	0.0392	0.2784
AEBP2	SH2D2A	AEBP2	SH2D2A	0.0449	-0.0093	-0.0087	-0.0402	0.6817
AEBP2	SIDT1-AS1	AEBP2	SIDT1-AS1	0.0491	-0.0125	-0.0126	-0.0171	0.5811
AEBP2	SIN3A	AEBP2	SIN3A	0.0370	-0.0151	-0.0152	-0.0251	0.5060
AEBP2	SLC33A1	AEBP2	SLC33A1	0.0462	-0.0107	-0.0108	-0.0126	0.6368
AEBP2	SLC39A8	AEBP2	SLC39A8	0.0448	-0.0131	-0.0131	-0.0188	0.5646
AEBP2	SLC44A1	AEBP2	SLC44A1	0.0436	0.1094	0.1095	0.1052	0.0000
AEBP2	SNRNP200	AEBP2	SNRNP200	0.0443	0.0322	0.0324	0.0719	0.1562
AEBP2	SRRM1	AEBP2	SRRM1	0.0447	-0.0136	-0.0123	-0.0666	0.5508
AEBP2	SSBP3	AEBP2	SSBP3	0.0446	-0.0219	-0.0220	-0.0511	0.3356
AEBP2	STAMBPL1	AEBP2	STAMBPL1	0.0449	0.0282	0.0293	0.0391	0.2149
AEBP2	TBC1D10B	AEBP2	TBC1D10B	0.0413	-0.0110	-0.0110	-0.0133	0.6301
AEBP2	TIGIT	AEBP2	TIGIT	0.0394	-0.0015	0.0004	-0.0051	0.9466
AEBP2	TMEM127	AEBP2	TMEM127	0.0414	0.0316	0.0326	0.0409	0.1648
AEBP2	TMEM99	AEBP2	TMEM99	0.0449	-0.0136	-0.0137	-0.0203	0.5491
AEBP2	TOMM5	AEBP2	TOMM5	0.0539	0.0017	-0.0006	0.0061	0.9393
AEBP2	TRAF4	AEBP2	TRAF4	0.0547	-0.0068	-0.0068	-0.0050	0.7663
AEBP2	TRAPPC2	AEBP2	TRAPPC2	0.0480	0.0143	0.0146	0.0265	0.5286
