source	target	source.symbol	target.symbol	MI	pearson	spearman	rho	p-value
BATF	PILRB	BATF	PILRB	0.3009	-0.0531	-0.0531	-0.0170	0.6741
BATF	S100A6	BATF	S100A6	0.3086	-0.2001	-0.2850	-0.2482	0.1100
BATF	SLC37A1	BATF	SLC37A1	0.2872	-0.0531	-0.0531	-0.0170	0.6741
BATF	TPCN1	BATF	TPCN1	0.2734	-0.0757	-0.0756	-0.0347	0.5489
BPNT1	AIM1	BPNT1	AIM1	0.2808	-0.0156	-0.0156	-0.0136	0.9017
BPNT1	BOD1L1	BPNT1	BOD1L1	0.2723	-0.0156	-0.0156	-0.0161	0.9017
BPNT1	CST7	BPNT1	CST7	0.2922	0.0693	0.0801	0.2410	0.5832
BPNT1	MAPK1	BPNT1	MAPK1	0.3028	-0.0359	-0.0360	-0.0758	0.7762
BPNT1	NEMF	BPNT1	NEMF	0.2981	-0.0429	-0.0433	-0.1152	0.7343
BPNT1	PDLIM1	BPNT1	PDLIM1	0.3056	0.4638	0.4798	0.9502	0.0001
BPNT1	TESC	BPNT1	TESC	0.2946	-0.0320	-0.0320	-0.0618	0.8004
CAMTA1	HSH2D	CAMTA1	HSH2D	0.2887	-0.0156	-0.0156	-0.0166	0.9017
CAMTA1	PDXDC1	CAMTA1	PDXDC1	0.2832	-0.0156	-0.0156	-0.0152	0.9017
CAMTA1	S100A11	CAMTA1	S100A11	0.2781	-0.0738	-0.0733	-0.2654	0.5590
CAMTA1	SPATS2	CAMTA1	SPATS2	0.2831	-0.0156	-0.0156	-0.0154	0.9017
CEBPD	CD58	CEBPD	CD58	0.2607	-0.0223	-0.0223	-0.0155	0.8602
CEBPD	CLSTN3	CEBPD	CLSTN3	0.2770	-0.0315	-0.0317	-0.0311	0.8034
CEBPD	COL6A2	CEBPD	COL6A2	0.2662	-0.0317	-0.0317	-0.0323	0.8018
CEBPD	CRY2	CEBPD	CRY2	0.2739	-0.0316	-0.0317	-0.0299	0.8026
CEBPD	EBLN2	CEBPD	EBLN2	0.3011	-0.0317	-0.0317	-0.0333	0.8019
CEBPD	FERMT3	CEBPD	FERMT3	0.3092	-0.0929	-0.0924	-0.2226	0.4616
CEBPD	GZMH	CEBPD	GZMH	0.2801	-0.0126	-0.1805	-0.0321	0.9207
CEBPD	IRAK1	CEBPD	IRAK1	0.3113	-0.0317	-0.0317	-0.0280	0.8020
CEBPD	IRF2BPL	CEBPD	IRF2BPL	0.2723	-0.0223	-0.0223	-0.0148	0.8602
CEBPD	KIAA1430	CEBPD	KIAA1430	0.2988	0.2978	0.2981	0.4413	0.0160
CEBPD	KIF3A	CEBPD	KIF3A	0.2923	-0.0223	-0.0223	-0.0175	0.8602
CEBPD	MED28	CEBPD	MED28	0.3009	-0.0391	-0.0392	-0.0510	0.7571
CEBPD	METTL3	CEBPD	METTL3	0.2561	-0.0317	-0.0317	-0.0329	0.8019
CEBPD	PLEC	CEBPD	PLEC	0.2712	-0.0317	-0.0317	-0.0321	0.8021
CEBPD	SSBP3	CEBPD	SSBP3	0.2832	-0.0223	-0.0223	-0.0157	0.8602
CEBPD	TATDN1	CEBPD	TATDN1	0.3067	-0.0223	-0.0223	-0.0161	0.8602
CEBPD	TLK1	CEBPD	TLK1	0.2588	-0.0456	-0.0456	-0.0658	0.7185
CEBPD	TMEM205	CEBPD	TMEM205	0.2637	-0.0392	-0.0392	-0.0476	0.7566
CEBPD	USP42	CEBPD	USP42	0.2769	-0.0223	-0.0223	-0.0167	0.8602
CEBPG	ACBD6	CEBPG	ACBD6	0.2946	-0.0454	-0.0456	-0.0337	0.7196
CEBPG	AKR1C3	CEBPG	AKR1C3	0.2935	-0.0319	-0.0320	-0.0174	0.8007
CEBPG	ALOX5AP	CEBPG	ALOX5AP	0.2429	0.0577	0.0697	0.0821	0.6482
CEBPG	CCL3	CEBPG	CCL3	0.3029	-0.0559	-0.0563	-0.0497	0.6580
CEBPG	FOSB	CEBPG	FOSB	0.2517	0.5330	0.5441	0.4761	0.0000
CEBPG	GIGYF2	CEBPG	GIGYF2	0.2575	-0.0319	-0.0320	-0.0173	0.8007
CEBPG	GTF2I	CEBPG	GTF2I	0.2944	-0.0319	-0.0320	-0.0169	0.8007
CEBPG	HAUS3	CEBPG	HAUS3	0.2532	-0.0454	-0.0456	-0.0383	0.7196
CEBPG	KIF2A	CEBPG	KIF2A	0.2622	0.1809	0.1915	0.3072	0.1492
CEBPG	LRIF1	CEBPG	LRIF1	0.2905	-0.0562	-0.0563	-0.0526	0.6567
CEBPG	NUPL1	CEBPG	NUPL1	0.2804	-0.0319	-0.0320	-0.0178	0.8007
CEBPG	OPA3	CEBPG	OPA3	0.2532	-0.0455	-0.0456	-0.0345	0.7189
CEBPG	PATL2	CEBPG	PATL2	0.2652	-0.0059	0.0011	-0.0105	0.9631
CEBPG	PIK3AP1	CEBPG	PIK3AP1	0.3251	-0.0319	-0.0320	-0.0182	0.8007
CEBPG	TCHP	CEBPG	TCHP	0.2638	-0.0559	-0.0563	-0.0501	0.6580
CEBPG	ZBTB16	CEBPG	ZBTB16	0.2768	-0.0319	-0.0320	-0.0174	0.8007
CITED2	ARHGEF9	CITED2	ARHGEF9	0.3176	-0.0711	-0.0712	-0.0358	0.5736
CITED2	DCAF5	CITED2	DCAF5	0.2648	-0.0879	-0.0878	-0.0546	0.4864
CITED2	KIAA0040	CITED2	KIAA0040	0.2980	0.3873	0.3875	0.1721	0.0014
CITED2	KIAA1430	CITED2	KIAA1430	0.2855	0.0489	0.0410	0.0366	0.6988
CITED2	LGALS1	CITED2	LGALS1	0.2834	0.1641	0.1417	0.2790	0.1914
CITED2	MAN1A2	CITED2	MAN1A2	0.2785	-0.0500	-0.0499	-0.0225	0.6926
CITED2	MAPK1	CITED2	MAPK1	0.2743	-0.1150	-0.1152	-0.0855	0.3617
CITED2	MRPL35	CITED2	MRPL35	0.2780	0.3204	0.3218	0.1347	0.0093
CITED2	MXD4	CITED2	MXD4	0.3013	0.3031	0.2885	0.1054	0.0141
CITED2	RGS2	CITED2	RGS2	0.2653	-0.1152	-0.1152	-0.0852	0.3610
CITED2	SELPLG	CITED2	SELPLG	0.2613	0.1297	0.1354	0.1109	0.3032
CITED2	TNFSF14	CITED2	TNFSF14	0.3194	-0.1021	-0.1022	-0.0688	0.4182
CRY2	CEBPD	CRY2	CEBPD	0.2739	-0.0316	-0.0317	-0.0334	0.8026
CRY2	EAF2	CRY2	EAF2	0.2987	-0.0222	-0.0223	-0.0164	0.8608
CRY2	FERMT3	CRY2	FERMT3	0.3028	-0.0925	-0.0924	-0.2342	0.4635
CRY2	GTF3C5	CRY2	GTF3C5	0.2763	-0.0222	-0.0223	-0.0152	0.8608
CRY2	KHNYN	CRY2	KHNYN	0.3177	-0.0222	-0.0223	-0.0168	0.8608
CRY2	ORC5	CRY2	ORC5	0.2664	-0.0312	-0.0317	-0.0336	0.8051
CRY2	PTPN12	CRY2	PTPN12	0.3072	-0.0222	-0.0223	-0.0154	0.8608
CRY2	SAMD9L	CRY2	SAMD9L	0.2979	-0.0222	-0.0223	-0.0160	0.8608
CRY2	TNFRSF18	CRY2	TNFRSF18	0.2419	-0.0312	-0.0317	-0.0339	0.8050
CTNNB1	AIF1	CTNNB1	AIF1	0.2733	-0.0156	-0.0156	-0.0145	0.9017
CTNNB1	KRIT1	CTNNB1	KRIT1	0.3081	-0.0222	-0.0223	-0.0272	0.8606
CTNNB1	SLC2A8	CTNNB1	SLC2A8	0.3164	-0.0156	-0.0156	-0.0140	0.9017
ELF4	COMMD5	ELF4	COMMD5	0.2674	-0.0274	-0.0275	-0.0438	0.8283
ELF4	GRIPAP1	ELF4	GRIPAP1	0.2875	-0.0156	-0.0156	-0.0145	0.9017
ELF4	HAUS2	ELF4	HAUS2	0.2909	-0.0156	-0.0156	-0.0157	0.9017
ELF4	IDH1	ELF4	IDH1	0.3053	-0.0156	-0.0156	-0.0167	0.9017
ELF4	IFT43	ELF4	IFT43	0.2652	-0.0156	-0.0156	-0.0186	0.9017
ELF4	MTMR9	ELF4	MTMR9	0.2871	-0.0156	-0.0156	-0.0157	0.9017
ELF4	NEAT1	ELF4	NEAT1	0.2766	-0.0395	-0.0398	-0.0949	0.7546
ELF4	NT5C3B	ELF4	NT5C3B	0.3050	-0.0156	-0.0156	-0.0145	0.9017
ELF4	PASK	ELF4	PASK	0.2685	-0.0222	-0.0223	-0.0314	0.8607
ELF4	PGPEP1	ELF4	PGPEP1	0.2646	-0.0223	-0.0223	-0.0317	0.8602
ELF4	SLAMF7	ELF4	SLAMF7	0.2790	0.5083	0.4958	0.9557	0.0000
EOMES	CBLB	EOMES	CBLB	0.2587	-0.0360	-0.0360	-0.0808	0.7758
EOMES	GPR68	EOMES	GPR68	0.2628	0.6745	0.6903	0.9832	0.0000
EOMES	LDHB	EOMES	LDHB	0.2650	0.1779	0.2194	0.7813	0.1562
EOMES	PTCD3	EOMES	PTCD3	0.2758	-0.0223	-0.0223	-0.0322	0.8602
EOMES	RELL2	EOMES	RELL2	0.3074	-0.0156	-0.0156	-0.0146	0.9017
FOS	AKR1C3	FOS	AKR1C3	0.2898	-0.0530	-0.0531	-0.0189	0.6749
FOS	CXCR3	FOS	CXCR3	0.2599	-0.1223	-0.1224	-0.0951	0.3319
FOS	DYRK1B	FOS	DYRK1B	0.2607	-0.0933	-0.0933	-0.0566	0.4600
FOS	NEMF	FOS	NEMF	0.2968	0.2313	0.2522	0.2138	0.0638
FOS	NFKBIA	FOS	NFKBIA	0.2707	0.3421	0.3575	0.4144	0.0053
FOS	PTMS	FOS	PTMS	0.2643	0.1105	0.1238	0.0628	0.3807
FOS	RGS3	FOS	RGS3	0.2964	-0.0756	-0.0756	-0.0429	0.5496
FOS	SFSWAP	FOS	SFSWAP	0.2958	-0.0530	-0.0531	-0.0192	0.6749
FOS	STK40	FOS	STK40	0.2667	-0.0530	-0.0531	-0.0199	0.6749
FOSB	CEBPG	FOSB	CEBPG	0.2517	0.5330	0.5441	0.5967	0.0000
FOSB	FCGR3A	FOSB	FCGR3A	0.3145	0.1087	0.0774	0.2812	0.3885
FOSB	FGFBP2	FOSB	FGFBP2	0.2854	-0.0329	-0.0896	-0.0916	0.7948
FOSB	IER3	FOSB	IER3	0.3126	-0.0387	-0.0392	-0.0332	0.7593
FOSB	SCLT1	FOSB	SCLT1	0.2869	-0.0275	-0.0275	-0.0150	0.8280
FOSB	SLC16A3	FOSB	SLC16A3	0.2999	-0.0275	-0.0275	-0.0164	0.8280
GABPA	ACTR8	GABPA	ACTR8	0.2486	-0.0223	-0.0223	-0.0332	0.8602
GABPA	ARRB1	GABPA	ARRB1	0.2653	-0.0223	-0.0223	-0.0345	0.8603
GABPA	FUT11	GABPA	FUT11	0.3519	-0.0221	-0.0223	-0.0363	0.8610
GABPA	GRN	GABPA	GRN	0.2844	-0.0156	-0.0156	-0.0160	0.9017
GABPA	INTS1	GABPA	INTS1	0.2635	-0.0156	-0.0156	-0.0160	0.9017
GABPA	TMEM156	GABPA	TMEM156	0.2971	-0.0156	-0.0156	-0.0139	0.9017
GABPA	YTHDC1	GABPA	YTHDC1	0.2994	-0.0398	-0.0398	-0.0968	0.7531
GAS7	B3GALT4	GAS7	B3GALT4	0.2902	1.0000	1.0000	1.0000	0.0000
GAS7	CD247	GAS7	CD247	0.2858	-0.0980	-0.0951	-0.4032	0.4374
GAS7	COQ7	GAS7	COQ7	0.2901	-0.0360	-0.0360	-0.0711	0.7759
GAS7	CTSF	GAS7	CTSF	0.3206	-0.0222	-0.0223	-0.0302	0.8607
GAS7	EAF2	GAS7	EAF2	0.2758	-0.0156	-0.0156	-0.0151	0.9017
GAS7	PPIF	GAS7	PPIF	0.2608	-0.0223	-0.0223	-0.0306	0.8603
GAS7	PRKRIP1	GAS7	PRKRIP1	0.2676	-0.0219	-0.0223	-0.0315	0.8625
GAS7	PSMB5	GAS7	PSMB5	0.2564	-0.0275	-0.0275	-0.0468	0.8279
GFI1	ATG16L2	GFI1	ATG16L2	0.3009	-0.0391	-0.0392	-0.0325	0.7570
GFI1	CHD6	GFI1	CHD6	0.2719	-0.0561	-0.0563	-0.0662	0.6573
GFI1	HIST1H1D	GFI1	HIST1H1D	0.2796	-0.0984	-0.0987	-0.1958	0.4356
GFI1	IRF7	GFI1	IRF7	0.2913	-0.0561	-0.0563	-0.0660	0.6571
GFI1	PISD	GFI1	PISD	0.3044	-0.0275	-0.0275	-0.0143	0.8281
GFI1	RAB37	GFI1	RAB37	0.2468	-0.0391	-0.0392	-0.0363	0.7574
GTF2I	AZIN1	GTF2I	AZIN1	0.2852	-0.0156	-0.0156	-0.0159	0.9017
GTF2I	CEBPG	GTF2I	CEBPG	0.2944	-0.0319	-0.0320	-0.0602	0.8007
GTF2I	CRTAM	GTF2I	CRTAM	0.2931	-0.0156	-0.0156	-0.0176	0.9017
GTF2I	LRBA	GTF2I	LRBA	0.2631	-0.0222	-0.0223	-0.0346	0.8604
GTF2I	MKRN1	GTF2I	MKRN1	0.2952	-0.0398	-0.0398	-0.0941	0.7530
GTF2I	MYSM1	GTF2I	MYSM1	0.2715	-0.0156	-0.0156	-0.0168	0.9017
GTF2I	PCM1	GTF2I	PCM1	0.2633	-0.0274	-0.0275	-0.0487	0.8286
GTF2I	PGM1	GTF2I	PGM1	0.2622	1.0000	1.0000	1.0000	0.0000
GTF2I	PIGP	GTF2I	PIGP	0.2614	-0.0275	-0.0275	-0.0474	0.8279
GTF2I	SPATS2	GTF2I	SPATS2	0.2551	-0.0156	-0.0156	-0.0161	0.9017
GTF2I	TMEM156	GTF2I	TMEM156	0.2874	-0.0156	-0.0156	-0.0133	0.9017
HMGB2	CISH	HMGB2	CISH	0.2897	0.1872	0.1853	0.0464	0.1354
HMGB2	CRIP2	HMGB2	CRIP2	0.2700	0.1866	0.1760	0.0462	0.1367
HMGB2	DNAJC10	HMGB2	DNAJC10	0.2660	-0.0914	-0.0924	-0.0365	0.4688
HMGB2	FAM8A1	HMGB2	FAM8A1	0.2810	-0.0648	-0.0649	-0.0186	0.6082
HMGB2	IFITM2	HMGB2	IFITM2	0.2943	0.0942	-0.0010	0.1133	0.4553
HMGB2	PPP6R2	HMGB2	PPP6R2	0.2603	-0.1140	-0.1141	-0.0567	0.3659
HMGB2	PTGER2	HMGB2	PTGER2	0.2812	0.2424	0.2540	0.1966	0.0517
HMGB2	RAB10	HMGB2	RAB10	0.3315	0.2383	0.2225	0.1096	0.0559
HMGB2	RRAGC	HMGB2	RRAGC	0.2907	-0.0923	-0.0924	-0.0378	0.4646
HMGB2	SCLT1	HMGB2	SCLT1	0.3002	-0.0648	-0.0649	-0.0170	0.6082
HMGB2	TESC	HMGB2	TESC	0.2677	-0.1326	-0.1328	-0.0726	0.2925
HMGB2	UBE2F	HMGB2	UBE2F	0.2998	-0.0880	-0.0874	-0.0599	0.4859
HOPX	AOAH	HOPX	AOAH	0.3260	0.1951	0.0803	0.1260	0.1194
HOPX	ASCL2	HOPX	ASCL2	0.3109	-0.1374	-0.2099	-0.1260	0.2750
HOPX	CCL4	HOPX	CCL4	0.2976	0.2549	0.1357	0.2590	0.0405
HOPX	CD320	HOPX	CD320	0.3046	-0.0501	-0.1588	-0.0429	0.6920
HOPX	CD8A	HOPX	CD8A	0.3488	-0.0084	0.0006	-0.0089	0.9473
HOPX	DUSP1	HOPX	DUSP1	0.2876	0.2993	0.1563	0.3056	0.0154
HOPX	FLNA	HOPX	FLNA	0.2747	0.0626	0.0493	0.0636	0.6205
HOPX	GRAP2	HOPX	GRAP2	0.2478	0.0985	0.0003	0.0394	0.4351
HOPX	GZMH	HOPX	GZMH	0.3328	-0.1237	-0.2164	-0.1118	0.3261
HOPX	IFITM2	HOPX	IFITM2	0.2828	-0.1277	-0.1725	-0.1343	0.3107
HOPX	IFNG	HOPX	IFNG	0.2851	0.0947	0.1145	0.0235	0.4529
HOPX	KLRG1	HOPX	KLRG1	0.2774	-0.0752	-0.1575	-0.0717	0.5517
HOPX	MATK	HOPX	MATK	0.3511	0.2294	0.1966	0.2334	0.0661
HOPX	N4BP1	HOPX	N4BP1	0.3083	-0.1339	-0.0566	-0.0632	0.2877
HOPX	ROCK1	HOPX	ROCK1	0.2758	0.1075	0.1296	0.0377	0.3941
HOPX	S1PR5	HOPX	S1PR5	0.3001	0.0828	-0.0772	0.0699	0.5118
HOPX	TRPT1	HOPX	TRPT1	0.2891	-0.1375	-0.1618	-0.0490	0.2747
HOPX	ZNF226	HOPX	ZNF226	0.3101	-0.0194	-0.0136	-0.0095	0.8783
ID1	C2orf49	ID1	C2orf49	0.3111	-0.0222	-0.0223	-0.0394	0.8608
ID1	GSK3B	ID1	GSK3B	0.2547	-0.0223	-0.0223	-0.0349	0.8603
ID1	PLEK	ID1	PLEK	0.3053	-0.0624	-0.0620	-0.2340	0.6213
ID1	PRR5L	ID1	PRR5L	0.2715	-0.0319	-0.0320	-0.0752	0.8008
ID1	TCEB3	ID1	TCEB3	0.2675	-0.0275	-0.0275	-0.0540	0.8280
IFI16	DNAJC10	IFI16	DNAJC10	0.2809	-0.0612	-0.0618	-0.0322	0.6282
IFI16	GSTO1	IFI16	GSTO1	0.2856	0.1338	0.1400	0.0980	0.2879
IFI16	OPA3	IFI16	OPA3	0.2635	-0.0618	-0.0618	-0.0332	0.6248
IFI16	PLAC8	IFI16	PLAC8	0.2795	-0.0777	-0.0687	-0.1155	0.5386
IFI16	UBE2H	IFI16	UBE2H	0.3280	-0.0434	-0.0433	-0.0167	0.7316
IKZF3	ASCL2	IKZF3	ASCL2	0.2640	-0.1098	-0.1084	-0.2806	0.3839
IKZF3	MYO1F	IKZF3	MYO1F	0.2618	0.2957	0.2898	0.7687	0.0168
IKZF3	RHOC	IKZF3	RHOC	0.2862	0.1610	0.1525	0.3579	0.2001
IRF3	CCL3	IRF3	CCL3	0.2504	-0.0759	-0.0762	-0.0511	0.5478
IRF3	DIP2B	IRF3	DIP2B	0.2636	-0.0433	-0.0433	-0.0165	0.7319
IRF3	EPB41	IRF3	EPB41	0.3093	0.6042	0.6091	0.6598	0.0000
IRF3	FAM101B	IRF3	FAM101B	0.2590	0.3328	0.3343	0.1442	0.0067
IRF3	MATK	IRF3	MATK	0.2565	0.0154	0.0109	0.0253	0.9032
IRF3	MPP6	IRF3	MPP6	0.3093	-0.0433	-0.0433	-0.0210	0.7319
IRF3	PRPF4	IRF3	PRPF4	0.2958	-0.0617	-0.0618	-0.0340	0.6254
IRF3	SEC22A	IRF3	SEC22A	0.2876	-0.0433	-0.0433	-0.0177	0.7319
IRF3	STAT3	IRF3	STAT3	0.2844	-0.0760	-0.0762	-0.0505	0.5474
IRF3	ZNF197	IRF3	ZNF197	0.2966	-0.0433	-0.0433	-0.0174	0.7319
IRF3	ZNF708	IRF3	ZNF708	0.2776	-0.0433	-0.0433	-0.0198	0.7319
IRF7	AGPAT3	IRF7	AGPAT3	0.2687	-0.0319	-0.0320	-0.0181	0.8006
IRF7	ASB1	IRF7	ASB1	0.2776	-0.0653	-0.0655	-0.0638	0.6054
IRF7	CCDC152	IRF7	CCDC152	0.2714	-0.0319	-0.0320	-0.0164	0.8006
IRF7	CCDC28B	IRF7	CCDC28B	0.2939	0.4053	0.4061	0.4451	0.0008
IRF7	CTSF	IRF7	CTSF	0.2782	-0.0454	-0.0456	-0.0328	0.7197
IRF7	DNMT1	IRF7	DNMT1	0.2983	-0.0455	-0.0456	-0.0328	0.7192
IRF7	EFCAB14	IRF7	EFCAB14	0.2817	-0.0455	-0.0456	-0.0319	0.7192
IRF7	GFI1	IRF7	GFI1	0.2913	-0.0561	-0.0563	-0.0477	0.6571
IRF7	GMEB2	IRF7	GMEB2	0.3048	-0.0455	-0.0456	-0.0345	0.7188
IRF7	H1FX	IRF7	H1FX	0.2487	-0.1019	-0.1022	-0.1494	0.4194
IRF7	ISG15	IRF7	ISG15	0.2711	0.3311	0.3333	0.5872	0.0071
IRF7	TRRAP	IRF7	TRRAP	0.2891	-0.0319	-0.0320	-0.0140	0.8006
IRF7	UBE2H	IRF7	UBE2H	0.2685	-0.0319	-0.0320	-0.0168	0.8006
JUN	AIM1	JUN	AIM1	0.2494	0.1141	0.1129	0.0213	0.3654
JUN	AKR1C3	JUN	AKR1C3	0.2829	-0.1291	-0.1200	-0.0285	0.3055
JUN	ASCL2	JUN	ASCL2	0.2905	0.1177	0.0238	0.0931	0.3505
JUN	CCDC28B	JUN	CCDC28B	0.2792	0.2650	0.2381	0.1215	0.0329
JUN	CD8A	JUN	CD8A	0.2957	-0.1701	-0.2025	-0.1569	0.1755
JUN	GBP1	JUN	GBP1	0.3063	-0.0059	0.0077	-0.0018	0.9630
JUN	GZMH	JUN	GZMH	0.2749	0.0590	-0.0366	0.0460	0.6405
JUN	KLRD1	JUN	KLRD1	0.2958	0.0838	0.0133	0.0609	0.5070
JUN	PSMB4	JUN	PSMB4	0.3009	0.1366	0.1419	0.0717	0.2779
JUN	S100A11	JUN	S100A11	0.3092	-0.3201	-0.3385	-0.2575	0.0093
JUN	S100B	JUN	S100B	0.2885	0.1680	0.1661	0.0962	0.1811
JUN	ZCCHC17	JUN	ZCCHC17	0.2804	0.2690	0.3232	0.0946	0.0302
JUN	ZNF317	JUN	ZNF317	0.3042	-0.1839	-0.1710	-0.0511	0.1425
JUN	ZNF384	JUN	ZNF384	0.3134	0.1526	0.1976	0.0279	0.2248
JUND	C11orf1	JUND	C11orf1	0.2789	-0.0223	-0.0223	-0.0164	0.8602
JUND	CDKN1A	JUND	CDKN1A	0.2964	-0.0223	-0.0223	-0.0170	0.8602
JUND	DIAPH1	JUND	DIAPH1	0.2843	-0.0223	-0.0223	-0.0163	0.8602
JUND	EFCAB14	JUND	EFCAB14	0.2707	-0.0317	-0.0317	-0.0308	0.8021
JUND	FCGR3A	JUND	FCGR3A	0.2922	0.1982	0.1482	0.6146	0.1136
JUND	GIGYF2	JUND	GIGYF2	0.2672	-0.0223	-0.0223	-0.0162	0.8602
JUND	TRIB3	JUND	TRIB3	0.3038	-0.0223	-0.0223	-0.0164	0.8602
JUND	YPEL1	JUND	YPEL1	0.2656	-0.0316	-0.0317	-0.0311	0.8025
MAX	IDH1	MAX	IDH1	0.2731	-0.0275	-0.0275	-0.0172	0.8281
MAX	KIAA1715	MAX	KIAA1715	0.2893	-0.0481	-0.0484	-0.0453	0.7035
MAX	RTP4	MAX	RTP4	0.2811	-0.0561	-0.0563	-0.0647	0.6572
MECP2	AKR1C3	MECP2	AKR1C3	0.2554	-0.0361	-0.0360	-0.0166	0.7755
MECP2	ATG16L1	MECP2	ATG16L1	0.2699	-0.0361	-0.0360	-0.0168	0.7755
MECP2	GRPEL2	MECP2	GRPEL2	0.2997	-0.0361	-0.0360	-0.0161	0.7755
