source	target	source.symbol	target.symbol	MI	pearson	spearman	rho	p-value
ARNTL	MLH3	ARNTL	MLH3	0.1939	-0.0227	-0.0227	-0.0254	0.7786
ARNTL	MLLT6	ARNTL	MLLT6	0.1832	-0.0302	-0.0303	-0.0467	0.7084
ARNTL	MSL1	ARNTL	MSL1	0.1619	-0.0112	-0.0112	-0.0066	0.8892
ARNTL	NFKBIA	ARNTL	NFKBIA	0.1840	0.1867	0.1871	0.5091	0.0196
ARNTL	PASK	ARNTL	PASK	0.1697	-0.0504	-0.0504	-0.1148	0.5319
ARNTL	PPFIBP2	ARNTL	PPFIBP2	0.1844	-0.0195	-0.0196	-0.0193	0.8086
ARNTL	QSOX1	ARNTL	QSOX1	0.1911	0.3992	0.4015	0.3014	0.0000
ARNTL	RUFY1	ARNTL	RUFY1	0.1675	-0.0196	-0.0196	-0.0177	0.8082
ARNTL	VAV3	ARNTL	VAV3	0.1775	-0.0112	-0.0112	-0.0059	0.8892
ATF1	APAF1	ATF1	APAF1	0.1828	-0.0384	-0.0385	-0.0199	0.6339
ATF1	ARSG	ATF1	ARSG	0.2016	-0.0312	-0.0314	-0.0136	0.6986
ATF1	ATG2A	ATF1	ATG2A	0.1634	-0.0220	-0.0221	-0.0070	0.7848
ATF1	C9orf114	ATF1	C9orf114	0.1892	-0.0443	-0.0446	-0.0280	0.5828
ATF1	CAPG	ATF1	CAPG	0.1717	-0.0548	-0.0550	-0.0410	0.4971
ATF1	FGFBP2	ATF1	FGFBP2	0.1668	-0.0445	-0.0446	-0.0277	0.5814
ATF1	GCSAM	ATF1	GCSAM	0.1907	-0.0548	-0.0550	-0.0390	0.4968
ATF1	GSTT1	ATF1	GSTT1	0.1897	-0.0384	-0.0385	-0.0196	0.6344
ATF1	IER2	ATF1	IER2	0.2024	0.1346	0.0650	0.2849	0.0939
ATF1	JUN	ATF1	JUN	0.1654	-0.1718	-0.1655	-0.3642	0.0320
ATF1	NT5C3B	ATF1	NT5C3B	0.1826	-0.0547	-0.0550	-0.0404	0.4976
ATF1	POP7	ATF1	POP7	0.1719	-0.0547	-0.0550	-0.0408	0.4980
ATF1	SLC31A2	ATF1	SLC31A2	0.1699	-0.0312	-0.0314	-0.0131	0.6987
ATF1	SMCO4	ATF1	SMCO4	0.1680	-0.0443	-0.0446	-0.0268	0.5826
ATF1	ST3GAL3	ATF1	ST3GAL3	0.1672	-0.0220	-0.0221	-0.0068	0.7848
ATF1	TRMT10C	ATF1	TRMT10C	0.1566	0.0861	0.0865	0.0567	0.2850
ATF6	CACNA2D4	ATF6	CACNA2D4	0.1704	-0.0146	-0.0146	-0.0317	0.8565
ATF6	CEP350	ATF6	CEP350	0.1881	-0.0112	-0.0112	-0.0210	0.8897
ATF6	CYB561A3	ATF6	CYB561A3	0.1792	-0.0112	-0.0112	-0.0192	0.8892
ATF6	DGCR6	ATF6	DGCR6	0.1700	-0.0112	-0.0112	-0.0190	0.8892
ATF6	ETFA	ATF6	ETFA	0.1670	-0.0199	-0.0199	-0.0629	0.8056
ATF6	FAM229B	ATF6	FAM229B	0.1703	-0.0065	-0.0065	-0.0072	0.9363
ATF6	MLH3	ATF6	MLH3	0.1791	-0.0130	-0.0130	-0.0266	0.8718
ATF6	MPST	ATF6	MPST	0.1594	-0.0091	-0.0092	-0.0135	0.9098
ATF6	MYL6	ATF6	MYL6	0.1743	-0.0988	-0.0874	-0.7008	0.2197
ATF6	NUDT1	ATF6	NUDT1	0.1570	-0.0221	-0.0221	-0.0722	0.7841
ATF6	PADI4	ATF6	PADI4	0.1850	-0.0065	-0.0065	-0.0070	0.9363
ATF6	S100A9	ATF6	S100A9	0.1694	-0.0112	-0.0112	-0.0208	0.8895
ATF6	STARD3	ATF6	STARD3	0.1525	-0.0159	-0.0161	-0.0428	0.8439
ATF6	SYTL2	ATF6	SYTL2	0.1819	-0.0091	-0.0092	-0.0134	0.9097
ATF6	TTC32	ATF6	TTC32	0.2053	-0.0091	-0.0092	-0.0138	0.9098
ATF6	USP42	ATF6	USP42	0.2015	-0.0065	-0.0065	-0.0064	0.9363
BATF	C4orf48	BATF	C4orf48	0.1620	-0.0185	-0.0185	-0.0130	0.8189
BATF	CAST	BATF	CAST	0.1872	0.1333	0.1271	0.2179	0.0971
BATF	FLYWCH2	BATF	FLYWCH2	0.1848	-0.0488	-0.0488	-0.0859	0.5451
BATF	FUT11	BATF	FUT11	0.2090	-0.0130	-0.0130	-0.0065	0.8718
BATF	GZMB	BATF	GZMB	0.1784	-0.0130	-0.0130	-0.0061	0.8718
BATF	HIST1H1E	BATF	HIST1H1E	0.1825	-0.0488	-0.0488	-0.0884	0.5452
BATF	LCORL	BATF	LCORL	0.2025	-0.0185	-0.0185	-0.0147	0.8191
BATF	MS4A1	BATF	MS4A1	0.2133	-0.0130	-0.0130	-0.0065	0.8718
BATF	RAB33A	BATF	RAB33A	0.1964	0.2223	0.2269	0.2208	0.0053
BATF	RSU1	BATF	RSU1	0.1907	-0.0467	-0.0468	-0.0796	0.5630
BATF	TKTL1	BATF	TKTL1	0.1750	-0.0185	-0.0185	-0.0126	0.8189
BLZF1	ARNTL	BLZF1	ARNTL	0.1686	-0.0112	-0.0112	-0.0195	0.8892
BLZF1	CD7	BLZF1	CD7	0.1916	0.0709	0.1231	0.4260	0.3791
BLZF1	CEP350	BLZF1	CEP350	0.2181	-0.0112	-0.0112	-0.0200	0.8897
BLZF1	CLEC2B	BLZF1	CLEC2B	0.2352	-0.0174	-0.0174	-0.0450	0.8297
BLZF1	CXorf38	BLZF1	CXorf38	0.1670	-0.0160	-0.0161	-0.0394	0.8427
BLZF1	FAM65A	BLZF1	FAM65A	0.1841	-0.0065	-0.0065	-0.0064	0.9363
BLZF1	FBXO44	BLZF1	FBXO44	0.1930	-0.0112	-0.0112	-0.0186	0.8892
BLZF1	GZMH	BLZF1	GZMH	0.1863	-0.0091	-0.0092	-0.0129	0.9099
BLZF1	HTT	BLZF1	HTT	0.1718	-0.0092	-0.0092	-0.0120	0.9097
BLZF1	INADL	BLZF1	INADL	0.1891	-0.0091	-0.0092	-0.0121	0.9098
BLZF1	RANBP6	BLZF1	RANBP6	0.1597	-0.0065	-0.0065	-0.0063	0.9363
BLZF1	RNF219	BLZF1	RNF219	0.1757	-0.0091	-0.0092	-0.0125	0.9098
BLZF1	STXBP2	BLZF1	STXBP2	0.1783	-0.0221	-0.0221	-0.0722	0.7843
BLZF1	TCF20	BLZF1	TCF20	0.1576	0.7070	0.7094	0.9936	0.0000
BLZF1	ZCCHC9	BLZF1	ZCCHC9	0.1849	0.5931	0.5811	0.9877	0.0000
BPNT1	ABCB7	BPNT1	ABCB7	0.1858	-0.0196	-0.0196	-0.0192	0.8085
BPNT1	C1QA	BPNT1	C1QA	0.1716	-0.0112	-0.0112	-0.0065	0.8895
BPNT1	CSNK1G2	BPNT1	CSNK1G2	0.1722	-0.0195	-0.0196	-0.0194	0.8089
BPNT1	EPG5	BPNT1	EPG5	0.2040	-0.0159	-0.0160	-0.0141	0.8442
BPNT1	EXOC6	BPNT1	EXOC6	0.1880	-0.0112	-0.0112	-0.0062	0.8895
BPNT1	FBXL12	BPNT1	FBXL12	0.1758	-0.0159	-0.0160	-0.0129	0.8438
BPNT1	FUT11	BPNT1	FUT11	0.1875	-0.0112	-0.0112	-0.0062	0.8895
BPNT1	HGS	BPNT1	HGS	0.1658	-0.0112	-0.0112	-0.0060	0.8895
BPNT1	INTS1	BPNT1	INTS1	0.1571	-0.0112	-0.0112	-0.0066	0.8895
BPNT1	LINC00909	BPNT1	LINC00909	0.1932	-0.0112	-0.0112	-0.0076	0.8895
BPNT1	MAP4K4	BPNT1	MAP4K4	0.1903	-0.0159	-0.0160	-0.0134	0.8437
BPNT1	MSI2	BPNT1	MSI2	0.1842	0.2822	0.2463	0.3757	0.0004
BPNT1	RHOT2	BPNT1	RHOT2	0.1665	-0.0384	-0.0385	-0.0735	0.6340
BPNT1	RRBP1	BPNT1	RRBP1	0.1881	-0.0112	-0.0112	-0.0062	0.8895
BPNT1	RRP1	BPNT1	RRP1	0.1616	-0.0226	-0.0227	-0.0257	0.7791
BPNT1	SH3BP5L	BPNT1	SH3BP5L	0.1680	-0.0112	-0.0112	-0.0059	0.8895
BPNT1	SPATA5L1	BPNT1	SPATA5L1	0.1838	-0.0112	-0.0112	-0.0072	0.8895
BPNT1	TYMP	BPNT1	TYMP	0.1602	-0.0159	-0.0160	-0.0122	0.8437
BPNT1	ZNF317	BPNT1	ZNF317	0.1749	-0.0196	-0.0196	-0.0189	0.8085
BPNT1	ZNF681	BPNT1	ZNF681	0.1783	-0.0226	-0.0227	-0.0250	0.7790
BTAF1	C17orf75	BTAF1	C17orf75	0.1736	-0.0065	-0.0065	-0.0069	0.9363
BTAF1	COQ7	BTAF1	COQ7	0.1626	-0.0160	-0.0161	-0.0412	0.8426
BTAF1	DICER1	BTAF1	DICER1	0.1671	-0.0112	-0.0112	-0.0199	0.8893
BTAF1	ESYT2	BTAF1	ESYT2	0.1964	-0.0112	-0.0112	-0.0210	0.8893
BTAF1	GALM	BTAF1	GALM	0.1791	-0.0065	-0.0065	-0.0062	0.9363
BTAF1	KIF21A	BTAF1	KIF21A	0.1524	-0.0065	-0.0065	-0.0069	0.9363
BTAF1	KLRG1	BTAF1	KLRG1	0.1894	-0.0112	-0.0112	-0.0199	0.8892
BTAF1	LEPRE1	BTAF1	LEPRE1	0.1591	-0.0065	-0.0065	-0.0071	0.9363
BTAF1	MYO9A	BTAF1	MYO9A	0.1648	-0.0112	-0.0112	-0.0207	0.8895
BTAF1	NCR3	BTAF1	NCR3	0.1831	-0.0198	-0.0199	-0.0622	0.8059
BTAF1	PINK1	BTAF1	PINK1	0.1783	-0.0065	-0.0065	-0.0065	0.9363
BTAF1	RPP14	BTAF1	RPP14	0.2055	-0.0130	-0.0130	-0.0283	0.8723
BTAF1	SLC22A18	BTAF1	SLC22A18	0.1987	-0.0091	-0.0092	-0.0143	0.9098
BTAF1	SYNGR1	BTAF1	SYNGR1	0.1670	-0.0112	-0.0112	-0.0198	0.8892
BTAF1	TLN1	BTAF1	TLN1	0.1980	-0.0112	-0.0112	-0.0218	0.8893
BTAF1	TMEM127	BTAF1	TMEM127	0.1649	-0.0112	-0.0112	-0.0202	0.8892
BTAF1	TNFSF10	BTAF1	TNFSF10	0.1562	-0.0174	-0.0174	-0.0485	0.8295
BTAF1	UNK	BTAF1	UNK	0.1829	-0.0065	-0.0065	-0.0070	0.9363
BTAF1	VCL	BTAF1	VCL	0.1910	-0.0065	-0.0065	-0.0068	0.9363
BTAF1	WDR70	BTAF1	WDR70	0.1656	-0.0130	-0.0130	-0.0272	0.8718
BTAF1	ZRANB1	BTAF1	ZRANB1	0.1856	-0.0065	-0.0065	-0.0079	0.9363
CAMTA1	ABI3	CAMTA1	ABI3	0.1817	-0.0466	-0.0469	-0.0497	0.5636
CAMTA1	AP3M1	CAMTA1	AP3M1	0.1907	-0.0173	-0.0174	-0.0065	0.8301
CAMTA1	ARNT	CAMTA1	ARNT	0.1532	-0.0246	-0.0247	-0.0145	0.7608
CAMTA1	C12orf5	CAMTA1	C12orf5	0.1706	-0.0173	-0.0174	-0.0079	0.8301
CAMTA1	CEP57	CAMTA1	CEP57	0.1872	0.1971	0.2213	0.2228	0.0136
CAMTA1	CXorf56	CAMTA1	CXorf56	0.1875	-0.0299	-0.0303	-0.0217	0.7108
CAMTA1	DVL2	CAMTA1	DVL2	0.1768	0.3667	0.3754	0.1399	0.0000
CAMTA1	GBP1	CAMTA1	GBP1	0.1937	-0.0302	-0.0303	-0.0211	0.7085
CAMTA1	GTF3C6	CAMTA1	GTF3C6	0.1780	0.0353	0.0423	0.0487	0.6615
CAMTA1	GZMH	CAMTA1	GZMH	0.1929	-0.0245	-0.0247	-0.0139	0.7612
CAMTA1	HDAC6	CAMTA1	HDAC6	0.1876	-0.0246	-0.0247	-0.0133	0.7608
CAMTA1	IER5	CAMTA1	IER5	0.1955	-0.0246	-0.0247	-0.0130	0.7609
CAMTA1	PYCARD	CAMTA1	PYCARD	0.1946	0.2926	0.2930	0.4722	0.0002
CAMTA1	RALGAPA2	CAMTA1	RALGAPA2	0.1666	-0.0173	-0.0174	-0.0078	0.8301
CAMTA1	RALGPS2	CAMTA1	RALGPS2	0.1791	-0.0173	-0.0174	-0.0067	0.8301
CAMTA1	RUFY1	CAMTA1	RUFY1	0.1725	0.1895	0.1950	0.1189	0.0178
CAMTA1	SH3BP5	CAMTA1	SH3BP5	0.1798	0.2592	0.2559	0.2668	0.0011
CAMTA1	XCL2	CAMTA1	XCL2	0.1571	-0.0173	-0.0174	-0.0069	0.8301
CEBPG	C1orf109	CEBPG	C1orf109	0.1843	-0.0376	-0.0377	-0.0541	0.6413
CEBPG	C2orf76	CEBPG	C2orf76	0.1880	-0.0185	-0.0185	-0.0130	0.8190
CEBPG	CRIP2	CEBPG	CRIP2	0.1717	-0.0444	-0.0446	-0.0778	0.5820
CEBPG	FAM178A	CEBPG	FAM178A	0.1867	-0.0130	-0.0130	-0.0070	0.8719
CEBPG	IFITM3	CEBPG	IFITM3	0.1881	-0.0185	-0.0185	-0.0141	0.8190
CEBPG	MS4A1	CEBPG	MS4A1	0.1846	-0.0130	-0.0130	-0.0065	0.8719
CEBPG	MTR	CEBPG	MTR	0.1859	-0.0130	-0.0130	-0.0070	0.8719
CEBPG	NUPL1	CEBPG	NUPL1	0.1864	-0.0130	-0.0130	-0.0085	0.8719
CEBPG	PADI4	CEBPG	PADI4	0.1740	-0.0130	-0.0130	-0.0071	0.8719
CEBPG	PRF1	CEBPG	PRF1	0.1937	-0.0260	-0.0263	-0.0273	0.7473
CEBPG	RIOK2	CEBPG	RIOK2	0.1952	-0.0184	-0.0185	-0.0143	0.8192
CEBPG	SDPR	CEBPG	SDPR	0.1779	-0.0130	-0.0130	-0.0071	0.8719
CEBPG	SNAPC1	CEBPG	SNAPC1	0.1892	-0.0262	-0.0263	-0.0275	0.7451
CEBPG	SYMPK	CEBPG	SYMPK	0.1844	-0.0263	-0.0263	-0.0269	0.7447
CEBPG	TBC1D7	CEBPG	TBC1D7	0.1576	-0.0185	-0.0185	-0.0133	0.8190
CEBPG	TMEM184C	CEBPG	TMEM184C	0.2067	-0.0130	-0.0130	-0.0079	0.8719
CEBPG	YPEL1	CEBPG	YPEL1	0.2004	-0.0130	-0.0130	-0.0069	0.8719
CEBPG	ZNF292	CEBPG	ZNF292	0.1682	-0.0295	-0.0295	-0.0340	0.7150
CITED2	CDC27	CITED2	CDC27	0.1813	-0.0446	-0.0448	-0.0131	0.5807
CITED2	DDX42	CITED2	DDX42	0.1712	0.0752	0.0673	0.0315	0.3509
CITED2	ESYT2	CITED2	ESYT2	0.1906	-0.0547	-0.0550	-0.0208	0.4975
CITED2	IPO11	CITED2	IPO11	0.1734	0.1313	0.1505	0.0559	0.1024
CITED2	IRF7	CITED2	IRF7	0.1909	0.1348	0.1284	0.0956	0.0935
CITED2	KBTBD4	CITED2	KBTBD4	0.1964	-0.0634	-0.0638	-0.0264	0.4314
CITED2	LRCH3	CITED2	LRCH3	0.1919	-0.0314	-0.0316	-0.0070	0.6969
CITED2	LRIF1	CITED2	LRIF1	0.1814	-0.0548	-0.0550	-0.0208	0.4970
CITED2	MAN1A2	CITED2	MAN1A2	0.1632	-0.0446	-0.0448	-0.0144	0.5806
CITED2	MAN2A2	CITED2	MAN2A2	0.1561	-0.0314	-0.0316	-0.0066	0.6969
CITED2	MPST	CITED2	MPST	0.1638	-0.0446	-0.0448	-0.0137	0.5807
CITED2	MS4A6A	CITED2	MS4A6A	0.1855	-0.0314	-0.0316	-0.0068	0.6969
CITED2	RALGAPA2	CITED2	RALGAPA2	0.1631	-0.0314	-0.0316	-0.0077	0.6969
CITED2	RIOK2	CITED2	RIOK2	0.1677	-0.0445	-0.0448	-0.0143	0.5808
CITED2	SYTL3	CITED2	SYTL3	0.1865	-0.0634	-0.0638	-0.0283	0.4320
CITED2	TIMM10B	CITED2	TIMM10B	0.1891	-0.0845	-0.0852	-0.0501	0.2944
CITED2	TNFRSF1A	CITED2	TNFRSF1A	0.1919	0.0879	0.0839	0.0317	0.2754
CREBRF	ATG2A	CREBRF	ATG2A	0.1952	-0.0130	-0.0130	-0.0069	0.8720
CREBRF	FERMT3	CREBRF	FERMT3	0.1807	0.2995	0.3053	0.4352	0.0001
CREBRF	GPRIN3	CREBRF	GPRIN3	0.1638	-0.0130	-0.0130	-0.0061	0.8720
CREBRF	HIST1H1C	CREBRF	HIST1H1C	0.1911	-0.0526	-0.0528	-0.1005	0.5145
CREBRF	KIAA0040	CREBRF	KIAA0040	0.1649	-0.0227	-0.0227	-0.0192	0.7789
CREBRF	LRRC40	CREBRF	LRRC40	0.1728	-0.0130	-0.0130	-0.0066	0.8720
CREBRF	MBNL3	CREBRF	MBNL3	0.1868	-0.0130	-0.0130	-0.0059	0.8720
CREBRF	NUDT1	CREBRF	NUDT1	0.2110	0.1160	0.1208	0.1829	0.1492
CREBRF	PHF6	CREBRF	PHF6	0.1770	-0.0224	-0.0227	-0.0221	0.7810
CREBRF	PRRT3	CREBRF	PRRT3	0.1625	-0.0130	-0.0130	-0.0066	0.8720
CREBRF	PSAP	CREBRF	PSAP	0.1650	-0.0508	-0.0509	-0.0889	0.5292
CREBRF	SLC39A8	CREBRF	SLC39A8	0.1797	-0.0184	-0.0185	-0.0130	0.8193
CREBRF	SPATS2	CREBRF	SPATS2	0.2269	-0.0184	-0.0185	-0.0136	0.8193
CREBRF	STOM	CREBRF	STOM	0.1673	-0.0130	-0.0130	-0.0064	0.8720
CREBRF	UBE4B	CREBRF	UBE4B	0.1803	-0.0130	-0.0130	-0.0067	0.8720
CREBRF	USP42	CREBRF	USP42	0.1804	-0.0130	-0.0130	-0.0062	0.8720
CTNNB1	ACBD6	CTNNB1	ACBD6	0.1845	-0.0207	-0.0207	-0.0316	0.7980
CTNNB1	ACSL6	CTNNB1	ACSL6	0.1704	-0.0092	-0.0092	-0.0090	0.9097
CTNNB1	AKAP10	CTNNB1	AKAP10	0.1989	-0.0092	-0.0092	-0.0067	0.9097
CTNNB1	DGCR8	CTNNB1	DGCR8	0.1747	-0.0130	-0.0130	-0.0123	0.8722
CTNNB1	EPB41	CTNNB1	EPB41	0.1893	-0.0311	-0.0314	-0.0766	0.7000
CTNNB1	FAM120A	CTNNB1	FAM120A	0.2149	-0.0092	-0.0092	-0.0077	0.9097
CTNNB1	FAM65A	CTNNB1	FAM65A	0.1955	-0.0092	-0.0092	-0.0066	0.9097
CTNNB1	HGS	CTNNB1	HGS	0.1942	-0.0092	-0.0092	-0.0061	0.9097
CTNNB1	HVCN1	CTNNB1	HVCN1	0.1805	-0.0207	-0.0207	-0.0365	0.7976
CTNNB1	INPP1	CTNNB1	INPP1	0.1948	-0.0092	-0.0092	-0.0069	0.9097
CTNNB1	MED12	CTNNB1	MED12	0.1860	-0.0092	-0.0092	-0.0066	0.9097
CTNNB1	NUP88	CTNNB1	NUP88	0.1718	-0.0092	-0.0092	-0.0069	0.9097
CTNNB1	PPP1R16B	CTNNB1	PPP1R16B	0.1817	-0.0130	-0.0130	-0.0133	0.8723
CTNNB1	PRKAR2A	CTNNB1	PRKAR2A	0.2017	-0.0092	-0.0092	-0.0068	0.9097
CTNNB1	PTPN18	CTNNB1	PTPN18	0.1776	0.2572	0.2659	0.4549	0.0012
CTNNB1	RCHY1	CTNNB1	RCHY1	0.2165	-0.0130	-0.0130	-0.0127	0.8723
CTNNB1	SNAPC1	CTNNB1	SNAPC1	0.1942	-0.0184	-0.0185	-0.0268	0.8192
CTNNB1	SRPK2	CTNNB1	SRPK2	0.1888	-0.0281	-0.0282	-0.0609	0.7281
CTNNB1	WNT10A	CTNNB1	WNT10A	0.1692	-0.0092	-0.0092	-0.0067	0.9097
CTNNB1	ZCCHC17	CTNNB1	ZCCHC17	0.1869	-0.0246	-0.0247	-0.0470	0.7603
CTNNB1	ZNF226	CTNNB1	ZNF226	0.1836	-0.0160	-0.0160	-0.0206	0.8433
EGR1	ARL4C	EGR1	ARL4C	0.1756	-0.0472	-0.0472	-0.1544	0.5587
EGR1	C16orf87	EGR1	C16orf87	0.1726	-0.0159	-0.0160	-0.0194	0.8433
EGR1	CCDC59	EGR1	CCDC59	0.1603	-0.0264	-0.0265	-0.0522	0.7431
EGR1	CD3D	EGR1	CD3D	0.1694	0.0411	0.0090	0.1624	0.6101
EGR1	DCAF5	EGR1	DCAF5	0.1864	0.4191	0.4015	0.5362	0.0000
EGR1	ERO1LB	EGR1	ERO1LB	0.1808	-0.0129	-0.0130	-0.0140	0.8728
EGR1	FOS	EGR1	FOS	0.1817	0.0601	0.0533	0.2354	0.4558
EGR1	GPKOW	EGR1	GPKOW	0.1694	-0.0247	-0.0247	-0.0471	0.7598
EGR1	IRAK1	EGR1	IRAK1	0.1650	-0.0091	-0.0092	-0.0062	0.9097
EGR1	LGALS3	EGR1	LGALS3	0.1831	-0.0091	-0.0092	-0.0066	0.9097
EGR1	LIMS1	EGR1	LIMS1	0.1647	-0.0280	-0.0282	-0.0610	0.7283
EGR1	MORF4L2	EGR1	MORF4L2	0.1685	-0.0357	-0.0357	-0.0914	0.6579
EGR1	MSL3	EGR1	MSL3	0.1830	0.3117	0.3328	0.4517	0.0001
EGR1	MYBL1	EGR1	MYBL1	0.1786	-0.0130	-0.0130	-0.0126	0.8723
EGR1	PGPEP1	EGR1	PGPEP1	0.1778	-0.0130	-0.0130	-0.0122	0.8723
EGR1	PSEN1	EGR1	PSEN1	0.1827	-0.0091	-0.0092	-0.0070	0.9097
EGR1	RSF1	EGR1	RSF1	0.1991	-0.0247	-0.0247	-0.0468	0.7599
EGR1	TLN1	EGR1	TLN1	0.1673	-0.0159	-0.0160	-0.0207	0.8436
EGR1	WARS2	EGR1	WARS2	0.1667	-0.0185	-0.0185	-0.0261	0.8191
EGR1	ZCCHC9	EGR1	ZCCHC9	0.1755	-0.0159	-0.0160	-0.0190	0.8434
EGR1	ZHX1	EGR1	ZHX1	0.1785	-0.0091	-0.0092	-0.0064	0.9097
EGR1	ZNF691	EGR1	ZNF691	0.1913	-0.0091	-0.0092	-0.0063	0.9097
ELF4	CNPY4	ELF4	CNPY4	0.1770	-0.0091	-0.0092	-0.0128	0.9099
ELF4	DNAJB11	ELF4	DNAJB11	0.1854	-0.0187	-0.0187	-0.0487	0.8172
ELF4	ID3	ELF4	ID3	0.1608	-0.0261	-0.0262	-0.0925	0.7462
ELF4	IMPA2	ELF4	IMPA2	0.1932	-0.0065	-0.0065	-0.0057	0.9363
ELF4	NCR3	ELF4	NCR3	0.2011	-0.0198	-0.0199	-0.0563	0.8059
ELF4	PHF21A	ELF4	PHF21A	0.1843	-0.0091	-0.0092	-0.0119	0.9098
ELF4	PMAIP1	ELF4	PMAIP1	0.1806	-0.0160	-0.0161	-0.0373	0.8427
ELF4	SEPHS1	ELF4	SEPHS1	0.1897	-0.0091	-0.0092	-0.0140	0.9100
ELF4	SP3	ELF4	SP3	0.1770	-0.0130	-0.0130	-0.0250	0.8718
ELF4	TSPYL4	ELF4	TSPYL4	0.1896	-0.0065	-0.0065	-0.0059	0.9363
ELF4	UBE4B	ELF4	UBE4B	0.1975	-0.0065	-0.0065	-0.0064	0.9363
ELF4	ZNF33B	ELF4	ZNF33B	0.1741	-0.0112	-0.0112	-0.0182	0.8893
EP300	ARSG	EP300	ARSG	0.2171	-0.0091	-0.0092	-0.0133	0.9098
EP300	ASB1	EP300	ASB1	0.1878	-0.0065	-0.0065	-0.0065	0.9363
EP300	C12orf75	EP300	C12orf75	0.2114	-0.0231	-0.0232	-0.0803	0.7749
EP300	CD58	EP300	CD58	0.1763	-0.0065	-0.0065	-0.0065	0.9363
EP300	FAM193B	EP300	FAM193B	0.1820	-0.0065	-0.0065	-0.0064	0.9363
EP300	GRIPAP1	EP300	GRIPAP1	0.1844	-0.0065	-0.0065	-0.0066	0.9363
EP300	MRPS28	EP300	MRPS28	0.1593	-0.0092	-0.0092	-0.0125	0.9097
EP300	MYOM2	EP300	MYOM2	0.1628	-0.0065	-0.0065	-0.0065	0.9363
EP300	PINK1	EP300	PINK1	0.1790	-0.0065	-0.0065	-0.0062	0.9363
EP300	PTCD3	EP300	PTCD3	0.1580	-0.0065	-0.0065	-0.0061	0.9363
EP300	SDPR	EP300	SDPR	0.1845	-0.0065	-0.0065	-0.0068	0.9363
EP300	SERPINA1	EP300	SERPINA1	0.1801	-0.0065	-0.0065	-0.0059	0.9363
EP300	STOM	EP300	STOM	0.1650	-0.0065	-0.0065	-0.0063	0.9363
EP300	THAP2	EP300	THAP2	0.1554	-0.0111	-0.0112	-0.0214	0.8901
EP300	TPST2	EP300	TPST2	0.1944	-0.0130	-0.0130	-0.0275	0.8722
EP300	VILL	EP300	VILL	0.1955	-0.0091	-0.0092	-0.0125	0.9098
ETS2	CD8B	ETS2	CD8B	0.1799	-0.0795	-0.0784	-0.3916	0.3238
ETS2	COTL1	ETS2	COTL1	0.1988	-0.0609	-0.0606	-0.2362	0.4500
